Taxa,Mother,Father
A0131,PC_K54_ID1,PC_K60_ID1
A0132,PC_I58_ID1,PC_I58_ID1
A0134,PC_J13_ID1,PC_L12_ID1
A0135,PC_N11_ID1,PC_K02_ID1
A0137,PC_J07_ID2,PC_N57_ID2
A0139,PC_J12_ID1,PC_L08_ID1
A0140,PC_N13_ID1,PC_L56_ID1
A0142,PC_J50_ID1,PC_M05_ID1
A0143,PC_I11_ID2,PC_O08_ID2
A0144,PC_N10_ID2,PC_N10_ID2
A0146,PC_N04_ID1,PC_N04_ID1
A0148,PC_N14_ID2,PC_I55_ID2
A0149,PC_K60_ID1,PC_K60_ID1
A0150,PC_J50_ID1,PC_J50_ID1
A0151,PC_J13_ID1,PC_J13_ID1
A0152,PC_I55_ID2,PC_I58_ID2
A0154,PC_N07_ID2,PC_O08_ID2
A0156,PC_N10_ID2,PC_N10_ID2
A0171,PC_I55_ID2,PC_I55_ID2
A0172,PC_J04_ID1,PC_N04_ID1
A0173,PC_L06_ID2,PC_I55_ID2
A0176,PC_I58_ID2,PC_N14_ID2
A0178,PC_I58_ID2,PC_I58_ID2
A0179,PC_I50_ID1,PC_I06_ID1
A0180,PC_J04_ID1,PC_J04_ID1
A0182,PC_I11_ID2,PC_K55_ID2
A0183,PC_I58_ID2,PC_N14_ID2
A0184,PC_O08_ID2,PC_J07_ID2
A0186,PC_O08_ID2,PC_I11_ID2
A0189,PC_I58_ID1,PC_L48_ID1
A0190,PC_N14_ID2,PC_N14_ID2
A0191,PC_J07_ID2,PC_J07_ID2
A0193,PC_N07_ID1,PC_N13_ID1
A0194,PC_N04_ID1,PC_J04_ID1
A0195,PC_N13_ID1,PC_N13_ID1
A0196,PC_N48_ID1,PC_N48_ID1
A0197,PC_O08_ID2,PC_O08_ID2
A0198,PC_L08_ID1,PC_L08_ID1
A0199,PC_N07_ID1,PC_N07_ID1
A0201,PC_I52_ID1,PC_J50_ID1
A0204,PC_M58_ID1,PC_N58_ID1
A0205,PC_L12_ID1,PC_I52_ID1
A0206,PC_I58_ID1,PC_N48_ID1
A0207,PC_I50_ID1,PC_I06_ID1
A0209,PC_J12_ID1,PC_L08_ID1
A0210,PC_N48_ID1,PC_N48_ID1
A0211,PC_N14_ID2,PC_N14_ID2
A0212,PC_I50_ID2,PC_I50_ID2
A0213,PC_I11_ID2,PC_K55_ID2
A0214,PC_I58_ID2,PC_L06_ID2
A0215,PC_I06_ID1,PC_I06_ID1
A0216,PC_N04_ID1,PC_J04_ID1
A0219,PC_M58_ID1,PC_J04_ID1
A0220,PC_I58_ID2,PC_J07_ID2
A0221,PC_I06_ID1,PC_I06_ID1
A0222,PC_I58_ID2,PC_I55_ID2
A0227,PC_I58_ID1,PC_N07_ID1
A0231,PC_O08_ID2,PC_N57_ID2
A0235,PC_M58_ID1,PC_N04_ID1
A0240,PC_I50_ID1,PC_M15_ID1
A0245,PC_O51_ID2,PC_O51_ID2
A0251,PC_M59_ID1,PC_I58_ID1
A0252,PC_I11_ID2,PC_I11_ID2
A0258,PC_J12_ID1,PC_M59_ID1
A0263,PC_L12_ID2,PC_K55_ID2
A0264,PC_L12_ID1,PC_I06_ID1
A0265,PC_O59_ID2,PC_O59_ID2
A0266,PC_M58_ID1,PC_M58_ID1
A0267,PC_L08_ID1,PC_N13_ID1
A0269,PC_N04_ID1,PC_N07_ID1
A0273,PC_J04_ID1,PC_J04_ID1
A0275,PC_L14_ID1,PC_L14_ID1
A0276,PC_N11_ID1,PC_K02_ID1
A0279,PC_M15_ID1,PC_I06_ID1
A0280,PC_I58_ID1,PC_L48_ID1
A0284,PC_J51_ID1,PC_J51_ID1
A0286,PC_N03_ID2,PC_N03_ID2
A0287,PC_I11_ID2,PC_I11_ID2
A0290,PC_I08_ID1,PC_I08_ID1
A0291,PC_J50_ID1,PC_M05_ID1
A0297,PC_J13_ID1,PC_J13_ID1
A0300,PC_I55_ID2,PC_I55_ID2
A0302,PC_J14_ID2,PC_J14_ID2
A0303,PC_I50_ID2,PC_N07_ID2
A0305,PC_J50_ID1,PC_I06_ID1
A0311,PC_J10_ID1,PC_O08_ID1
A0312,PC_O59_ID2,PC_O59_ID2
A0313,PC_N11_ID1,PC_K02_ID1
A0315,PC_M58_ID1,PC_J13_ID1
A0318,PC_L48_ID2,PC_O08_ID2
A0320,PC_N09_ID1,PC_N07_ID1
A0321,PC_I11_ID2,PC_K55_ID2
A0323,PC_J51_ID1,PC_K60_ID1
A0324,PC_I11_ID2,PC_K55_ID2
A0325,PC_I11_ID2,PC_I11_ID2
A0328,PC_N11_ID1,PC_N11_ID1
A0329,PC_I52_ID1,PC_I06_ID1
A0330,PC_M59_ID1,PC_M59_ID1
A0331,PC_M15_ID1,PC_M15_ID1
A0332,PC_O08_ID2,PC_O08_ID2
A0335,PC_M15_ID1,PC_O51_ID1
A0336,PC_L12_ID2,PC_L12_ID2
A0337,PC_N09_ID1,PC_N09_ID1
A0342,PC_J50_ID1,PC_J50_ID1
A0343,PC_I06_ID1,PC_I05_ID1
A0345,PC_I52_ID1,PC_I06_ID1
A0347,PC_I05_ID1,PC_L12_ID1
A0348,PC_O51_ID2,PC_O51_ID2
A0349,PC_L12_ID2,PC_L12_ID2
A0350,PC_K60_ID1,PC_N07_ID1
A0351,PC_N07_ID1,PC_N07_ID1
A0352,PC_J10_ID1,PC_M59_ID1
A0353,PC_N57_ID2,PC_N57_ID2
A0354,PC_I52_ID1,PC_I52_ID1
A0355,PC_N09_ID1,PC_N13_ID1
A0356,PC_N11_ID1,PC_M05_ID1
A0358,PC_J48_ID2,PC_J48_ID2
A0359,PC_O59_ID2,PC_O59_ID2
A0360,PC_I52_ID1,PC_I06_ID1
A0361,PC_J51_ID1,PC_N13_ID1
A0362,PC_N03_ID2,PC_L06_ID2
A0363,PC_N48_ID1,PC_J51_ID1
A0365,PC_N03_ID2,PC_I50_ID2
A0372,PC_I06_ID1,PC_O10_ID1
A0375,PC_N14_ID2,PC_I55_ID2
A0377,PC_M59_ID1,PC_L08_ID1
A0378,PC_N13_ID1,PC_L56_ID1
A0379,PC_I52_ID1,PC_L12_ID1
A0380,PC_O51_ID2,PC_O51_ID2
A0384,PC_K02_ID1,PC_K60_ID1
A0385,PC_K55_ID2,PC_I11_ID2
A0387,PC_M05_ID1,PC_M05_ID1
A0389,PC_L48_ID2,PC_L48_ID2
A0392,PC_J50_ID1,PC_I06_ID1
A0393,PC_N14_ID2,PC_N14_ID2
A0394,PC_N07_ID2,PC_J48_ID2
A0395,PC_J51_ID1,PC_J51_ID1
A0397,PC_O08_ID2,PC_O08_ID2
A0399,PC_N13_ID1,PC_N07_ID1
A0402,PC_L14_ID1,PC_L14_ID1
A0404,PC_J51_ID1,PC_K60_ID1
A0405,PC_I50_ID2,PC_I50_ID2
A0406,PC_L56_ID1,PC_M59_ID1
A0407,PC_M59_ID1,PC_M59_ID1
A0414,PC_K55_ID2,PC_K55_ID2
A0415,PC_J13_ID1,PC_J13_ID1
A0416,PC_M58_ID1,PC_M58_ID1
A0417,PC_L12_ID1,PC_L12_ID1
A0420,PC_M05_ID1,PC_M05_ID1
A0422,PC_I50_ID1,PC_I06_ID1
A0423,PC_L12_ID1,PC_L12_ID1
A0426,PC_N48_ID1,PC_N48_ID1
A0429,PC_J51_ID1,PC_N13_ID1
A0433,PC_I58_ID2,PC_L06_ID2
A0434,PC_J13_ID1,PC_J04_ID1
A0435,PC_N14_ID2,PC_J48_ID2
A0439,PC_J07_ID2,PC_L12_ID2
A0444,PC_N03_ID2,PC_L06_ID2
A0449,PC_L56_ID1,PC_L56_ID1
A0450,PC_L14_ID1,PC_L14_ID1
A0451,PC_N48_ID1,PC_N48_ID1
A0452,PC_J14_ID2,PC_O59_ID2
A0453,PC_L48_ID2,PC_L06_ID2
A0454,PC_L06_ID2,PC_L06_ID2
A0455,PC_K54_ID1,PC_I06_ID1
A0456,PC_I55_ID2,PC_I55_ID2
A0458,PC_M58_ID1,PC_J13_ID1
A0459,PC_I06_ID1,PC_J08_ID1
A0461,PC_K60_ID1,PC_I06_ID1
A0462,PC_I52_ID1,PC_I52_ID1
A0463,PC_N58_ID2,PC_N58_ID2
A0464,PC_N03_ID2,PC_I50_ID2
A0465,PC_I55_ID2,PC_I55_ID2
A0466,PC_N03_ID2,PC_N03_ID2
A0468,PC_N14_ID2,PC_I58_ID2
A0470,PC_L56_ID1,PC_L56_ID1
A0471,PC_M58_ID1,PC_J13_ID1
A0473,PC_K55_ID2,PC_K55_ID2
A0474,PC_N57_ID2,PC_J07_ID2
A0475,PC_J50_ID1,PC_L12_ID1
A0476,PC_I55_ID2,PC_I55_ID2
A0477,PC_N14_ID2,PC_I55_ID2
A0481,PC_L08_ID1,PC_N07_ID1
A0483,PC_J04_ID1,PC_L56_ID1
A0484,PC_L48_ID2,PC_L48_ID2
A0485,PC_L06_ID2,PC_I55_ID2
A0486,PC_I50_ID1,PC_I06_ID1
A0487,PC_I58_ID1,PC_L12_ID1
A0488,PC_L12_ID1,PC_L12_ID1
A0490,PC_K54_ID1,PC_N13_ID1
A0493,PC_I52_ID1,PC_I06_ID1
A0494,PC_N07_ID2,PC_N07_ID2
A0495,PC_J13_ID1,PC_J04_ID1
A0496,PC_J12_ID1,PC_J10_ID1
A0500,PC_N13_ID1,PC_N07_ID1
A0503,PC_L12_ID2,PC_L12_ID2
A0505,PC_L48_ID2,PC_L06_ID2
A0506,PC_J04_ID1,PC_N07_ID1
A0508,PC_K02_ID1,PC_K02_ID1
A0511,PC_N48_ID1,PC_N07_ID1
A0512,PC_J48_ID2,PC_J48_ID2
A0513,PC_I58_ID2,PC_I58_ID2
A0516,PC_J51_ID1,PC_K60_ID1
A0517,PC_I05_ID1,PC_L12_ID1
A0518,PC_J51_ID1,PC_N13_ID1
A0520,PC_I52_ID1,PC_I52_ID1
A0524,PC_K54_ID1,PC_K54_ID1
A0525,PC_L08_ID1,PC_L08_ID1
A0528,PC_I11_ID2,PC_I11_ID2
A0529,PC_J10_ID1,PC_M59_ID1
A0530,PC_O08_ID2,PC_I11_ID2
A0531,PC_N58_ID2,PC_N58_ID2
A0532,PC_K60_ID1,PC_J13_ID1
A0533,PC_J51_ID1,PC_N07_ID1
A0534,PC_I52_ID1,PC_I52_ID1
A0535,PC_K54_ID1,PC_L08_ID1
A0536,PC_L08_ID1,PC_L08_ID1
A0537,PC_L48_ID2,PC_L06_ID2
A0538,PC_L06_ID2,PC_L06_ID2
A0539,PC_I50_ID2,PC_I50_ID2
A0541,PC_J51_ID1,PC_J51_ID1
A0544,PC_I11_ID2,PC_J07_ID2
A0546,PC_I58_ID1,PC_L56_ID1
A0547,PC_N14_ID2,PC_I58_ID2
A0548,PC_J50_ID1,PC_J50_ID1
A0550,PC_J12_ID1,PC_L08_ID1
A0551,PC_J07_ID2,PC_L12_ID2
A0552,PC_K60_ID1,PC_J13_ID1
A0553,PC_L14_ID1,PC_L14_ID1
A0555,PC_I06_ID1,PC_I06_ID1
A0556,PC_N04_ID1,PC_N04_ID1
A0557,PC_N09_ID1,PC_J04_ID1
A0560,PC_I11_ID2,PC_K55_ID2
A0561,PC_O51_ID2,PC_O51_ID2
A0564,PC_J13_ID1,PC_N07_ID1
A0566,PC_N57_ID2,PC_N58_ID2
A0569,PC_I58_ID1,PC_L56_ID1
A0571,PC_N14_ID2,PC_N14_ID2
A0572,PC_J07_ID2,PC_N57_ID2
A0573,PC_J14_ID2,PC_O59_ID2
A0574,PC_K60_ID1,PC_I06_ID1
A0575,PC_L06_ID2,PC_I55_ID2
A0576,PC_L48_ID2,PC_L48_ID2
A0577,PC_J10_ID1,PC_L08_ID1
A0580,PC_I52_ID1,PC_I06_ID1
A0584,PC_J12_ID1,PC_M59_ID1
A0585,PC_L14_ID1,PC_I58_ID1
A0586,PC_N07_ID1,PC_N07_ID1
A0588,PC_I58_ID1,PC_N07_ID1
A0594,PC_I58_ID2,PC_I58_ID2
A0596,PC_L14_ID1,PC_L14_ID1
A0597,PC_J48_ID2,PC_I11_ID2
A0599,PC_L48_ID2,PC_L48_ID2
A0601,PC_O08_ID2,PC_J48_ID2
A0602,PC_I55_ID2,PC_I55_ID2
A0603,PC_N14_ID2,PC_N14_ID2
A0605,PC_N10_ID2,PC_J14_ID2
A0606,PC_N13_ID1,PC_L48_ID1
A0609,PC_L56_ID1,PC_L56_ID1
A0610,PC_J50_ID1,PC_J50_ID1
A0615,PC_I55_ID2,PC_I55_ID2
A0621,PC_L06_ID2,PC_I55_ID2
A0624,PC_L08_ID1,PC_J14_ID1
A0627,PC_N14_ID2,PC_N14_ID2
A0629,PC_N48_ID1,PC_N48_ID1
A0631,PC_N58_ID2,PC_I11_ID2
A0632,PC_I08_ID1,PC_I06_ID1
A0633,PC_J10_ID1,PC_O08_ID1
A0634,PC_M15_ID1,PC_I06_ID1
A0636,PC_J10_ID1,PC_M15_ID1
A0640,PC_J48_ID2,PC_N07_ID2
A0642,PC_I08_ID1,PC_I08_ID1
A0643,PC_K55_ID2,PC_O51_ID2
A0644,PC_M59_ID1,PC_M59_ID1
A0646,PC_N13_ID1,PC_I06_ID1
A0647,PC_J04_ID1,PC_J04_ID1
A0650,PC_I52_ID1,PC_I52_ID1
A0651,PC_J14_ID2,PC_O59_ID2
A0655,PC_N04_ID1,PC_I06_ID1
A0656,PC_L12_ID1,PC_L12_ID1
A0658,PC_I58_ID2,PC_N14_ID2
A0661,PC_L14_ID1,PC_K02_ID1
A0663,PC_O59_ID2,PC_O59_ID2
A0666,PC_N57_ID2,PC_N57_ID2
A0668,PC_J10_ID1,PC_J08_ID1
A0669,PC_L08_ID1,PC_J08_ID1
A0673,PC_I55_ID2,PC_I58_ID2
A0674,PC_L08_ID1,PC_J08_ID1
A0675,PC_J04_ID1,PC_J04_ID1
A0677,PC_O59_ID2,PC_O59_ID2
A0678,PC_I05_ID1,PC_I06_ID1
A0680,PC_I50_ID1,PC_I06_ID1
A0684,PC_I08_ID1,PC_I08_ID1
A0687,PC_J13_ID1,PC_N58_ID1
A0689,PC_K60_ID1,PC_J04_ID1
A0691,PC_N57_ID2,PC_J07_ID2
A0692,PC_M59_ID1,PC_L56_ID1
A0694,PC_I58_ID2,PC_N14_ID2
A0696,PC_L06_ID2,PC_L06_ID2
A0697,PC_M05_ID1,PC_M05_ID1
A0698,PC_I11_ID2,PC_K55_ID2
A0699,PC_N11_ID1,PC_J50_ID1
A0700,PC_N03_ID2,PC_I50_ID2
A0701,PC_N09_ID1,PC_I06_ID1
A0702,PC_J07_ID2,PC_J07_ID2
A0703,PC_N03_ID2,PC_I50_ID2
A0704,PC_N10_ID2,PC_N10_ID2
A0705,PC_K54_ID1,PC_L48_ID1
A0706,PC_L12_ID2,PC_L12_ID2
A0707,PC_M58_ID1,PC_M58_ID1
A0708,PC_J14_ID2,PC_J14_ID2
A0710,PC_N03_ID2,PC_L06_ID2
A0712,PC_J48_ID2,PC_J48_ID2
A0713,PC_N07_ID1,PC_N07_ID1
A0724,PC_L14_ID1,PC_M05_ID1
A0727,PC_I08_ID1,PC_N04_ID1
A0728,PC_N07_ID2,PC_N07_ID2
A0738,PC_N10_ID2,PC_N10_ID2
A0740,PC_I58_ID2,PC_I55_ID2
A0741,PC_O08_ID2,PC_O08_ID2
A0743,PC_J48_ID2,PC_N07_ID2
A0744,PC_N07_ID2,PC_N07_ID2
A0752,PC_J13_ID1,PC_J13_ID1
A0756,PC_N03_ID2,PC_I50_ID2
A0757,PC_N13_ID1,PC_N04_ID1
A0762,PC_O08_ID2,PC_O08_ID2
A0767,PC_N04_ID1,PC_J04_ID1
A0768,PC_O08_ID2,PC_O08_ID2
A0771,PC_N14_ID2,PC_N14_ID2
A0772,PC_M05_ID1,PC_M05_ID1
A0774,PC_K55_ID2,PC_K55_ID2
A0775,PC_J13_ID1,PC_K60_ID1
A0776,PC_N04_ID1,PC_I06_ID1
A0777,PC_I55_ID2,PC_I55_ID2
A0778,PC_L12_ID1,PC_L12_ID1
A0783,PC_L14_ID1,PC_M05_ID1
A0784,PC_L14_ID1,PC_L14_ID1
A0785,PC_L06_ID2,PC_I55_ID2
A0786,PC_L12_ID1,PC_L12_ID1
A0787,PC_J51_ID1,PC_N13_ID1
A0788,PC_L48_ID2,PC_J48_ID2
A0790,PC_I58_ID1,PC_L08_ID1
A0792,PC_N48_ID1,PC_I58_ID1
A0793,PC_I50_ID1,PC_I06_ID1
A0796,PC_O51_ID2,PC_O51_ID2
A0798,PC_K55_ID2,PC_K55_ID2
A0799,PC_J51_ID1,PC_N07_ID1
A0801,PC_J10_ID1,PC_M59_ID1
A0802,PC_J14_ID2,PC_J14_ID2
A0803,PC_K54_ID1,PC_K60_ID1
A0812,PC_L14_ID1,PC_L14_ID1
A0815,PC_I05_ID1,PC_I06_ID1
A0818,PC_M58_ID1,PC_M58_ID1
A0819,PC_N04_ID1,PC_N04_ID1
A0820,PC_K60_ID1,PC_J04_ID1
A0821,PC_I06_ID1,PC_I06_ID1
A0822,PC_O51_ID2,PC_O51_ID2
A0824,PC_N10_ID2,PC_N10_ID2
A0825,PC_N14_ID2,PC_L12_ID2
A0828,PC_J13_ID1,PC_N04_ID1
A0829,PC_L48_ID2,PC_I58_ID2
A0830,PC_N13_ID1,PC_N09_ID1
A0832,PC_M58_ID1,PC_N04_ID1
A0834,PC_L08_ID1,PC_L08_ID1
A0835,PC_N04_ID1,PC_N09_ID1
A0836,PC_J50_ID1,PC_J50_ID1
A0837,PC_M58_ID1,PC_M58_ID1
A0838,PC_N48_ID1,PC_M59_ID1
A0839,PC_N07_ID1,PC_N07_ID1
A0840,PC_J04_ID1,PC_I06_ID1
A0842,PC_L56_ID1,PC_L56_ID1
A0843,PC_N04_ID1,PC_N04_ID1
A0850,PC_N10_ID2,PC_N10_ID2
A0853,PC_J12_ID1,PC_M59_ID1
A0856,PC_N14_ID2,PC_L12_ID2
A0859,PC_L48_ID2,PC_J48_ID2
A0861,PC_I08_ID1,PC_J07_ID1
A0862,PC_K55_ID2,PC_N10_ID2
A0863,PC_N09_ID1,PC_L48_ID1
A0864,PC_J51_ID1,PC_J51_ID1
A0865,PC_N58_ID2,PC_N58_ID2
A0866,PC_I05_ID1,PC_I06_ID1
A0867,PC_J50_ID1,PC_I06_ID1
A0870,PC_J12_ID1,PC_L08_ID1
A0871,PC_I50_ID2,PC_I50_ID2
A0872,PC_N14_ID2,PC_I58_ID2
A0873,PC_I08_ID1,PC_I06_ID1
A0874,PC_I05_ID1,PC_L12_ID1
A0876,PC_L08_ID1,PC_I58_ID1
A0877,PC_N09_ID1,PC_N07_ID1
A0880,PC_K54_ID1,PC_K54_ID1
A0882,PC_I58_ID1,PC_L08_ID1
A0883,PC_K60_ID1,PC_J51_ID1
A0884,PC_N48_ID1,PC_K02_ID1
A0885,PC_K60_ID1,PC_J04_ID1
A0886,PC_N58_ID2,PC_N58_ID2
A0887,PC_J10_ID1,PC_L08_ID1
A0890,PC_J48_ID2,PC_N07_ID2
A0891,PC_N09_ID1,PC_N07_ID1
A0892,PC_N09_ID1,PC_N09_ID1
A0894,PC_K60_ID1,PC_J04_ID1
A0895,PC_N13_ID1,PC_N07_ID1
A0896,PC_K55_ID2,PC_O59_ID2
A0897,PC_O51_ID2,PC_O51_ID2
A0898,PC_L56_ID1,PC_L56_ID1
A0899,PC_I52_ID1,PC_I06_ID1
A0900,PC_L48_ID2,PC_L48_ID2
A0902,PC_I50_ID1,PC_I50_ID1
A0903,PC_L56_ID1,PC_M05_ID1
A0904,PC_K60_ID1,PC_J04_ID1
A0905,PC_N07_ID1,PC_J04_ID1
A0907,PC_I50_ID2,PC_I50_ID2
A0908,PC_J07_ID2,PC_N57_ID2
A0909,PC_J12_ID1,PC_M59_ID1
A0910,PC_N11_ID1,PC_N13_ID1
A0911,PC_I55_ID2,PC_I55_ID2
A0912,PC_N11_ID1,PC_K02_ID1
A0913,PC_N13_ID1,PC_N13_ID1
A0918,PC_J50_ID1,PC_M15_ID1
A0920,PC_N04_ID1,PC_N04_ID1
A0921,PC_N03_ID2,PC_J48_ID2
A0924,PC_J51_ID1,PC_N07_ID1
A0925,PC_N13_ID1,PC_N07_ID1
A0926,PC_K02_ID1,PC_N04_ID1
A0928,PC_L12_ID1,PC_L12_ID1
A0930,PC_N57_ID2,PC_N57_ID2
A0932,PC_N57_ID2,PC_J07_ID2
A0933,PC_L12_ID1,PC_L12_ID1
A0934,PC_L14_ID1,PC_L14_ID1
A0935,PC_J51_ID1,PC_K54_ID1
A0936,PC_N09_ID1,PC_N04_ID1
A0938,PC_J50_ID1,PC_J50_ID1
A0939,PC_N10_ID2,PC_J14_ID2
A0940,PC_M15_ID1,PC_M15_ID1
A0941,PC_J04_ID1,PC_I58_ID1
A0942,PC_I58_ID1,PC_I50_ID1
A0944,PC_L48_ID2,PC_J48_ID2
A0945,PC_I52_ID1,PC_I06_ID1
A0949,PC_I06_ID1,PC_I52_ID1
A0952,PC_M59_ID1,PC_N07_ID1
A0953,PC_I08_ID1,PC_I06_ID1
A0954,PC_M58_ID1,PC_J13_ID1
A0955,PC_J04_ID1,PC_J04_ID1
A0956,PC_L12_ID2,PC_L12_ID2
A0958,PC_M59_ID1,PC_L08_ID1
A0959,PC_M15_ID1,PC_K02_ID1
A0960,PC_I06_ID1,PC_I06_ID1
A0961,PC_N09_ID1,PC_J04_ID1
A0964,PC_I58_ID1,PC_L08_ID1
A0965,PC_I50_ID2,PC_I50_ID2
A0966,PC_J07_ID2,PC_J07_ID2
A0967,PC_I55_ID2,PC_I55_ID2
A0968,PC_I58_ID2,PC_N14_ID2
A0970,PC_J50_ID1,PC_J50_ID1
A0971,PC_I58_ID2,PC_I55_ID2
A0974,PC_L14_ID1,PC_L14_ID1
A0975,PC_I50_ID2,PC_I50_ID2
A0976,PC_K02_ID1,PC_M05_ID1
A0978,PC_I55_ID2,PC_L06_ID2
A0979,PC_M58_ID1,PC_N58_ID1
A0980,PC_L56_ID1,PC_L56_ID1
A0981,PC_K55_ID2,PC_O59_ID2
A0982,PC_L14_ID1,PC_L14_ID1
A0986,PC_I52_ID1,PC_I06_ID1
A0988,PC_N48_ID1,PC_N48_ID1
A0990,PC_I08_ID1,PC_J04_ID1
A0992,PC_I58_ID2,PC_N14_ID2
A0993,PC_J10_ID1,PC_N07_ID1
A0994,PC_I11_ID2,PC_K55_ID2
A0995,PC_N57_ID2,PC_N57_ID2
A0997,PC_J12_ID1,PC_J14_ID1
A0999,PC_J50_ID1,PC_M58_ID1
A1000,PC_J04_ID1,PC_J04_ID1
A1001,PC_I58_ID1,PC_L48_ID1
A1002,PC_N09_ID1,PC_J04_ID1
A1003,PC_N57_ID2,PC_N57_ID2
A1007,PC_I58_ID2,PC_N14_ID2
A1008,PC_J50_ID1,PC_J50_ID1
A1011,PC_I55_ID2,PC_J14_ID2
A1012,PC_I06_ID1,PC_M15_ID1
A1013,PC_J48_ID2,PC_J48_ID2
A1014,PC_I05_ID1,PC_I52_ID1
A1015,PC_N10_ID2,PC_N58_ID2
A1018,PC_K54_ID1,PC_N56_ID1
A1021,PC_L56_ID1,PC_L56_ID1
A1023,PC_N03_ID2,PC_I50_ID2
A1024,PC_J04_ID1,PC_J04_ID1
A1025,PC_L14_ID1,PC_L14_ID1
A1026,PC_K02_ID1,PC_N04_ID1
A1027,PC_N04_ID1,PC_I06_ID1
A1028,PC_M15_ID1,PC_N04_ID1
A1029,PC_N07_ID2,PC_J48_ID2
A1030,PC_N07_ID2,PC_I50_ID2
A1031,PC_N13_ID1,PC_N13_ID1
A1032,PC_I11_ID2,PC_K55_ID2
A1034,PC_J12_ID1,PC_L56_ID1
A1035,PC_J13_ID1,PC_I06_ID1
A1037,PC_J14_ID2,PC_J14_ID2
A1040,PC_N14_ID2,PC_N14_ID2
A1041,PC_J14_ID2,PC_O59_ID2
A1043,PC_I58_ID1,PC_L08_ID1
A1044,PC_N07_ID1,PC_J04_ID1
A1045,PC_O08_ID2,PC_O08_ID2
A1047,PC_M15_ID1,PC_M15_ID1
A1048,PC_I50_ID1,PC_I06_ID1
A1049,PC_J51_ID1,PC_N07_ID1
A1050,PC_I50_ID1,PC_I06_ID1
A1051,PC_J50_ID1,PC_L12_ID1
A1052,PC_I52_ID1,PC_O10_ID1
A1053,PC_L48_ID2,PC_L48_ID2
A1055,PC_M58_ID1,PC_N58_ID1
A1058,PC_J07_ID2,PC_N57_ID2
A1059,PC_N13_ID1,PC_N07_ID1
A1060,PC_N09_ID1,PC_J04_ID1
A1061,PC_I58_ID2,PC_I58_ID2
A1062,PC_I06_ID1,PC_I06_ID1
A1063,PC_L14_ID1,PC_L14_ID1
A1064,PC_N11_ID1,PC_N11_ID1
A1065,PC_K54_ID1,PC_K54_ID1
A1066,PC_K54_ID1,PC_K54_ID1
A1067,PC_N07_ID2,PC_J48_ID2
A1068,PC_M59_ID1,PC_L56_ID1
A1069,PC_N03_ID2,PC_I50_ID2
A1070,PC_M05_ID1,PC_M05_ID1
A1071,PC_K60_ID1,PC_N09_ID1
A1072,PC_N13_ID1,PC_N13_ID1
A1075,PC_L14_ID1,PC_L14_ID1
A1076,PC_M15_ID1,PC_M15_ID1
A1077,PC_I58_ID1,PC_L08_ID1
A1078,PC_L14_ID1,PC_J50_ID1
A1083,PC_L08_ID1,PC_L56_ID1
A1088,PC_O51_ID2,PC_O51_ID2
A1089,PC_N10_ID2,PC_J14_ID2
A1090,PC_K60_ID1,PC_J04_ID1
A1091,PC_N03_ID2,PC_L06_ID2
A1092,PC_N07_ID1,PC_N07_ID1
A1093,PC_M58_ID1,PC_M58_ID1
A1095,PC_I55_ID2,PC_I55_ID2
A1096,PC_M15_ID1,PC_I08_ID1
A1097,PC_N48_ID1,PC_J08_ID1
A1098,PC_N04_ID1,PC_N07_ID1
A1099,PC_K60_ID1,PC_K60_ID1
A1101,PC_N57_ID2,PC_N57_ID2
A1102,PC_I50_ID2,PC_O08_ID2
A1103,PC_O08_ID2,PC_N57_ID2
A1104,PC_J51_ID1,PC_K54_ID1
A1105,PC_I58_ID1,PC_L56_ID1
A1106,PC_I52_ID1,PC_I52_ID1
A1107,PC_N03_ID2,PC_I50_ID2
A1108,PC_N11_ID1,PC_I06_ID1
A1110,PC_J51_ID1,PC_J04_ID1
A1112,PC_J50_ID1,PC_N56_ID1
A1113,PC_N09_ID1,PC_J04_ID1
A1114,PC_N11_ID1,PC_J50_ID1
A1115,PC_M58_ID1,PC_M05_ID1
A1116,PC_J12_ID1,PC_M59_ID1
A1117,PC_L48_ID2,PC_L48_ID2
A1118,PC_N07_ID1,PC_N07_ID1
A1119,PC_O08_ID2,PC_O08_ID2
A1120,PC_L48_ID2,PC_N03_ID2
A1126,PC_I52_ID1,PC_M15_ID1
A1129,PC_J50_ID1,PC_M58_ID1
A1132,PC_O08_ID2,PC_J48_ID2
A1135,PC_J04_ID1,PC_N11_ID1
A1136,PC_I58_ID1,PC_L08_ID1
A1145,PC_N11_ID1,PC_K02_ID1
A1146,PC_M15_ID1,PC_M15_ID1
A1149,PC_N07_ID2,PC_N07_ID2
A1151,PC_J07_ID2,PC_J07_ID2
A1152,PC_N04_ID1,PC_N04_ID1
A1153,PC_I50_ID2,PC_I50_ID2
A1156,PC_K54_ID1,PC_M05_ID1
A1157,PC_N57_ID2,PC_N57_ID2
A1160,PC_N04_ID1,PC_I06_ID1
A1163,PC_I58_ID2,PC_I58_ID2
A1164,PC_I50_ID1,PC_I50_ID1
A1166,PC_N11_ID1,PC_J50_ID1
A1167,PC_L08_ID1,PC_J14_ID1
A1172,PC_N48_ID1,PC_K02_ID1
A1174,PC_O59_ID2,PC_O59_ID2
A1176,PC_M05_ID1,PC_M05_ID1
A1177,PC_I06_ID1,PC_I50_ID1
