Taxa,Mother,Father
A1183,PC_O08_ID2,PC_O08_ID2
A1184,PC_J13_ID1,PC_J13_ID1
A1189,PC_M58_ID1,PC_N58_ID1
A1190,PC_J13_ID1,PC_J13_ID1
A1191,PC_L08_ID1,PC_L08_ID1
A1193,PC_L48_ID2,PC_N07_ID2
A1194,PC_N11_ID1,PC_N09_ID1
A1201,PC_N13_ID1,PC_N07_ID1
A1202,PC_I11_ID2,PC_K55_ID2
A1203,PC_J12_ID1,PC_J12_ID1
A1204,PC_N13_ID1,PC_L48_ID1
A1206,PC_J13_ID1,PC_J04_ID1
A1210,PC_J48_ID2,PC_J48_ID2
A1216,PC_N58_ID2,PC_I11_ID2
A1219,PC_O08_ID2,PC_N58_ID2
A1220,PC_L06_ID2,PC_I50_ID2
A1221,PC_N58_ID2,PC_N58_ID2
A1224,PC_L14_ID1,PC_L14_ID1
A1226,PC_K55_ID2,PC_K55_ID2
A1227,PC_J12_ID1,PC_L56_ID1
A1229,PC_I58_ID1,PC_L08_ID1
A1230,PC_K54_ID1,PC_K54_ID1
A1231,PC_M58_ID1,PC_I53_ID1
A1233,PC_L06_ID2,PC_I55_ID2
A1238,PC_M15_ID1,PC_I06_ID1
A1239,PC_J04_ID1,PC_J04_ID1
A1240,PC_N11_ID1,PC_M05_ID1
A1245,PC_L14_ID1,PC_L14_ID1
A1246,PC_N03_ID2,PC_J14_ID2
A1248,PC_M05_ID1,PC_M05_ID1
A1249,PC_N07_ID1,PC_N07_ID1
A1251,PC_N09_ID1,PC_N13_ID1
A1253,PC_J13_ID1,PC_M05_ID1
A1256,PC_N11_ID1,PC_K02_ID1
A1257,PC_N09_ID1,PC_M58_ID1
A1258,PC_I55_ID2,PC_L06_ID2
A1259,PC_I50_ID2,PC_N03_ID2
A1260,PC_I58_ID1,PC_I58_ID1
A1263,PC_L48_ID2,PC_L48_ID2
A1265,PC_L14_ID1,PC_L14_ID1
A1267,PC_M59_ID1,PC_M59_ID1
A1270,PC_N10_ID2,PC_N10_ID2
A1273,PC_K02_ID1,PC_J07_ID1
A1274,PC_J50_ID1,PC_I06_ID1
A1275,PC_N11_ID1,PC_K02_ID1
A1276,PC_J04_ID1,PC_L56_ID1
A1277,PC_N07_ID1,PC_N13_ID1
A1278,PC_L48_ID2,PC_L06_ID2
A1279,PC_I06_ID1,PC_I06_ID1
A1280,PC_K02_ID1,PC_J13_ID1
A1281,PC_N57_ID2,PC_J07_ID2
A1286,PC_N14_ID2,PC_L12_ID2
A1288,PC_N13_ID1,PC_N07_ID1
A1289,PC_M15_ID1,PC_I52_ID1
A1291,PC_L48_ID2,PC_L48_ID2
A1293,PC_L12_ID2,PC_L12_ID2
A1298,PC_J12_ID1,PC_M59_ID1
A1304,PC_L12_ID1,PC_L12_ID1
A1305,PC_M15_ID1,PC_K02_ID1
A1311,PC_N13_ID1,PC_N07_ID1
A1314,PC_L12_ID1,PC_L12_ID1
A1316,PC_M15_ID1,PC_K02_ID1
A1317,PC_K55_ID2,PC_I11_ID2
A1319,PC_I08_ID1,PC_I06_ID1
A1320,PC_O51_ID2,PC_O08_ID2
A1322,PC_L08_ID1,PC_L56_ID1
A1323,PC_N48_ID1,PC_N48_ID1
A1324,PC_O59_ID2,PC_J14_ID2
A1325,PC_N04_ID1,PC_N07_ID1
A1326,PC_N10_ID2,PC_J14_ID2
A1327,PC_I06_ID1,PC_I06_ID1
A1328,PC_I52_ID1,PC_L12_ID1
A1330,PC_I58_ID1,PC_I58_ID1
A1333,PC_N13_ID1,PC_J04_ID1
A1335,PC_I50_ID1,PC_I06_ID1
A1337,PC_I52_ID1,PC_I06_ID1
A1340,PC_N58_ID2,PC_O08_ID2
A1341,PC_N07_ID2,PC_N07_ID2
A1355,PC_I52_ID1,PC_I06_ID1
A1356,PC_M15_ID1,PC_I52_ID1
A1357,PC_K54_ID1,PC_N04_ID1
A1358,PC_M59_ID1,PC_M59_ID1
A1360,PC_I52_ID1,PC_I06_ID1
A1362,PC_L48_ID2,PC_L48_ID2
A1363,PC_N11_ID1,PC_K02_ID1
A1364,PC_I50_ID2,PC_I50_ID2
A1365,PC_L12_ID1,PC_I06_ID1
A1366,PC_I11_ID2,PC_I11_ID2
A1367,PC_L12_ID2,PC_L12_ID2
A1368,PC_J12_ID1,PC_L08_ID1
A1369,PC_L08_ID1,PC_L08_ID1
A1370,PC_L14_ID1,PC_L14_ID1
A1371,PC_L12_ID2,PC_L12_ID2
A1374,PC_L14_ID1,PC_L14_ID1
A1376,PC_J51_ID1,PC_J51_ID1
A1377,PC_N07_ID1,PC_N07_ID1
A1382,PC_K54_ID1,PC_K54_ID1
A1383,PC_I58_ID1,PC_N48_ID1
A1386,PC_N48_ID1,PC_I52_ID1
A1389,PC_J07_ID2,PC_J07_ID2
A1391,PC_K55_ID2,PC_K55_ID2
A1392,PC_N04_ID1,PC_J04_ID1
A1394,PC_N04_ID1,PC_N04_ID1
A1396,PC_J48_ID2,PC_N07_ID2
A1397,PC_M59_ID1,PC_M59_ID1
A1398,PC_N10_ID2,PC_N10_ID2
A1401,PC_I06_ID1,PC_O10_ID1
A1402,PC_N07_ID2,PC_N07_ID2
A1403,PC_J51_ID1,PC_J51_ID1
A1405,PC_L12_ID2,PC_L12_ID2
A1406,PC_K54_ID1,PC_N04_ID1
A1407,PC_L48_ID2,PC_L06_ID2
A1410,PC_L08_ID1,PC_L08_ID1
A1411,PC_L06_ID2,PC_I55_ID2
A1413,PC_L14_ID1,PC_M05_ID1
A1414,PC_I58_ID1,PC_L08_ID1
A1415,PC_L12_ID1,PC_L08_ID1
A1416,PC_N10_ID2,PC_N10_ID2
A1417,PC_I08_ID1,PC_I06_ID1
A1418,PC_O51_ID2,PC_O51_ID2
A1420,PC_J50_ID1,PC_J04_ID1
A1422,PC_O08_ID2,PC_O08_ID2
A1423,PC_N04_ID1,PC_N13_ID1
A1424,PC_N11_ID1,PC_M05_ID1
A1425,PC_I50_ID1,PC_I06_ID1
A1431,PC_K02_ID1,PC_K02_ID1
A1432,PC_M15_ID1,PC_I06_ID1
A1433,PC_L12_ID1,PC_N04_ID1
A1434,PC_J48_ID2,PC_N07_ID2
A1435,PC_N57_ID2,PC_N57_ID2
A1438,PC_J13_ID1,PC_K60_ID1
A1439,PC_M58_ID1,PC_N09_ID1
A1441,PC_N07_ID1,PC_N07_ID1
A1443,PC_L12_ID2,PC_L12_ID2
A1444,PC_N09_ID1,PC_J04_ID1
A1446,PC_L08_ID1,PC_L08_ID1
A1447,PC_I52_ID1,PC_I06_ID1
A1448,PC_J48_ID2,PC_J48_ID2
A1451,PC_J13_ID1,PC_J13_ID1
A1456,PC_N07_ID1,PC_N13_ID1
A1466,PC_K54_ID1,PC_J13_ID1
A1469,PC_N04_ID1,PC_I06_ID1
A1471,PC_N03_ID2,PC_I50_ID2
A1473,PC_L14_ID1,PC_M05_ID1
A1476,PC_O51_ID2,PC_O51_ID2
A1485,PC_I06_ID1,PC_M05_ID1
A1486,PC_J13_ID1,PC_J13_ID1
A1488,PC_M15_ID1,PC_I08_ID1
A1489,PC_L14_ID1,PC_L14_ID1
A1490,PC_I50_ID2,PC_I50_ID2
A1491,PC_N48_ID1,PC_N07_ID1
A1494,PC_O08_ID2,PC_O08_ID2
A1504,PC_L14_ID1,PC_M05_ID1
A1508,PC_N03_ID2,PC_I50_ID2
A1511,PC_M58_ID1,PC_N09_ID1
A1512,PC_J04_ID1,PC_N07_ID1
A1515,PC_J12_ID1,PC_L56_ID1
A1531,PC_L14_ID1,PC_L14_ID1
A1532,PC_N58_ID2,PC_I11_ID2
A1533,PC_L48_ID2,PC_I55_ID2
A1537,PC_I58_ID1,PC_N13_ID1
A1544,PC_I05_ID1,PC_I05_ID1
A1545,PC_K54_ID1,PC_M05_ID1
A1554,PC_I58_ID1,PC_L08_ID1
A1558,PC_N58_ID2,PC_I11_ID2
A1563,PC_I08_ID1,PC_I06_ID1
A1571,PC_N14_ID2,PC_L06_ID2
A1575,PC_O51_ID2,PC_O51_ID2
A1584,PC_O51_ID2,PC_O51_ID2
A1589,PC_I52_ID1,PC_I06_ID1
A1592,PC_J13_ID1,PC_J04_ID1
A1593,PC_L08_ID1,PC_N07_ID1
A1595,PC_M58_ID1,PC_J13_ID1
A1602,PC_N58_ID2,PC_N58_ID2
A1604,PC_N10_ID2,PC_N10_ID2
A1609,PC_I58_ID2,PC_N14_ID2
A1612,PC_L14_ID1,PC_J51_ID1
A1619,PC_L12_ID1,PC_L12_ID1
A1622,PC_J51_ID1,PC_J04_ID1
A1625,PC_O08_ID2,PC_N07_ID2
A1630,PC_K54_ID1,PC_N09_ID1
A1632,PC_N57_ID2,PC_J07_ID2
A1634,PC_M15_ID1,PC_M15_ID1
A1635,PC_M15_ID1,PC_M15_ID1
A1638,PC_J13_ID1,PC_L12_ID1
A1641,PC_L06_ID2,PC_I55_ID2
A1642,PC_N04_ID1,PC_J04_ID1
A1643,PC_L14_ID1,PC_M05_ID1
A1644,PC_M15_ID1,PC_I06_ID1
A1645,PC_L14_ID1,PC_L14_ID1
A1646,PC_J04_ID1,PC_N07_ID1
A1648,PC_N14_ID2,PC_I58_ID2
A1651,PC_O59_ID2,PC_O59_ID2
A1652,PC_N03_ID2,PC_I50_ID2
A1654,PC_K02_ID1,PC_I06_ID1
A1658,PC_N11_ID1,PC_J50_ID1
A1662,PC_L12_ID1,PC_N07_ID1
A1664,PC_N09_ID1,PC_J04_ID1
A1665,PC_K02_ID1,PC_L12_ID1
A1667,PC_J07_ID2,PC_J07_ID2
A1668,PC_K60_ID1,PC_K60_ID1
A1670,PC_I50_ID1,PC_I06_ID1
A1672,PC_J13_ID1,PC_J13_ID1
A1673,PC_M05_ID1,PC_M05_ID1
A1674,PC_I06_ID1,PC_I06_ID1
A1678,PC_J04_ID1,PC_J04_ID1
A1679,PC_L08_ID1,PC_J07_ID1
A1682,PC_L08_ID1,PC_J08_ID1
A1683,PC_N14_ID2,PC_N14_ID2
A1685,PC_N11_ID1,PC_J50_ID1
A1692,PC_K55_ID2,PC_K55_ID2
A1696,PC_K02_ID1,PC_M05_ID1
A1699,PC_I11_ID2,PC_O08_ID2
A1700,PC_I52_ID1,PC_L08_ID1
A1703,PC_J13_ID1,PC_J13_ID1
A1704,PC_N10_ID2,PC_J14_ID2
A1712,PC_I55_ID2,PC_I55_ID2
A1719,PC_N48_ID1,PC_N48_ID1
A1724,PC_I06_ID1,PC_I06_ID1
A1726,PC_I50_ID2,PC_I50_ID2
A1727,PC_J13_ID1,PC_J13_ID1
A1729,PC_K54_ID1,PC_M05_ID1
A1730,PC_L12_ID2,PC_L12_ID2
A1731,PC_N14_ID2,PC_L12_ID2
A1733,PC_J51_ID1,PC_K60_ID1
A1734,PC_I05_ID1,PC_L12_ID1
A1739,PC_N04_ID1,PC_I06_ID1
A1745,PC_N04_ID1,PC_N13_ID1
A1746,PC_M58_ID1,PC_N58_ID1
A1747,PC_N03_ID2,PC_I50_ID2
A1748,PC_K60_ID1,PC_J04_ID1
A1751,PC_L08_ID1,PC_I58_ID1
A1754,PC_I55_ID2,PC_I55_ID2
A1756,PC_J04_ID1,PC_N07_ID1
A1764,PC_I11_ID2,PC_K55_ID2
A1766,PC_L56_ID1,PC_L56_ID1
A1768,PC_N07_ID2,PC_I50_ID2
A1769,PC_K55_ID2,PC_O08_ID2
A1772,PC_N13_ID1,PC_N07_ID1
A1775,PC_J48_ID2,PC_N07_ID2
A1777,PC_I52_ID1,PC_I06_ID1
A1778,PC_N03_ID2,PC_L48_ID2
A1779,PC_J14_ID2,PC_J14_ID2
A1780,PC_N07_ID2,PC_N07_ID2
A1782,PC_N48_ID1,PC_J08_ID1
A1800,PC_N48_ID1,PC_I58_ID1
A1802,PC_I08_ID1,PC_I08_ID1
A1803,PC_M58_ID1,PC_N13_ID1
A1806,PC_N58_ID2,PC_O08_ID2
A1807,PC_M58_ID1,PC_M58_ID1
A1811,PC_N07_ID1,PC_N07_ID1
A1812,PC_J48_ID2,PC_J48_ID2
A1813,PC_N14_ID2,PC_N14_ID2
A1814,PC_I55_ID2,PC_L06_ID2
A1816,PC_J50_ID1,PC_N13_ID1
A1817,PC_J12_ID1,PC_J12_ID1
A1820,PC_I08_ID1,PC_I08_ID1
A1821,PC_N09_ID1,PC_N07_ID1
A1822,PC_N09_ID1,PC_J04_ID1
A1823,PC_O08_ID2,PC_O08_ID2
A1824,PC_I11_ID2,PC_K55_ID2
A1827,PC_I05_ID1,PC_L12_ID1
A1828,PC_N57_ID2,PC_N57_ID2
A1829,PC_O08_ID2,PC_O08_ID2
A1830,PC_L12_ID1,PC_L12_ID1
A1831,PC_I58_ID1,PC_L56_ID1
A1832,PC_I58_ID1,PC_I58_ID1
A1833,PC_L12_ID1,PC_I52_ID1
A1834,PC_J04_ID1,PC_I06_ID1
A1835,PC_J10_ID1,PC_O08_ID1
A1837,PC_J13_ID1,PC_L12_ID1
A1838,PC_M58_ID1,PC_N09_ID1
A1839,PC_K02_ID1,PC_N09_ID1
A1840,PC_N58_ID2,PC_N58_ID2
A1841,PC_J48_ID2,PC_N07_ID2
A1843,PC_N48_ID1,PC_L56_ID1
A1844,PC_M59_ID1,PC_M59_ID1
A1845,PC_I55_ID2,PC_I55_ID2
A1846,PC_J04_ID1,PC_J04_ID1
A1847,PC_N07_ID2,PC_J48_ID2
A1848,PC_N09_ID1,PC_N07_ID1
A1849,PC_J10_ID1,PC_J08_ID1
A1850,PC_L48_ID2,PC_L48_ID2
A1851,PC_I58_ID2,PC_I55_ID2
A1854,PC_O59_ID2,PC_O59_ID2
A1855,PC_I50_ID1,PC_I06_ID1
A1857,PC_O08_ID2,PC_J48_ID2
A1865,PC_N04_ID1,PC_I06_ID1
A1870,PC_N57_ID2,PC_N57_ID2
A1871,PC_I05_ID1,PC_I52_ID1
A1877,PC_I52_ID1,PC_L12_ID1
A1878,PC_N09_ID1,PC_N04_ID1
A1879,PC_N04_ID1,PC_N04_ID1
A1882,PC_M05_ID1,PC_N56_ID1
A1886,PC_J14_ID2,PC_J14_ID2
A1889,PC_I55_ID2,PC_I55_ID2
A1891,PC_M59_ID1,PC_L56_ID1
A1892,PC_N13_ID1,PC_L56_ID1
A1897,PC_L48_ID2,PC_L48_ID2
A1900,PC_N11_ID1,PC_M05_ID1
A1901,PC_K54_ID1,PC_N04_ID1
A1903,PC_J14_ID2,PC_J14_ID2
A1910,PC_L06_ID2,PC_L06_ID2
A1911,PC_M58_ID1,PC_N58_ID1
A1913,PC_N09_ID1,PC_I06_ID1
A1916,PC_M15_ID1,PC_M58_ID1
A1917,PC_L12_ID2,PC_N57_ID2
A1918,PC_O51_ID2,PC_O51_ID2
A1919,PC_L14_ID1,PC_L14_ID1
A1920,PC_N11_ID1,PC_J50_ID1
A1921,PC_K02_ID1,PC_N04_ID1
A1923,PC_N07_ID1,PC_N13_ID1
A1926,PC_J04_ID1,PC_N04_ID1
A1927,PC_J07_ID2,PC_N58_ID2
A1932,PC_N07_ID1,PC_N07_ID1
A1933,PC_J12_ID1,PC_L08_ID1
A1937,PC_K54_ID1,PC_N09_ID1
A1938,PC_I11_ID2,PC_K55_ID2
A1949,PC_N13_ID1,PC_N07_ID1
A1952,PC_N58_ID2,PC_O08_ID2
A1954,PC_I58_ID1,PC_N48_ID1
A1955,PC_I50_ID1,PC_I06_ID1
A1956,PC_N48_ID1,PC_N48_ID1
A1957,PC_N07_ID2,PC_N07_ID2
A1958,PC_K55_ID2,PC_K55_ID2
A1963,PC_N13_ID1,PC_N07_ID1
A1964,PC_J04_ID1,PC_N07_ID1
A1966,PC_J48_ID2,PC_O08_ID2
A1970,PC_L08_ID1,PC_L08_ID1
A1972,PC_I58_ID1,PC_L56_ID1
A1974,PC_J12_ID1,PC_L08_ID1
A1976,PC_J14_ID2,PC_O59_ID2
A1977,PC_K54_ID1,PC_K60_ID1
A1979,PC_J13_ID1,PC_J13_ID1
A1980,PC_J48_ID2,PC_I11_ID2
A1982,PC_J51_ID1,PC_N07_ID1
A1983,PC_M59_ID1,PC_M59_ID1
A1986,PC_I50_ID2,PC_I50_ID2
A1992,PC_N57_ID2,PC_J07_ID2
A1993,PC_I08_ID1,PC_N56_ID1
A1994,PC_L14_ID1,PC_L14_ID1
A1997,PC_I08_ID1,PC_I08_ID1
A1999,PC_K02_ID1,PC_K02_ID1
A2000,PC_N14_ID2,PC_N14_ID2
A2006,PC_N03_ID2,PC_I50_ID2
A2008,PC_J04_ID1,PC_N04_ID1
A2009,PC_L14_ID1,PC_K02_ID1
A2010,PC_L08_ID1,PC_L08_ID1
A2011,PC_L14_ID1,PC_M05_ID1
A2014,PC_N14_ID2,PC_I55_ID2
A2019,PC_I50_ID1,PC_I06_ID1
A2020,PC_J12_ID1,PC_M59_ID1
A2022,PC_N04_ID1,PC_L12_ID1
A2026,PC_N07_ID2,PC_J48_ID2
A2027,PC_J13_ID1,PC_J04_ID1
A2028,PC_I55_ID2,PC_I55_ID2
A2029,PC_I58_ID1,PC_L08_ID1
A2030,PC_N13_ID1,PC_N07_ID1
A2032,PC_N10_ID2,PC_J14_ID2
A2033,PC_J07_ID2,PC_J07_ID2
A2035,PC_I50_ID2,PC_I50_ID2
A2038,PC_N07_ID1,PC_N07_ID1
A2039,PC_I08_ID1,PC_M59_ID1
A2040,PC_K55_ID2,PC_K55_ID2
A2041,PC_L48_ID2,PC_L48_ID2
A2042,PC_K60_ID1,PC_N09_ID1
A2043,PC_N04_ID1,PC_N09_ID1
A2044,PC_L48_ID2,PC_L48_ID2
A2045,PC_L14_ID1,PC_K60_ID1
A2047,PC_J48_ID2,PC_J48_ID2
A2048,PC_K55_ID2,PC_K55_ID2
A2049,PC_L48_ID2,PC_L48_ID2
A2050,PC_L12_ID1,PC_I52_ID1
A2052,PC_I06_ID1,PC_I06_ID1
A2053,PC_J07_ID2,PC_J07_ID2
A2054,PC_N57_ID2,PC_O08_ID2
A2056,PC_M15_ID1,PC_M15_ID1
A2057,PC_M59_ID1,PC_M59_ID1
A2060,PC_N57_ID2,PC_J07_ID2
A2061,PC_L14_ID1,PC_L14_ID1
A2062,PC_J10_ID1,PC_L56_ID1
A2063,PC_K55_ID2,PC_O59_ID2
A2064,PC_I50_ID2,PC_I50_ID2
A2065,PC_N04_ID1,PC_I06_ID1
A2067,PC_N48_ID1,PC_N07_ID1
A2072,PC_I11_ID2,PC_I11_ID2
A2073,PC_L08_ID1,PC_J14_ID1
A2074,PC_N11_ID1,PC_J50_ID1
A2075,PC_J07_ID2,PC_J07_ID2
A2076,PC_N11_ID1,PC_I05_ID1
A2077,PC_L14_ID1,PC_L14_ID1
A2079,PC_J51_ID1,PC_J51_ID1
A2080,PC_L12_ID2,PC_N57_ID2
A2081,PC_N03_ID2,PC_N03_ID2
A2082,PC_I58_ID1,PC_L48_ID1
A2083,PC_I58_ID2,PC_N14_ID2
A2084,PC_K60_ID1,PC_N07_ID1
A2085,PC_O51_ID2,PC_O51_ID2
A2086,PC_J04_ID1,PC_N13_ID1
A2087,PC_J50_ID1,PC_J50_ID1
A2088,PC_I55_ID2,PC_I55_ID2
A2089,PC_L12_ID1,PC_L12_ID1
A2090,PC_N14_ID2,PC_N14_ID2
A2091,PC_I50_ID1,PC_I06_ID1
A2092,PC_I08_ID1,PC_I08_ID1
A2094,PC_K60_ID1,PC_K60_ID1
A2095,PC_N58_ID2,PC_N57_ID2
A2096,PC_I11_ID2,PC_I11_ID2
A2098,PC_O08_ID2,PC_O08_ID2
A2099,PC_I58_ID2,PC_L06_ID2
A2100,PC_L12_ID1,PC_L12_ID1
A2102,PC_L14_ID1,PC_M05_ID1
A2103,PC_I50_ID2,PC_I50_ID2
A2104,PC_I05_ID1,PC_I06_ID1
A2105,PC_N07_ID1,PC_N07_ID1
A2107,PC_I58_ID2,PC_I55_ID2
A2108,PC_I58_ID2,PC_N14_ID2
A2112,PC_M05_ID1,PC_M05_ID1
A2113,PC_K02_ID1,PC_I06_ID1
A2114,PC_K60_ID1,PC_J04_ID1
A2115,PC_N11_ID1,PC_K02_ID1
A2116,PC_I06_ID1,PC_M15_ID1
A2117,PC_N13_ID1,PC_N09_ID1
A2119,PC_O51_ID2,PC_O51_ID2
A2121,PC_K55_ID2,PC_K55_ID2
A2123,PC_K54_ID1,PC_J51_ID1
A2124,PC_N07_ID2,PC_J48_ID2
A2125,PC_L56_ID1,PC_L56_ID1
A2127,PC_N58_ID2,PC_O08_ID2
A2129,PC_M15_ID1,PC_M15_ID1
A2131,PC_I11_ID2,PC_O08_ID2
A2133,PC_I08_ID1,PC_I08_ID1
A2136,PC_I05_ID1,PC_L12_ID1
A2140,PC_I11_ID2,PC_I11_ID2
A2141,PC_J07_ID2,PC_N58_ID2
A2142,PC_L14_ID1,PC_M05_ID1
A2143,PC_J48_ID2,PC_J48_ID2
A2146,PC_I08_ID1,PC_I08_ID1
A2148,PC_J10_ID1,PC_O08_ID1
A2151,PC_J10_ID1,PC_N09_ID1
A2152,PC_O51_ID2,PC_O51_ID2
A2153,PC_L14_ID1,PC_L14_ID1
A2154,PC_I05_ID1,PC_I05_ID1
A2155,PC_I50_ID1,PC_I06_ID1
A2157,PC_K02_ID1,PC_K02_ID1
A2158,PC_J48_ID2,PC_N07_ID2
A2160,PC_J10_ID1,PC_N60_ID1
A2161,PC_N11_ID1,PC_M05_ID1
A2162,PC_N48_ID1,PC_M59_ID1
A2163,PC_J04_ID1,PC_N07_ID1
A2164,PC_J14_ID2,PC_N10_ID2
A2166,PC_J48_ID2,PC_J48_ID2
A2167,PC_N14_ID2,PC_N14_ID2
A2168,PC_O08_ID2,PC_O08_ID2
A2169,PC_I55_ID2,PC_I55_ID2
A2170,PC_O51_ID2,PC_O51_ID2
A2173,PC_I52_ID1,PC_I52_ID1
A2174,PC_N10_ID2,PC_J14_ID2
A2175,PC_I11_ID2,PC_I11_ID2
A2176,PC_L14_ID1,PC_L14_ID1
A2178,PC_L56_ID1,PC_L56_ID1
A2179,PC_O51_ID2,PC_O51_ID2
A2180,PC_L12_ID1,PC_L12_ID1
A2181,PC_L12_ID2,PC_L12_ID2
A2184,PC_J04_ID1,PC_N07_ID1
A2185,PC_N10_ID2,PC_N10_ID2
A2186,PC_N10_ID2,PC_N10_ID2
A2188,PC_O08_ID2,PC_O08_ID2
A2191,PC_I05_ID1,PC_I05_ID1
A2192,PC_J10_ID1,PC_L56_ID1
A2194,PC_N14_ID2,PC_I58_ID2
A2195,PC_L06_ID2,PC_I55_ID2
A2196,PC_K60_ID1,PC_K60_ID1
A2199,PC_N13_ID1,PC_N13_ID1
A2204,PC_I58_ID1,PC_I06_ID1
A2205,PC_J12_ID1,PC_L08_ID1
A2207,PC_K55_ID2,PC_K55_ID2
A2209,PC_O08_ID2,PC_O08_ID2
A2210,PC_L48_ID2,PC_L48_ID2
A2211,PC_O08_ID2,PC_O08_ID2
A2215,PC_J50_ID1,PC_M58_ID1
A2218,PC_M58_ID1,PC_N04_ID1
A2219,PC_N03_ID2,PC_L06_ID2
A2220,PC_J13_ID1,PC_N04_ID1
A2223,PC_I50_ID1,PC_I50_ID1
A2227,PC_I55_ID2,PC_I55_ID2
A2230,PC_I05_ID1,PC_I05_ID1
A2232,PC_I11_ID2,PC_K55_ID2
A2235,PC_L14_ID1,PC_N13_ID1
A2236,PC_I55_ID2,PC_I55_ID2
A2237,PC_N58_ID2,PC_N07_ID2
A2238,PC_L14_ID1,PC_L14_ID1
A2239,PC_I55_ID2,PC_I55_ID2
A2241,PC_L14_ID1,PC_I53_ID1
A2243,PC_J10_ID1,PC_J08_ID1
A2245,PC_I50_ID1,PC_I06_ID1
A2246,PC_L56_ID1,PC_L56_ID1
A2250,PC_K54_ID1,PC_K60_ID1
A2252,PC_N58_ID2,PC_N58_ID2
A2253,PC_I58_ID2,PC_L06_ID2
A2255,PC_I50_ID2,PC_I50_ID2
A2256,PC_I05_ID1,PC_I05_ID1
A2259,PC_I55_ID2,PC_I55_ID2
A2262,PC_I58_ID2,PC_I58_ID2
A2264,PC_I08_ID1,PC_I08_ID1
A2266,PC_N03_ID2,PC_I50_ID2
A2268,PC_M58_ID1,PC_M58_ID1
A2269,PC_L12_ID1,PC_L12_ID1
A2270,PC_J07_ID2,PC_J07_ID2
A2271,PC_L12_ID2,PC_L12_ID2
A2272,PC_L14_ID1,PC_L14_ID1
A2274,PC_N58_ID2,PC_N58_ID2
A2276,PC_N09_ID1,PC_N07_ID1
A2278,PC_K55_ID2,PC_K55_ID2
A2280,PC_K54_ID1,PC_N58_ID1
A2281,PC_L06_ID2,PC_I55_ID2
A2283,PC_K55_ID2,PC_I11_ID2
A2284,PC_J14_ID2,PC_J14_ID2
A2285,PC_M58_ID1,PC_N13_ID1
A2286,PC_N11_ID1,PC_N04_ID1
A2287,PC_I55_ID2,PC_I55_ID2
A2290,PC_I05_ID1,PC_L12_ID1
A2291,PC_N07_ID1,PC_N07_ID1
A2292,PC_J04_ID1,PC_N13_ID1
A2293,PC_O08_ID2,PC_N58_ID2
A2295,PC_J12_ID1,PC_J07_ID1
A2296,PC_I55_ID2,PC_I55_ID2
A2297,PC_K02_ID1,PC_L14_ID1
A2301,PC_I50_ID2,PC_I50_ID2
A2302,PC_N13_ID1,PC_N07_ID1
A2303,PC_N14_ID2,PC_N10_ID2
A2304,PC_M05_ID1,PC_M05_ID1
A2306,PC_I58_ID1,PC_L08_ID1
A2309,PC_N10_ID2,PC_J14_ID2
A2310,PC_L56_ID1,PC_L56_ID1
A2312,PC_I50_ID1,PC_M05_ID1
A2313,PC_I05_ID1,PC_L12_ID1
A2315,PC_N07_ID1,PC_N07_ID1
A2319,PC_O51_ID2,PC_O51_ID2
A2320,PC_L48_ID2,PC_N58_ID2
A2324,PC_N04_ID1,PC_N04_ID1
A2329,PC_I58_ID2,PC_I55_ID2
A2330,PC_I52_ID1,PC_I08_ID1
A2331,PC_N14_ID2,PC_N14_ID2
A2332,PC_J14_ID2,PC_J14_ID2
A2333,PC_I05_ID1,PC_L12_ID1
A2334,PC_K02_ID1,PC_J51_ID1
A2336,PC_N58_ID2,PC_N58_ID2
A2337,PC_M58_ID1,PC_N58_ID1
A2343,PC_L12_ID1,PC_L12_ID1
A2345,PC_I11_ID2,PC_J07_ID2
A2353,PC_I06_ID1,PC_I06_ID1
A2356,PC_M58_ID1,PC_J13_ID1
A2358,PC_I58_ID2,PC_N14_ID2
A2365,PC_K55_ID2,PC_K55_ID2
A2367,PC_N07_ID2,PC_J48_ID2
A2373,PC_N10_ID2,PC_J14_ID2
A2380,PC_J07_ID2,PC_J07_ID2
A2381,PC_I58_ID2,PC_N14_ID2
A2382,PC_N10_ID2,PC_N10_ID2
A2383,PC_J07_ID2,PC_N57_ID2
A2384,PC_O08_ID2,PC_O08_ID2
A2386,PC_I58_ID2,PC_I55_ID2
A2387,PC_N03_ID2,PC_L48_ID2
A2388,PC_M58_ID1,PC_M58_ID1
A2389,PC_N07_ID1,PC_N04_ID1
A2390,PC_J14_ID2,PC_J14_ID2
A2392,PC_M58_ID1,PC_N58_ID1
A2394,PC_J50_ID1,PC_J04_ID1
A2396,PC_N09_ID1,PC_N13_ID1
A2397,PC_N11_ID1,PC_J50_ID1
A2398,PC_L12_ID2,PC_L12_ID2
A2399,PC_I55_ID2,PC_I55_ID2
A2400,PC_N13_ID1,PC_N07_ID1
A2404,PC_I58_ID1,PC_I58_ID1
A2405,PC_J50_ID1,PC_J50_ID1
A2406,PC_N13_ID1,PC_N07_ID1
A2408,PC_I08_ID1,PC_I11_ID1
A2409,PC_M59_ID1,PC_M59_ID1
A2410,PC_L12_ID1,PC_L12_ID1
A2412,PC_J51_ID1,PC_J51_ID1
A2415,PC_N03_ID2,PC_I50_ID2
