Taxa,Mother,Father
A4823:250422963,PC_J51_ID1,PC_N13_ID1
A4826:250422964,PC_I58_ID2,PC_I55_ID2
A4828:250422965,PC_I55_ID2,PC_L06_ID2
A4831:250422966,PC_N09_ID1,PC_L48_ID1
A4832:250422967,PC_J07_ID2,PC_J07_ID2
A4837:250422968,PC_I58_ID2,PC_L06_ID2
A4838:250422969,PC_K55_ID2,PC_K55_ID2
A4839:250422970,PC_L14_ID1,PC_L14_ID1
A4840:250422971,PC_L48_ID2,PC_L06_ID2
A4843:250422972,PC_L08_ID1,PC_J08_ID1
A4844:250422973,PC_N07_ID2,PC_N07_ID2
A4846:250422974,PC_M58_ID1,PC_M58_ID1
A4850:250422976,PC_N48_ID1,PC_J08_ID1
A4853:250422977,PC_O59_ID2,PC_O59_ID2
A4855:250441942,PC_N57_ID2,PC_N57_ID2
A4865:250422978,PC_L56_ID1,PC_M59_ID1
A4866:250422979,PC_J51_ID1,PC_J51_ID1
A4867:250422980,PC_I11_ID2,PC_N58_ID2
A4870:250422981,PC_I05_ID1,PC_L12_ID1
A4875:250422982,PC_N58_ID2,PC_N58_ID2
A4876:250422984,PC_N03_ID2,PC_I50_ID2
A4877:250422985,PC_N14_ID2,PC_N14_ID2
A4878:250422986,PC_N11_ID1,PC_M05_ID1
A4880:250422987,PC_J48_ID2,PC_N07_ID2
A4884:250422988,PC_I58_ID2,PC_N14_ID2
A4886:250422989,PC_K60_ID1,PC_J51_ID1
A4887:250422990,PC_N09_ID1,PC_N04_ID1
A4889:250422991,PC_L12_ID2,PC_N57_ID2
A4891:250422992,PC_O08_ID2,PC_O08_ID2
A4892:250422993,PC_N14_ID2,PC_N14_ID2
A4896:250422994,PC_L08_ID1,PC_L08_ID1
A4898:250422995,PC_O51_ID2,PC_O51_ID2
A4900:250422996,PC_L14_ID1,PC_J50_ID1
A4901:250422997,PC_J12_ID1,PC_N13_ID1
A4905:250422998,PC_L06_ID2,PC_I55_ID2
A4906:250422999,PC_J04_ID1,PC_J04_ID1
A4911:250423000,PC_L56_ID1,PC_L56_ID1
A4918:250423001,PC_L06_ID2,PC_I55_ID2
A4921:250423002,PC_L14_ID1,PC_M05_ID1
A4925:250423003,PC_I58_ID2,PC_I58_ID2
A4930:250423004,PC_I58_ID1,PC_L08_ID1
A4931:250423005,PC_J50_ID1,PC_M05_ID1
A4933:250423006,PC_O51_ID2,PC_O51_ID2
A4946:250423007,PC_M15_ID1,PC_I50_ID1
A4949:250423008,PC_K02_ID1,PC_K02_ID1
A4953:250423009,PC_N13_ID1,PC_N07_ID1
A4955:250423010,PC_J12_ID1,PC_L56_ID1
A4957:250423011,PC_N09_ID1,PC_N13_ID1
A4959:250423012,PC_N10_ID2,PC_O59_ID2
A4960:250423013,PC_N57_ID2,PC_L12_ID2
A4961:250423014,PC_I58_ID2,PC_I58_ID2
A4964:250423015,PC_O08_ID2,PC_O08_ID2
A4965:250423016,PC_L14_ID1,PC_L14_ID1
A4974:250423017,PC_M59_ID1,PC_L08_ID1
A4975:250423018,PC_N57_ID2,PC_N57_ID2
A4977:250423019,PC_L06_ID2,PC_L06_ID2
A4980:250423020,PC_J07_ID2,PC_N58_ID2
A4981:250423021,PC_N57_ID2,PC_N57_ID2
A4982:250423022,PC_J04_ID1,PC_N07_ID1
A4984:250423023,PC_L14_ID1,PC_J50_ID1
A4985:250423024,PC_N57_ID2,PC_N57_ID2
A4986:250423025,PC_N07_ID1,PC_N07_ID1
A4987:250423026,PC_N13_ID1,PC_N07_ID1
A4988:250423027,PC_L14_ID1,PC_L14_ID1
A4990:250423028,PC_N11_ID1,PC_L14_ID1
A4991:250423029,PC_I06_ID1,PC_I52_ID1
A4994:250423030,PC_I58_ID2,PC_I58_ID2
A4999:250423031,PC_I58_ID2,PC_I55_ID2
A5000:250423032,PC_J48_ID2,PC_I50_ID2
A5010:250423033,PC_O59_ID2,PC_K55_ID2
A5012:250423034,PC_I50_ID1,PC_I50_ID1
A5014:250423035,PC_I05_ID1,PC_O08_ID1
A5015:250423036,PC_N58_ID2,PC_N58_ID2
A5019:250423037,PC_J50_ID1,PC_M05_ID1
A5023:250423038,PC_I58_ID2,PC_I58_ID2
A5024:250423039,PC_N13_ID1,PC_N07_ID1
A5029:250423040,PC_N57_ID2,PC_N57_ID2
A5031:250423041,PC_J48_ID2,PC_J48_ID2
A5033:250423042,PC_I05_ID1,PC_I06_ID1
A5035:250421296,PC_N57_ID2,PC_N58_ID2
A5037:250421297,PC_J51_ID1,PC_M05_ID1
A5042:250421298,PC_O59_ID2,PC_O59_ID2
A5043:250421299,PC_L06_ID2,PC_I55_ID2
A5044:250421300,PC_J12_ID1,PC_L56_ID1
A5045:250421301,PC_J04_ID1,PC_N13_ID1
A5047:250421302,PC_I50_ID1,PC_I50_ID1
A5048:250421303,PC_J12_ID1,PC_M59_ID1
A5050:250421304,PC_N03_ID2,PC_L06_ID2
A5051:250421305,PC_N07_ID2,PC_N07_ID2
A5053:250421306,PC_J04_ID1,PC_N07_ID1
A5056:250421307,PC_K02_ID1,PC_J04_ID1
A5057:250421308,PC_L12_ID1,PC_L12_ID1
A5059:250421309,PC_J12_ID1,PC_L56_ID1
A5060:250421310,PC_N11_ID1,PC_K02_ID1
A5064:250421311,PC_K54_ID1,PC_N09_ID1
A5065:250441943,PC_J13_ID1,PC_J13_ID1
A5067:250421312,PC_L48_ID2,PC_N03_ID2
A5070:250421313,PC_I11_ID2,PC_I11_ID2
A5072:250421314,PC_N57_ID2,PC_N57_ID2
A5074:250421315,PC_K02_ID1,PC_K02_ID1
A5077:250421316,PC_K02_ID1,PC_J07_ID1
A5078:250421317,PC_L12_ID1,PC_L12_ID1
A5079:250421318,PC_I50_ID2,PC_I50_ID2
A5089:250421319,PC_J14_ID2,PC_J14_ID2
A5090:250421320,PC_N03_ID2,PC_L48_ID2
A5091:250421321,PC_N58_ID2,PC_K55_ID2
A5095:250421322,PC_O51_ID2,PC_O51_ID2
A5099:250421323,PC_N07_ID2,PC_L06_ID2
A5101:250421324,PC_K02_ID1,PC_L12_ID1
A5102:250421325,PC_L12_ID2,PC_L12_ID2
A5103:250421326,PC_J13_ID1,PC_N09_ID1
A5105:250421327,PC_O59_ID2,PC_O59_ID2
A5106:250421328,PC_O08_ID2,PC_J48_ID2
A5107:250421329,PC_O51_ID2,PC_O51_ID2
A5110:250421330,PC_I50_ID1,PC_I06_ID1
A5113:250421331,PC_L06_ID2,PC_I55_ID2
A5115:250421333,PC_L14_ID1,PC_M05_ID1
A5116:250421334,PC_I50_ID2,PC_I50_ID2
A5117:250421335,PC_J14_ID2,PC_O59_ID2
A5120:250421336,PC_O59_ID2,PC_O59_ID2
A5121:250421337,PC_I50_ID1,PC_I11_ID1
A5124:250421338,PC_N04_ID1,PC_I50_ID1
A5125:250421339,PC_M58_ID1,PC_N58_ID1
A5130:250421341,PC_I06_ID1,PC_M15_ID1
A5134:250421342,PC_I58_ID2,PC_I58_ID2
A5135:250421343,PC_O08_ID2,PC_O08_ID2
A5142:250421344,PC_J13_ID1,PC_J04_ID1
A5143:250421345,PC_L12_ID2,PC_N57_ID2
A5144:250421346,PC_N57_ID2,PC_N57_ID2
A5146:250421347,PC_L14_ID1,PC_M05_ID1
A5152:250421348,PC_L14_ID1,PC_L14_ID1
A5156:250421349,PC_N03_ID2,PC_I50_ID2
A5157:250441944,PC_N07_ID2,PC_N07_ID2
A5170:250421350,PC_O59_ID2,PC_K55_ID2
A5171:250421351,PC_L12_ID1,PC_L12_ID1
A5172:250421352,PC_I52_ID1,PC_I52_ID1
A5173:250421353,PC_J50_ID1,PC_J50_ID1
A5174:250421354,PC_M59_ID1,PC_L08_ID1
A5177:250421355,PC_J10_ID1,PC_L56_ID1
A5179:250421356,PC_N48_ID1,PC_N48_ID1
A5181:250421357,PC_N04_ID1,PC_J04_ID1
A5184:250421358,PC_N13_ID1,PC_N13_ID1
A5187:250421359,PC_L08_ID1,PC_L08_ID1
A5189:250421360,PC_K55_ID2,PC_K55_ID2
A5192:250421361,PC_L08_ID1,PC_N07_ID1
A5193:250421362,PC_O51_ID2,PC_N57_ID2
A5196:250421363,PC_M59_ID1,PC_M59_ID1
A5197:250421364,PC_I06_ID1,PC_I06_ID1
A5199:250421365,PC_L12_ID2,PC_L12_ID2
A5200:250421366,PC_N14_ID2,PC_N14_ID2
A5209:250441945,PC_I50_ID1,PC_I06_ID1
A5211:250421367,PC_K60_ID1,PC_N04_ID1
A5212:250421368,PC_I55_ID2,PC_I55_ID2
A5217:250421369,PC_N07_ID2,PC_N07_ID2
A5218:250421370,PC_O08_ID2,PC_O08_ID2
A5220:250441947,PC_L12_ID1,PC_L12_ID1
A5223:250421371,PC_N13_ID1,PC_N07_ID1
A5224:250421372,PC_I50_ID1,PC_I50_ID1
A5238:250421373,PC_L12_ID2,PC_L12_ID2
A5241:250441948,PC_N07_ID2,PC_N07_ID2
A5246:250421374,PC_I08_ID1,PC_J07_ID1
A5248:250421375,PC_K02_ID1,PC_K55_ID1
A5255:250421376,PC_N10_ID2,PC_O59_ID2
A5257:250421377,PC_I05_ID1,PC_L12_ID1
A5258:250441949,PC_K60_ID1,PC_K60_ID1
A5265:250421378,PC_I50_ID2,PC_I50_ID2
A5269:250421379,PC_J12_ID1,PC_M59_ID1
A5270:250421380,PC_I05_ID1,PC_I06_ID1
A5270_1:250441822,PC_I05_ID1,PC_I06_ID1
A5276:250421381,PC_N14_ID2,PC_N14_ID2
A5277:250421382,PC_I11_ID2,PC_K55_ID2
A5277_1:250441823,PC_I11_ID2,PC_K55_ID2
A5278:250421383,PC_N09_ID1,PC_L48_ID1
A5279:250421384,PC_M15_ID1,PC_I52_ID1
A5279_1:250441824,PC_M15_ID1,PC_I52_ID1
A5280:250421385,PC_N03_ID2,PC_I50_ID2
A5281:250421386,PC_L08_ID1,PC_J10_ID1
A5282:250421387,PC_L56_ID1,PC_L56_ID1
A5284:250421388,PC_N10_ID2,PC_J14_ID2
A5285:250421389,PC_I52_ID1,PC_I52_ID1
A5286:250421390,PC_L14_ID1,PC_M05_ID1
A5288:250421391,PC_I58_ID1,PC_L08_ID1
A5290:250420788,PC_J10_ID1,PC_M59_ID1
A5291:250420789,PC_J48_ID2,PC_J48_ID2
A5293:250420790,PC_O59_ID2,PC_O59_ID2
A5294:250420791,PC_N57_ID2,PC_N57_ID2
A5295:250420792,PC_I11_ID2,PC_I11_ID2
A5296:250420793,PC_K60_ID1,PC_I06_ID1
A5297:250420794,PC_I58_ID1,PC_L08_ID1
A5298:250420795,PC_N57_ID2,PC_N57_ID2
A5304:250420796,PC_N10_ID2,PC_N10_ID2
A5306:250420797,PC_J04_ID1,PC_I06_ID1
A5306_1:250441825,PC_J04_ID1,PC_I06_ID1
A5313:250420798,PC_J04_ID1,PC_N07_ID1
A5315:250420799,PC_K54_ID1,PC_K60_ID1
A5315_1:250441826,PC_K54_ID1,PC_K60_ID1
A5317:250420800,PC_L14_ID1,PC_L14_ID1
A5317_1:250441827,PC_L14_ID1,PC_L14_ID1
A5318:250420801,PC_N09_ID1,PC_M58_ID1
A5319:250420802,PC_M15_ID1,PC_M15_ID1
A5319_1:250441828,PC_M15_ID1,PC_M15_ID1
A5320:250420803,PC_K02_ID1,PC_N11_ID1
A5321:250420804,PC_L12_ID1,PC_L12_ID1
A5322:250420805,PC_N03_ID2,PC_I50_ID2
A5323:250420806,PC_L14_ID1,PC_M05_ID1
A5324:250420807,PC_N13_ID1,PC_L56_ID1
A5325:250420808,PC_L12_ID2,PC_L12_ID2
A5326:250420809,PC_O51_ID2,PC_O51_ID2
A5327:250420810,PC_K55_ID2,PC_K55_ID2
A5329:250420811,PC_J51_ID1,PC_J51_ID1
A5331:250420812,PC_M59_ID1,PC_J12_ID1
A5333:250420813,PC_J14_ID2,PC_O59_ID2
A5334:250441950,PC_I05_ID1,PC_I06_ID1
A5335:250420814,PC_I11_ID2,PC_N58_ID2
A5336:250420815,PC_K55_ID2,PC_K55_ID2
A5337:250420816,PC_J50_ID1,PC_I06_ID1
A5338:250420817,PC_J14_ID2,PC_J14_ID2
A5340:250420818,PC_N13_ID1,PC_N07_ID1
A5341:250420819,PC_N09_ID1,PC_N07_ID1
A5342:250420820,PC_J07_ID2,PC_N58_ID2
A5344:250420821,PC_K60_ID1,PC_N13_ID1
A5346:250420822,PC_I58_ID1,PC_L56_ID1
A5349:250420823,PC_N14_ID2,PC_N14_ID2
A5350:250420824,PC_I55_ID2,PC_I55_ID2
A5358:250420825,PC_J10_ID1,PC_J08_ID1
A5359:250420826,PC_N57_ID2,PC_N58_ID2
A5364:250420827,PC_J13_ID1,PC_M05_ID1
A5365:250420828,PC_K55_ID2,PC_O59_ID2
A5366:250420829,PC_M05_ID1,PC_M05_ID1
A5368:250420830,PC_O59_ID2,PC_O59_ID2
A5373:250420831,PC_J04_ID1,PC_N13_ID1
A5376:250420833,PC_I11_ID2,PC_K55_ID2
A5377:250441951,PC_J48_ID2,PC_J48_ID2
A5381:250420834,PC_I50_ID2,PC_I50_ID2
A5382:250420835,PC_I58_ID1,PC_N48_ID1
A5383:250420836,PC_I06_ID1,PC_O10_ID1
A5384:250420837,PC_J12_ID1,PC_L56_ID1
A5386:250420838,PC_N14_ID2,PC_N14_ID2
A5388:250420839,PC_I52_ID1,PC_I06_ID1
A5391:250420841,PC_I55_ID2,PC_I55_ID2
A5392:250420842,PC_I55_ID2,PC_I55_ID2
A5394:250420843,PC_L48_ID2,PC_L48_ID2
A5395:250420844,PC_M58_ID1,PC_N58_ID1
A5396:250420845,PC_N48_ID1,PC_N48_ID1
A5397:250420846,PC_O51_ID2,PC_O51_ID2
A5398:250420847,PC_J14_ID2,PC_O59_ID2
A5400:250420848,PC_J10_ID1,PC_I06_ID1
A5401:250420849,PC_O59_ID2,PC_J14_ID2
A5402:250420850,PC_I50_ID1,PC_I06_ID1
A5403:250420851,PC_M05_ID1,PC_M05_ID1
A5405:250420852,PC_I08_ID1,PC_I08_ID1
A5406:250420853,PC_K60_ID1,PC_J04_ID1
A5409:250420854,PC_I08_ID1,PC_I08_ID1
A5412:250420855,PC_M15_ID1,PC_M15_ID1
A5413:250420856,PC_I52_ID1,PC_I06_ID1
A5413_1:250441829,PC_I52_ID1,PC_I06_ID1
A5416:250420857,PC_L48_ID2,PC_L48_ID2
A5417:250420858,PC_J51_ID1,PC_J51_ID1
A5420:250420859,PC_N07_ID2,PC_J48_ID2
A5420_1:250441830,PC_N07_ID2,PC_J48_ID2
A5424:250420860,PC_L14_ID1,PC_L14_ID1
A5425:250420861,PC_N04_ID1,PC_N04_ID1
A5425_1:250441831,PC_N04_ID1,PC_N04_ID1
A5429:250420862,PC_O59_ID2,PC_O59_ID2
A5434:250420863,PC_M15_ID1,PC_M05_ID1
A5436:250420864,PC_L56_ID1,PC_L56_ID1
A5438:250420865,PC_M59_ID1,PC_L08_ID1
A5442:250420866,PC_J04_ID1,PC_N13_ID1
A5445:250420867,PC_N09_ID1,PC_J04_ID1
A5446:250420868,PC_M58_ID1,PC_M05_ID1
A5447:250420869,PC_I58_ID2,PC_N14_ID2
A5448:250420870,PC_N48_ID1,PC_I06_ID1
A5449:250420871,PC_K02_ID1,PC_L12_ID1
A5450:250420872,PC_N10_ID2,PC_N10_ID2
A5451:250420873,PC_N57_ID2,PC_J07_ID2
A5451_1:250441832,PC_N57_ID2,PC_J07_ID2
A5452:250420874,PC_M15_ID1,PC_M15_ID1
A5453:250420875,PC_K02_ID1,PC_N04_ID1
A5454:250420876,PC_J13_ID1,PC_J13_ID1
A5458:250420877,PC_J07_ID2,PC_N57_ID2
A5458_1:250441833,PC_J07_ID2,PC_N57_ID2
A5459:250420878,PC_J04_ID1,PC_J04_ID1
A5463:250420879,PC_N57_ID2,PC_L12_ID2
A5463_1:250441834,PC_N57_ID2,PC_L12_ID2
A5464:250420880,PC_I11_ID2,PC_K55_ID2
A5465:250420881,PC_L14_ID1,PC_L14_ID1
A5466:250420882,PC_I58_ID1,PC_L56_ID1
A5470:250420883,PC_J13_ID1,PC_J04_ID1
A5471:250420915,PC_I58_ID1,PC_I58_ID1
A5474:250420916,PC_K60_ID1,PC_N07_ID1
A5476:250420917,PC_L06_ID2,PC_I55_ID2
A5478:250420918,PC_I11_ID2,PC_I11_ID2
A5479:250420919,PC_M59_ID1,PC_J12_ID1
A5479_1:250441835,PC_M59_ID1,PC_J12_ID1
A5480:250420920,PC_J04_ID1,PC_N04_ID1
A5480_1:250441836,PC_J04_ID1,PC_N04_ID1
A5481:250420921,PC_K54_ID1,PC_M05_ID1
A5482:250420922,PC_N48_ID1,PC_N48_ID1
A5483:250420923,PC_K60_ID1,PC_J04_ID1
A5485:250420924,PC_O08_ID2,PC_O08_ID2
A5487:250420925,PC_L08_ID1,PC_L08_ID1
A5491:250420926,PC_I05_ID1,PC_L12_ID1
A5492:250420927,PC_O51_ID2,PC_O51_ID2
A5494:250420928,PC_I11_ID2,PC_N58_ID2
A5498:250441952,PC_N14_ID2,PC_N10_ID2
A5501:250420929,PC_N48_ID1,PC_J13_ID1
A5502:250420930,PC_O51_ID2,PC_O51_ID2
A5509:250420931,PC_I50_ID2,PC_I50_ID2
A5510:250420932,PC_J10_ID1,PC_M59_ID1
A5513:250420933,PC_J51_ID1,PC_N13_ID1
A5518:250420934,PC_L08_ID1,PC_L08_ID1
A5524:250420935,PC_N11_ID1,PC_I52_ID1
A5528:250420936,PC_J51_ID1,PC_N07_ID1
A5537:250420937,PC_J14_ID2,PC_O59_ID2
A5538:250420938,PC_M05_ID1,PC_M05_ID1
A5540:250441953,PC_I52_ID1,PC_I52_ID1
A5541:250420939,PC_I11_ID2,PC_K55_ID2
A5546:250420940,PC_J07_ID2,PC_N58_ID2
A5550:250420941,PC_O08_ID2,PC_O08_ID2
A5555:250420942,PC_J50_ID1,PC_I06_ID1
A5559:250420943,PC_I52_ID1,PC_I08_ID1
A5562:250420944,PC_M59_ID1,PC_M59_ID1
A5563:250420945,PC_N58_ID2,PC_N58_ID2
A5566:250441954,PC_J04_ID1,PC_J04_ID1
A5568:250420946,PC_N04_ID1,PC_N04_ID1
A5576:250420947,PC_J12_ID1,PC_J14_ID1
A5576_1:250441837,PC_J12_ID1,PC_J14_ID1
A5578:250420948,PC_K02_ID1,PC_N04_ID1
A5578_1:250441838,PC_K02_ID1,PC_N04_ID1
A5584:250420949,PC_N07_ID2,PC_J48_ID2
A5585:250420950,PC_N11_ID1,PC_J50_ID1
A5588:250420951,PC_L12_ID2,PC_L12_ID2
A5591:250420952,PC_O08_ID2,PC_I11_ID2
A5592:250420953,PC_K02_ID1,PC_K02_ID1
A5593:250420954,PC_L56_ID1,PC_L56_ID1
A5594:250420955,PC_K55_ID2,PC_K55_ID2
A5604:250420956,PC_O08_ID2,PC_N57_ID2
A5605:250420957,PC_I11_ID2,PC_K55_ID2
A5611:250420958,PC_L08_ID1,PC_I58_ID1
A5619:250420959,PC_N07_ID1,PC_N07_ID1
A5621:250420960,PC_K54_ID1,PC_N56_ID1
A5633:250420961,PC_M15_ID1,PC_I52_ID1
A5635:250441955,PC_N03_ID2,PC_I50_ID2
A5638:250420962,PC_N07_ID1,PC_N13_ID1
A5646:250420963,PC_J13_ID1,PC_K60_ID1
A5659:250420964,PC_I58_ID1,PC_I58_ID1
A5660:250420965,PC_I55_ID2,PC_L06_ID2
A5667:250420966,PC_I05_ID1,PC_I05_ID1
A5675:250420968,PC_N14_ID2,PC_L06_ID2
A5682:250420969,PC_L48_ID2,PC_L48_ID2
A5688:250420970,PC_I50_ID1,PC_I50_ID1
A5692:250420971,PC_J14_ID2,PC_J14_ID2
A5698:250420972,PC_J48_ID2,PC_J48_ID2
A5700:250420973,PC_N03_ID2,PC_I50_ID2
A5714:250420974,PC_M59_ID1,PC_M59_ID1
A5716:250420976,PC_N03_ID2,PC_L06_ID2
A5717:250420977,PC_K55_ID2,PC_K55_ID2
A5719:250420978,PC_M58_ID1,PC_N13_ID1
A5720:250420979,PC_N10_ID2,PC_N10_ID2
A5721:250420980,PC_I52_ID1,PC_I08_ID1
A5722:250420981,PC_K55_ID2,PC_K55_ID2
A5723:250420982,PC_L14_ID1,PC_M05_ID1
A5726:250441956,PC_I06_ID1,PC_I06_ID1
A5730:250420983,PC_J10_ID1,PC_N57_ID1
A5732:250420984,PC_L12_ID1,PC_L12_ID1
A5733:250420985,PC_O59_ID2,PC_O59_ID2
A5734:250420986,PC_N04_ID1,PC_I06_ID1
A5735:250420987,PC_M58_ID1,PC_M58_ID1
A5737:250420988,PC_I50_ID2,PC_I50_ID2
A5739:250420989,PC_I50_ID2,PC_N07_ID2
A5740:250420990,PC_K55_ID2,PC_N57_ID2
A5741:250420991,PC_N03_ID2,PC_I50_ID2
A5743:250420992,PC_N13_ID1,PC_N07_ID1
A5744:250420993,PC_N57_ID2,PC_O08_ID2
A5745:250420994,PC_N07_ID2,PC_J48_ID2
A5746:250420995,PC_N07_ID2,PC_L48_ID2
A5748:250420996,PC_N07_ID2,PC_J48_ID2
A5751:250420997,PC_I58_ID2,PC_N14_ID2
A5753:250420998,PC_L12_ID1,PC_L12_ID1
A5754:250420999,PC_I52_ID1,PC_I06_ID1
A5760:250421000,PC_N10_ID2,PC_J14_ID2
A5761:250421001,PC_J07_ID2,PC_N58_ID2
A5763:250421002,PC_J14_ID2,PC_O59_ID2
A5764:250421003,PC_I06_ID1,PC_I08_ID1
A5766:250421004,PC_I08_ID1,PC_I08_ID1
A5771:250421005,PC_N14_ID2,PC_N14_ID2
A5772:250421006,PC_L48_ID2,PC_J48_ID2
A5778:250421007,PC_J51_ID1,PC_N07_ID1
A5783:250421008,PC_L08_ID1,PC_M59_ID1
A5785:250421009,PC_N14_ID2,PC_I58_ID2
A5785_1:250441957,PC_N14_ID2,PC_I58_ID2
A5787:250421010,PC_I50_ID1,PC_I06_ID1
A5790:250441743,PC_J04_ID1,PC_N07_ID1
A5792:250441744,PC_N03_ID2,PC_I50_ID2
A5793:250441745,PC_I11_ID2,PC_K55_ID2
A5795:250441746,PC_N10_ID2,PC_N10_ID2
A5797:250441747,PC_J50_ID1,PC_M05_ID1
A5799:250441748,PC_L56_ID1,PC_L56_ID1
A5800:250441749,PC_I58_ID2,PC_L06_ID2
A5801:250441750,PC_M15_ID1,PC_M15_ID1
A5802:250441751,PC_J13_ID1,PC_N13_ID1
A5803:250441752,PC_J50_ID1,PC_I06_ID1
A5804:250441958,PC_N04_ID1,PC_J04_ID1
A5809:250441753,PC_N13_ID1,PC_N07_ID1
A5810:250441754,PC_O08_ID2,PC_N57_ID2
A5812:250441755,PC_J50_ID1,PC_L12_ID1
A5813:250441756,PC_O59_ID2,PC_I55_ID2
A5816:250441757,PC_J13_ID1,PC_N13_ID1
A5819:250441758,PC_I11_ID2,PC_K55_ID2
A5826:250441759,PC_I58_ID2,PC_I58_ID2
A5828:250441760,PC_J04_ID1,PC_J04_ID1
A5829:250441761,PC_O59_ID2,PC_J14_ID2
A5830:250441762,PC_I58_ID2,PC_N10_ID2
A5831:250441763,PC_J04_ID1,PC_J04_ID1
A5832:250441764,PC_O51_ID2,PC_O51_ID2
A5833:250441765,PC_I55_ID2,PC_I55_ID2
A5835:250441766,PC_K54_ID1,PC_K54_ID1
A5837:250441767,PC_L48_ID2,PC_N10_ID2
A5837_1:250441997,PC_L48_ID2,PC_N10_ID2
A5838:250441768,PC_K54_ID1,PC_L12_ID1
A5839:250441769,PC_O59_ID2,PC_N10_ID2
A5839_1:250441998,PC_O59_ID2,PC_N10_ID2
A5841:250441770,PC_N48_ID1,PC_N48_ID1
A5842:250441771,PC_J04_ID1,PC_N07_ID1
A5842_1:250441999,PC_J04_ID1,PC_N07_ID1
A5843:250441772,PC_O51_ID2,PC_O51_ID2
A5844:250441773,PC_N13_ID1,PC_I06_ID1
A5844_1:250442000,PC_N13_ID1,PC_I06_ID1
A5845:250441774,PC_J10_ID1,PC_J10_ID1
A5846:250441775,PC_J48_ID2,PC_I50_ID2
A5846_1:250442001,PC_J48_ID2,PC_I50_ID2
A5847:250441776,PC_N14_ID2,PC_N14_ID2
A5849:250441777,PC_M59_ID1,PC_L08_ID1
A5849_1:250442002,PC_M59_ID1,PC_L08_ID1
A5852:250441778,PC_N07_ID1,PC_I06_ID1
A5855:250441959,PC_J10_ID1,PC_L48_ID1
A5862:250441779,PC_I50_ID2,PC_J48_ID2
A5862_1:250442003,PC_I50_ID2,PC_J48_ID2
A5865:250441780,PC_K60_ID1,PC_L12_ID1
A5867:250441781,PC_M15_ID1,PC_I06_ID1
A5868:250441782,PC_J12_ID1,PC_L56_ID1
A5876:250441783,PC_J10_ID1,PC_J08_ID1
A5881:250441784,PC_I50_ID2,PC_I50_ID2
A5881_1:250442004,PC_I50_ID2,PC_I50_ID2
A5896:250441785,PC_L12_ID1,PC_O59_ID1
A5900:250441786,PC_L14_ID1,PC_L14_ID1
A5924:250441787,PC_J04_ID1,PC_N04_ID1
A5924_1:250442005,PC_J04_ID1,PC_N04_ID1
A5927:250441788,PC_J04_ID1,PC_N13_ID1
A5936:250441789,PC_J50_ID1,PC_O51_ID1
A5937:250441790,PC_J07_ID1,PC_J50_ID1
A5938:250441791,PC_J12_ID1,PC_L56_ID1
A5945:250441792,PC_I06_ID1,PC_I06_ID1
A5946:250441793,PC_I58_ID1,PC_L08_ID1
A5948:250441794,PC_J07_ID2,PC_N58_ID2
A5949:250441795,PC_K02_ID1,PC_N04_ID1
A5950:250441796,PC_N11_ID1,PC_K02_ID1
A5951:250441797,PC_L14_ID1,PC_L14_ID1
A5953:250441798,PC_J50_ID1,PC_M05_ID1
A5953_1:250442006,PC_J50_ID1,PC_M05_ID1
A5954:250441799,PC_K54_ID1,PC_J04_ID1
A5954_1:250442007,PC_K54_ID1,PC_J04_ID1
A5960:250441800,PC_N09_ID1,PC_N07_ID1
A5960_1:250442008,PC_N09_ID1,PC_N07_ID1
A5969:250441801,PC_I52_ID1,PC_I52_ID1
A5974:250441802,PC_J12_ID1,PC_N07_ID1
A5974_1:250442009,PC_J12_ID1,PC_N07_ID1
A5975:250441804,PC_O59_ID2,PC_O59_ID2
A5977:250441805,PC_J04_ID1,PC_N13_ID1
A5977_1:250442010,PC_J04_ID1,PC_N13_ID1
A5981:250441806,PC_I52_ID1,PC_I52_ID1
A5982:250441807,PC_N48_ID1,PC_I06_ID1
A5988:250441808,PC_N57_ID2,PC_J07_ID2
A5988_1:250442011,PC_N57_ID2,PC_J07_ID2
B3002:250272830,PC_I55_ID2,PC_I55_ID2
B3008:250284473,PC_N07_ID2,PC_N07_ID2
B3010:250272831,PC_J50_ID1,PC_M05_ID1
B3012:250272832,PC_L48_ID2,PC_O08_ID2
B3013:250272833,PC_O08_ID2,PC_O08_ID2
B3018:250272834,PC_J51_ID1,PC_J51_ID1
B3019:250272835,PC_O59_ID1,PC_M05_ID1
B3021:250272836,PC_L48_ID2,PC_L48_ID2
B3022:250272837,PC_N58_ID2,PC_O08_ID2
B3024:250272838,PC_N48_ID1,PC_I58_ID1
B3025:250272839,PC_K02_ID1,PC_K02_ID1
B3026:250272840,PC_N58_ID2,PC_N58_ID2
B3027:250272841,PC_J14_ID2,PC_J14_ID2
B3030:250272842,PC_J12_ID1,PC_L08_ID1
B3031:250284474,PC_L12_ID1,PC_L12_ID1
B3032:250272843,PC_N03_ID2,PC_L06_ID2
B3033:250272844,PC_I50_ID1,PC_I06_ID1
B3034:250272845,PC_I55_ID2,PC_I55_ID2
B3035:250272846,PC_N09_ID1,PC_N58_ID1
B3036:250272847,PC_K55_ID2,PC_O59_ID2
B3037:250272848,PC_M58_ID1,PC_N04_ID1
B3039:250272849,PC_J04_ID1,PC_N04_ID1
B3040:250272850,PC_M58_ID1,PC_N58_ID1
