proid	parent1	parent2	progeny	parent_1	parent_2	qq_uu	which_mother	nloci
E2439:250284109	PC_N14_ID2_mrg:250276278	PC_N14_ID2_mrg:250276278	4448	15	15	1570.97216865582	1	8993
E0331:250284509	PC_I58_ID2_mrg:250276268	PC_N14_ID2_mrg:250276278	3382	4	15	851.968536928922	2	8665
A4884:250422988	PC_I58_ID2_mrg:250276268	PC_N14_ID2_mrg:250276278	2435	4	15	1015.59124375109	1	9087
A5386:250420838	PC_N14_ID2_mrg:250276278	PC_N14_ID2_mrg:250276278	2641	15	15	1647.21680171115	1	9047
B3091:250284475	PC_N14_ID2_mrg:250276278	PC_N14_ID2_mrg:250276278	2901	15	15	1508.9139368844	1	8940
A0825:250416247	PC_L12_ID2_mrg:250276272	PC_N14_ID2_mrg:250276278	422	10	15	1013.46507560958	2	9044
A5847:250441776	PC_N14_ID2_mrg:250276278	PC_N14_ID2_mrg:250276278	2819	15	15	1640.21040304376	1	9066
A3686:250417236	PC_N14_ID2_mrg:250276278	PC_N14_ID2_mrg:250276278	2009	15	15	1595.02102360835	1	8999
A0658:250416141	PC_I58_ID2_mrg:250276268	PC_N14_ID2_mrg:250276278	344	4	15	1018.32830559552	1	9107
E1580:250272026	PC_I58_ID2_mrg:250276268	PC_N14_ID2_mrg:250276278	3975	4	15	1067.97300089205	1	9176
E2632:250284457	PC_I58_ID2_mrg:250276268	PC_N14_ID2_mrg:250276278	4525	4	15	1026.26142761427	1	9159
E1705:250272086	PC_N14_ID2_mrg:250276278	PC_N14_ID2_mrg:250276278	4039	15	15	1633.39065556954	1	9109
A0603:250416114	PC_N14_ID2_mrg:250276278	PC_N14_ID2_mrg:250276278	319	15	15	1632.36740634733	1	9059
B3432:250273118	PC_I58_ID2_mrg:250276268	PC_N14_ID2_mrg:250276278	3086	4	15	1053.93762699398	1	9165
A5200:250421366	PC_N14_ID2_mrg:250276278	PC_N14_ID2_mrg:250276278	2560	15	15	1609.4318272632	1	9084
A3253:250413078	PC_I58_ID2_mrg:250276268	PC_N14_ID2_mrg:250276278	1756	4	15	1075.38429288951	2	9143
A2486:250412550	PC_I58_ID2_mrg:250276268	PC_N14_ID2_mrg:250276278	1273	4	15	732.815581896382	1	7425
E0899:250284338	PC_I58_ID2_mrg:250276268	PC_N14_ID2_mrg:250276278	3652	4	15	863.797035857442	1	8740
A0003:250415708	PC_N14_ID2_mrg:250276278	PC_N14_ID2_mrg:250276278	1	15	15	1553.46801582181	1	9047
E2922:250272771	PC_N14_ID2_mrg:250276278	PC_N14_ID2_mrg:250276278	4659	15	15	1651.56312170136	1	9087
A4821:250422962	PC_I58_ID2_mrg:250276268	PC_N14_ID2_mrg:250276278	2410	4	15	1092.93119100858	1	9168
A3218:250413065	PC_N14_ID2_mrg:250276278	PC_N14_ID2_mrg:250276278	1743	15	15	1630.79727928638	1	9077
A1571:250416766	PC_L06_ID2_mrg:250276271	PC_N14_ID2_mrg:250276278	813	9	15	971.518217113342	2	8888
A2167:250417148	PC_N14_ID2_mrg:250276278	PC_N14_ID2_mrg:250276278	1099	15	15	1506.80317987952	1	8975
E2923:250272772	PC_I58_ID2_mrg:250276268	PC_N14_ID2_mrg:250276278	4660	4	15	1029.06620603643	2	9153
A5785_1:250441957	PC_I58_ID2_mrg:250276268	PC_N14_ID2_mrg:250276278	4733	4	15	1026.53138858678	2	9130
A1731:250416854	PC_L12_ID2_mrg:250276272	PC_N14_ID2_mrg:250276278	870	10	15	1022.8541605241	2	9062
A3665:250413382	PC_I58_ID2_mrg:250276268	PC_N14_ID2_mrg:250276278	1996	4	15	1083.51935371866	2	9157
A4316:250417523	PC_I58_ID2_mrg:250276268	PC_N14_ID2_mrg:250276278	2230	4	15	1012.95833949005	2	9031
A2585:250412607	PC_N14_ID2_mrg:250276278	PC_N14_ID2_mrg:250276278	1331	15	15	555.338418063345	1	3280
A2381:250441900	PC_I58_ID2_mrg:250276268	PC_N14_ID2_mrg:250276278	1206	4	15	1047.89519118853	1	9128
A4366:250417538	PC_I58_ID2_mrg:250276268	PC_N14_ID2_mrg:250276278	2247	4	15	1042.40790097503	1	9104
E1571:250272019	PC_I58_ID2_mrg:250276268	PC_N14_ID2_mrg:250276278	3968	4	15	1035.00039765699	2	9144
B3107:250283808	PC_I58_ID2_mrg:250276268	PC_N14_ID2_mrg:250276278	2911	4	15	986.114881322876	1	9104
E0064:250277616	PC_N14_ID2_mrg:250276278	PC_N14_ID2_mrg:250276278	3246	15	15	1530.55830143511	1	8894
A2108:250417111	PC_I58_ID2_mrg:250276268	PC_N14_ID2_mrg:250276278	1063	4	15	1035.31887478868	1	9059
E0758:250277889	PC_I58_ID2_mrg:250276268	PC_N14_ID2_mrg:250276278	3588	4	15	1025.38337994684	1	9139
A2000:250417005	PC_N14_ID2_mrg:250276278	PC_N14_ID2_mrg:250276278	990	15	15	1502.65026847999	1	8775
B3398:250273101	PC_N14_ID2_mrg:250276278	PC_N14_ID2_mrg:250276278	3068	15	15	1633.35421613075	1	9111
A4770:250417703	PC_I58_ID2_mrg:250276268	PC_N14_ID2_mrg:250276278	2385	4	15	1036.75208954044	1	9120
A3591:250413352	PC_I58_ID2_mrg:250276268	PC_N14_ID2_mrg:250276278	1968	4	15	1029.9756503865	1	9054
A0872:250416276	PC_I58_ID2_mrg:250276268	PC_N14_ID2_mrg:250276278	449	4	15	979.762357014461	2	9073
A1813:250416882	PC_N14_ID2_mrg:250276278	PC_N14_ID2_mrg:250276278	899	15	15	1612.49542186124	1	9075
A0992:250416388	PC_I58_ID2_mrg:250276268	PC_N14_ID2_mrg:250276278	530	4	15	1031.89110021513	1	9054
E0756:250277887	PC_N14_ID2_mrg:250276278	PC_N14_ID2_mrg:250276278	3586	15	15	1620.19494202886	1	9063
E1551:250272007	PC_N14_ID2_mrg:250276278	PC_N14_ID2_mrg:250276278	3955	15	15	1591.35052918576	1	9061
A0547:250416052	PC_I58_ID2_mrg:250276268	PC_N14_ID2_mrg:250276278	287	4	15	1045.48733884281	2	9117
E1327:250310635	PC_N14_ID2_mrg:250276278	PC_N14_ID2_mrg:250276278	3842	15	15	1632.84766207417	1	9115
E2684_1:250442030	PC_N14_ID2_mrg:250276278	PC_N14_ID2_mrg:250276278	4779	15	15	1576.23563841756	1	9056
E1150:250310554	PC_I58_ID2_mrg:250276268	PC_N14_ID2_mrg:250276278	3755	4	15	1025.05489543742	2	9096
A4783:250422949	PC_N14_ID2_mrg:250276278	PC_N14_ID2_mrg:250276278	2393	15	15	1537.07723066793	1	8855
A3118:250413003	PC_I58_ID2_mrg:250276268	PC_N14_ID2_mrg:250276278	1711	4	15	1048.88822889444	1	9112
A0856:250416265	PC_L12_ID2_mrg:250276272	PC_N14_ID2_mrg:250276278	438	10	15	1030.76955750566	2	9097
A0393:250415963	PC_N14_ID2_mrg:250276278	PC_N14_ID2_mrg:250276278	199	15	15	1602.99084082972	1	8945
E0946:250277998	PC_I58_ID2_mrg:250276268	PC_N14_ID2_mrg:250276278	3672	4	15	1017.22794212808	1	8990
A1609:250416775	PC_I58_ID2_mrg:250276268	PC_N14_ID2_mrg:250276278	822	4	15	1031.8150673696	1	9032
E1174:250310566	PC_N14_ID2_mrg:250276278	PC_N14_ID2_mrg:250276278	3769	15	15	1637.91534194871	1	9085
A2786:250412712	PC_N14_ID2_mrg:250276278	PC_N14_ID2_mrg:250276278	1473	15	15	51.341879766829	1	392
E1525:250271956	PC_I58_ID2_mrg:250276268	PC_N14_ID2_mrg:250276278	3936	4	15	1038.56431985063	2	9142
B3150:250283830	PC_N14_ID2_mrg:250276278	PC_N14_ID2_mrg:250276278	2931	15	15	1606.33175253762	1	9081
A5447:250420869	PC_I58_ID2_mrg:250276268	PC_N14_ID2_mrg:250276278	2671	4	15	1003.58302601593	1	9021
A1007:250416398	PC_I58_ID2_mrg:250276268	PC_N14_ID2_mrg:250276278	540	4	15	1059.19607964164	1	9109
E0234:250277689	PC_J07_ID2_mrg:250276269	PC_N57_ID2_mrg:250276279	3324	5	16	973.835619683134	2	9132
E2697_1:250442033	PC_J07_ID2_mrg:250276269	PC_N57_ID2_mrg:250276279	4782	5	16	980.813292494353	2	9056
A1917:250416938	PC_L12_ID2_mrg:250276272	PC_N57_ID2_mrg:250276279	953	10	16	1025.14422240556	1	9071
B3246:250283880	PC_N57_ID2_mrg:250276279	PC_N57_ID2_mrg:250276279	2983	16	16	1484.6323552775	1	9049
B3191:250283851	PC_J07_ID2_mrg:250276269	PC_N57_ID2_mrg:250276279	2952	5	16	1048.90824593088	2	9146
A2060:250417040	PC_J07_ID2_mrg:250276269	PC_N57_ID2_mrg:250276279	1025	5	16	982.494783813821	2	9084
E1550:250271975	PC_K55_ID2_mrg:250276291	PC_N57_ID2_mrg:250276279	3954	8	16	1039.03279705785	1	9142
A5144:250421346	PC_N57_ID2_mrg:250276279	PC_N57_ID2_mrg:250276279	2539	16	16	1512.1308417422	1	9079
A5072:250421314	PC_N57_ID2_mrg:250276279	PC_N57_ID2_mrg:250276279	2509	16	16	1491.46706374167	1	9058
A5458:250420877	PC_J07_ID2_mrg:250276269	PC_N57_ID2_mrg:250276279	2679	5	16	966.226908225144	1	9065
E0690:250277855	PC_K55_ID2_mrg:250276291	PC_N57_ID2_mrg:250276279	3553	8	16	952.0442211339	1	9053
A3495:250413262	PC_J07_ID2_mrg:250276269	PC_N57_ID2_mrg:250276279	1908	5	16	1008.48359191263	2	9148
E1930:250272272	PC_L12_ID2_mrg:250276272	PC_N57_ID2_mrg:250276279	4173	10	16	970.896098150872	2	8967
A1157:250416526	PC_N57_ID2_mrg:250276279	PC_N57_ID2_mrg:250276279	636	16	16	1491.28604622191	1	9003
A1281:250416617	PC_J07_ID2_mrg:250276269	PC_N57_ID2_mrg:250276279	696	5	16	989.042743735296	2	9092
A1101:250416495	PC_N57_ID2_mrg:250276279	PC_N57_ID2_mrg:250276279	606	16	16	1457.52480996766	1	9078
B3329:250273060	PC_I11_ID2_mrg:250276264	PC_N57_ID2_mrg:250276279	3027	1	16	983.903074076094	1	9146
A1435:250416729	PC_N57_ID2_mrg:250276279	PC_N57_ID2_mrg:250276279	775	16	16	1396.64550322952	1	8946
A0666:250416144	PC_N57_ID2_mrg:250276279	PC_N57_ID2_mrg:250276279	347	16	16	1526.37878376364	1	9053
B3493:250273185	PC_J07_ID2_mrg:250276269	PC_N57_ID2_mrg:250276279	3121	5	16	1021.51519918702	1	9140
E0703:250277862	PC_L12_ID2_mrg:250276272	PC_N57_ID2_mrg:250276279	3560	10	16	980.14419091259	2	9054
A4419:250417556	PC_N57_ID2_mrg:250276279	PC_N57_ID2_mrg:250276279	2267	16	16	1473.69430601129	1	9057
A4492:250417614	PC_L12_ID2_mrg:250276272	PC_N57_ID2_mrg:250276279	2296	10	16	993.397600792232	2	9070
A5029:250423040	PC_N57_ID2_mrg:250276279	PC_N57_ID2_mrg:250276279	2487	16	16	1493.89307176863	1	9088
E2339:250284059	PC_N57_ID2_mrg:250276279	PC_N57_ID2_mrg:250276279	4389	16	16	1593.33856443932	1	9164
A1632:250416781	PC_J07_ID2_mrg:250276269	PC_N57_ID2_mrg:250276279	828	5	16	983.393153615718	2	9042
E2960:250272798	PC_N57_ID2_mrg:250276279	PC_N57_ID2_mrg:250276279	4685	16	16	1409.16301654129	1	8978
E1456:250271925	PC_J07_ID2_mrg:250276269	PC_N57_ID2_mrg:250276279	3906	5	16	1000.69108083652	1	9157
E1987:250284389	PC_L12_ID2_mrg:250276272	PC_N57_ID2_mrg:250276279	4202	10	16	978.261290607945	2	9165
E2896:250272734	PC_N57_ID2_mrg:250276279	PC_N57_ID2_mrg:250276279	4652	16	16	1510.69583980933	1	9056
A0126:250415767	PC_L12_ID2_mrg:250276272	PC_N57_ID2_mrg:250276279	60	10	16	1041.1489543745	2	9096
A4278:250417503	PC_N57_ID2_mrg:250276279	PC_N57_ID2_mrg:250276279	2211	16	16	1479.82183808297	1	9071
E2600:250284453	PC_J07_ID2_mrg:250276269	PC_N57_ID2_mrg:250276279	4511	5	16	896.466107491931	1	8950
E1616:250272048	PC_N57_ID2_mrg:250276279	PC_N57_ID2_mrg:250276279	3998	16	16	1537.37174638929	1	9117
A4855:250441942	PC_N57_ID2_mrg:250276279	PC_N57_ID2_mrg:250276279	2425	16	16	1511.54321391773	1	9084
A4622:250417677	PC_J07_ID2_mrg:250276269	PC_N57_ID2_mrg:250276279	2358	5	16	995.522150087261	1	9167
A5463_1:250441834	PC_L12_ID2_mrg:250276272	PC_N57_ID2_mrg:250276279	4728	10	16	799.265612863015	2	8524
A2445:250412497	PC_J07_ID2_mrg:250276269	PC_N57_ID2_mrg:250276279	1251	5	16	1000.03175227548	1	9125
E1045:250278037	PC_N57_ID2_mrg:250276279	PC_N57_ID2_mrg:250276279	3714	16	16	1424.15310916991	1	8596
A2661:250442168	PC_L12_ID2_mrg:250276272	PC_N57_ID2_mrg:250276279	1396	10	16	949.328569587738	1	9118
E2807:250272684	PC_L12_ID2_mrg:250276272	PC_N57_ID2_mrg:250276279	4600	10	16	997.118407476468	2	9119
A2731:250412685	PC_J07_ID2_mrg:250276269	PC_N57_ID2_mrg:250276279	1446	5	16	982.197660030564	1	9106
A1003:250441885	PC_N57_ID2_mrg:250276279	PC_N57_ID2_mrg:250276279	539	16	16	1510.1325762476	1	9089
A3153:250413052	PC_L12_ID2_mrg:250276272	PC_N57_ID2_mrg:250276279	1730	10	16	1043.18731927533	2	9131
A5988_1:250442011	PC_J07_ID2_mrg:250276269	PC_N57_ID2_mrg:250276279	4748	5	16	981.092320541444	2	9122
E1254:250284356	PC_N57_ID2_mrg:250276279	PC_N57_ID2_mrg:250276279	3804	16	16	1473.56187176781	1	9108
A4889:250422991	PC_L12_ID2_mrg:250276272	PC_N57_ID2_mrg:250276279	2438	10	16	980.358582882389	1	9103
A5740:250420990	PC_K55_ID2_mrg:250276291	PC_N57_ID2_mrg:250276279	2764	8	16	991.545221859596	1	9028
A0572:250416098	PC_J07_ID2_mrg:250276269	PC_N57_ID2_mrg:250276279	302	5	16	1027.48786436918	1	9159
A0474:250416007	PC_J07_ID2_mrg:250276269	PC_N57_ID2_mrg:250276279	242	5	16	971.612550310085	2	8987
E1505:250271945	PC_J07_ID2_mrg:250276269	PC_N57_ID2_mrg:250276279	3925	5	16	972.537856246658	2	9095
E1276:250310612	PC_J07_ID2_mrg:250276269	PC_N57_ID2_mrg:250276279	3818	5	16	1009.63095444548	1	9134
B3320:250273054	PC_J07_ID2_mrg:250276269	PC_N57_ID2_mrg:250276279	3021	5	16	1006.07684795297	2	9162
A0137:250415775	PC_J07_ID2_mrg:250276269	PC_N57_ID2_mrg:250276279	68	5	16	1001.56885333616	1	9073
E2185:250272436	PC_N57_ID2_mrg:250276279	PC_N57_ID2_mrg:250276279	4317	16	16	1520.47581994135	1	9052
B3126:250283816	PC_N57_ID2_mrg:250276279	PC_N57_ID2_mrg:250276279	2919	16	16	1492.62839920915	1	9042
A4975:250423018	PC_N57_ID2_mrg:250276279	PC_N57_ID2_mrg:250276279	2465	16	16	1572.1580142626	1	9121
A4508:250417622	PC_N57_ID2_mrg:250276279	PC_N57_ID2_mrg:250276279	2304	16	16	1454.07695025024	1	9015
E1186:250310573	PC_J07_ID2_mrg:250276269	PC_N57_ID2_mrg:250276279	3776	5	16	970.209786150193	2	9122
A2998:250412920	PC_N57_ID2_mrg:250276279	PC_N57_ID2_mrg:250276279	1626	16	16	1547.84145965924	1	9084
A2769:250412702	PC_N57_ID2_mrg:250276279	PC_N57_ID2_mrg:250276279	1464	16	16	1526.06215697341	1	9071
E1403:250271903	PC_J07_ID2_mrg:250276269	PC_N57_ID2_mrg:250276279	3881	5	16	998.21690000355	1	9118
A3135:250413047	PC_N57_ID2_mrg:250276279	PC_N57_ID2_mrg:250276279	1724	16	16	1485.16475183326	1	9072
A5458_1:250441833	PC_J07_ID2_mrg:250276269	PC_N57_ID2_mrg:250276279	4727	5	16	784.535811009631	1	8489
A5294:250420791	PC_N57_ID2_mrg:250276279	PC_N57_ID2_mrg:250276279	2593	16	16	1473.65307499942	1	9008
A3542:250413319	PC_J07_ID2_mrg:250276269	PC_N57_ID2_mrg:250276279	1934	5	16	1021.64119318075	2	9158
A5451_1:250441832	PC_J07_ID2_mrg:250276269	PC_N57_ID2_mrg:250276279	4726	5	16	830.493059912525	2	8628
A0908:250416303	PC_J07_ID2_mrg:250276269	PC_N57_ID2_mrg:250276279	476	5	16	958.912373677718	1	9068
A4017:250417361	PC_N57_ID2_mrg:250276279	PC_N57_ID2_mrg:250276279	2103	16	16	1467.17770178452	1	8967
A1870:250416918	PC_N57_ID2_mrg:250276279	PC_N57_ID2_mrg:250276279	935	16	16	1487.19772856241	1	9009
E1481:250271939	PC_J07_ID2_mrg:250276269	PC_N57_ID2_mrg:250276279	3918	5	16	1019.80424576625	2	9174
A0995:250416391	PC_N57_ID2_mrg:250276279	PC_N57_ID2_mrg:250276279	533	16	16	1496.17978032904	1	9020
A3273:250413093	PC_J07_ID2_mrg:250276269	PC_N57_ID2_mrg:250276279	1771	5	16	1014.28333411508	2	9170
E1146:250278070	PC_L12_ID2_mrg:250276272	PC_N57_ID2_mrg:250276279	3752	10	16	953.348805987414	2	8958
A4981:250423021	PC_N57_ID2_mrg:250276279	PC_N57_ID2_mrg:250276279	2468	16	16	1546.63330363442	1	9075
E1149:250310553	PC_N57_ID2_mrg:250276279	PC_N57_ID2_mrg:250276279	3754	16	16	1549.76689136608	1	9105
E1780:250284380	PC_L12_ID2_mrg:250276272	PC_N57_ID2_mrg:250276279	4083	10	16	824.928421602839	1	8312
A3757:250417269	PC_L12_ID2_mrg:250276272	PC_N57_ID2_mrg:250276279	2042	10	16	975.521820685724	2	9045
E1649:250272061	PC_I11_ID2_mrg:250276264	PC_N57_ID2_mrg:250276279	4016	1	16	920.591088729296	1	9117
E1718:250272089	PC_J07_ID2_mrg:250276269	PC_N57_ID2_mrg:250276279	4042	5	16	1010.4338360997	1	9158
A5298:250420795	PC_N57_ID2_mrg:250276279	PC_N57_ID2_mrg:250276279	2597	16	16	1447.23951584408	1	9046
E0254:250283160	PC_J07_ID2_mrg:250276269	PC_N57_ID2_mrg:250276279	3335	5	16	950.714600674666	1	9130
E0867:250277936	PC_L12_ID2_mrg:250276272	PC_N57_ID2_mrg:250276279	3638	10	16	958.711795629344	1	9118
A3073:250441920	PC_J07_ID2_mrg:250276269	PC_N57_ID2_mrg:250276279	1680	5	16	1003.91432800917	2	9116
E2759:250272651	PC_N57_ID2_mrg:250276279	PC_N57_ID2_mrg:250276279	4567	16	16	1526.86185570034	1	9084
E0874:250284337	PC_L12_ID2_mrg:250276272	PC_N57_ID2_mrg:250276279	3641	10	16	824.759750106939	2	8530
E2229:250284514	PC_L12_ID2_mrg:250276272	PC_N57_ID2_mrg:250276279	4337	10	16	991.977774485276	2	9143
A1058:250416433	PC_J07_ID2_mrg:250276269	PC_N57_ID2_mrg:250276279	575	5	16	980.10163128647	1	9127
E2430:250284105	PC_K55_ID2_mrg:250276291	PC_N57_ID2_mrg:250276279	4444	8	16	1071.53753083447	1	9160
E0789:250277900	PC_N57_ID2_mrg:250276279	PC_N57_ID2_mrg:250276279	3601	16	16	1495.1964217767	1	9017
A1828:250416892	PC_N57_ID2_mrg:250276279	PC_N57_ID2_mrg:250276279	909	16	16	1516.14353839622	1	9045
A5988:250441808	PC_J07_ID2_mrg:250276269	PC_N57_ID2_mrg:250276279	2851	5	16	967.806661164057	2	9085
A2457:250412538	PC_N57_ID2_mrg:250276279	PC_N57_ID2_mrg:250276279	1261	16	16	1548.75664453157	1	9122
A0930:250441884	PC_N57_ID2_mrg:250276279	PC_N57_ID2_mrg:250276279	489	16	16	1466.64159554046	1	9058
A3473:250413251	PC_N57_ID2_mrg:250276279	PC_N57_ID2_mrg:250276279	1897	16	16	1509.45551503128	1	9094
E0582:250284321	PC_L12_ID2_mrg:250276272	PC_N57_ID2_mrg:250276279	3493	10	16	1022.52876067724	2	9155
A0691:250416156	PC_J07_ID2_mrg:250276269	PC_N57_ID2_mrg:250276279	359	5	16	991.494970824973	2	9132
E2015:250272316	PC_J07_ID2_mrg:250276269	PC_N57_ID2_mrg:250276279	4220	5	16	947.03222309619	1	9077
E0376:250283219	PC_J07_ID2_mrg:250276269	PC_N57_ID2_mrg:250276279	3404	5	16	961.290762860812	2	9158
A2551:250412582	PC_J07_ID2_mrg:250276269	PC_N57_ID2_mrg:250276279	1306	5	16	1029.43640367857	1	9157
A4960:250423013	PC_L12_ID2_mrg:250276272	PC_N57_ID2_mrg:250276279	2460	10	16	1024.5906868405	2	9152
A2725:250412681	PC_L12_ID2_mrg:250276272	PC_N57_ID2_mrg:250276279	1441	10	16	1016.69890109869	1	9081
A4985:250423024	PC_N57_ID2_mrg:250276279	PC_N57_ID2_mrg:250276279	2471	16	16	1567.87857529475	1	9111
E1441:250284366	PC_N57_ID2_mrg:250276279	PC_N57_ID2_mrg:250276279	3901	16	16	1476.96257728448	1	9103
A0932:250416347	PC_J07_ID2_mrg:250276269	PC_N57_ID2_mrg:250276279	490	5	16	972.91504963136	2	9098
E0328:250283200	PC_N57_ID2_mrg:250276279	PC_N57_ID2_mrg:250276279	3380	16	16	1477.63625497625	1	9060
A0114:250415760	PC_N57_ID2_mrg:250276279	PC_N57_ID2_mrg:250276279	53	16	16	1489.88426382534	1	9020
A5451:250420873	PC_J07_ID2_mrg:250276269	PC_N57_ID2_mrg:250276279	2675	5	16	980.872209938076	2	9114
A4246:250417488	PC_L12_ID2_mrg:250276272	PC_N57_ID2_mrg:250276279	2197	10	16	970.307915963938	2	9059
A2684:250442186	PC_N57_ID2_mrg:250276279	PC_N57_ID2_mrg:250276279	1415	16	16	1396.9645255644	1	9041
A4240:250417453	PC_J07_ID2_mrg:250276269	PC_N57_ID2_mrg:250276279	2193	5	16	1003.84375105674	1	9098
E1538:250271966	PC_J07_ID2_mrg:250276269	PC_N57_ID2_mrg:250276279	3945	5	16	985.523081400926	1	9118
E2436:250284108	PC_L12_ID2_mrg:250276272	PC_N57_ID2_mrg:250276279	4447	10	16	1037.88959167256	1	9172
A1992:250417000	PC_J07_ID2_mrg:250276269	PC_N57_ID2_mrg:250276279	985	5	16	988.120812852983	2	9067
A3289:250413109	PC_L12_ID2_mrg:250276272	PC_N57_ID2_mrg:250276279	1785	10	16	1031.34119698927	2	9131
A0353:250441877	PC_N57_ID2_mrg:250276279	PC_N57_ID2_mrg:250276279	177	16	16	1443.72410255165	1	9035
E2306:250284041	PC_L12_ID2_mrg:250276272	PC_N57_ID2_mrg:250276279	4370	10	16	486.267987524026	2	6584
E0290:250283182	PC_J07_ID2_mrg:250276269	PC_N57_ID2_mrg:250276279	3359	5	16	1006.25956857481	1	9165
E2272:250284435	PC_J07_ID2_mrg:250276269	PC_N57_ID2_mrg:250276279	4350	5	16	1019.6340069547	2	9146
A5463:250420879	PC_L12_ID2_mrg:250276272	PC_N57_ID2_mrg:250276279	2681	10	16	995.006537337707	2	9114
A2383:250412455	PC_J07_ID2_mrg:250276269	PC_N57_ID2_mrg:250276279	1208	5	16	1042.54722032058	1	9150
E0298:250284307	PC_L12_ID2_mrg:250276272	PC_N57_ID2_mrg:250276279	3364	10	16	943.525896944931	2	9093
E0916:250277986	PC_J07_ID2_mrg:250276269	PC_N57_ID2_mrg:250276279	3659	5	16	914.060150390556	1	8870
E2513:250283674	PC_J07_ID2_mrg:250276269	PC_N57_ID2_mrg:250276279	4488	5	16	978.368432947416	1	9140
A4390:250417550	PC_N57_ID2_mrg:250276279	PC_N57_ID2_mrg:250276279	2261	16	16	1533.03967050787	1	9074
A2080:250417054	PC_L12_ID2_mrg:250276272	PC_N57_ID2_mrg:250276279	1039	10	16	969.48664374074	1	9052
E0257:250283162	PC_J07_ID2_mrg:250276269	PC_N57_ID2_mrg:250276279	3337	5	16	965.579346971452	2	9161
A5143:250421345	PC_L12_ID2_mrg:250276272	PC_N57_ID2_mrg:250276279	2538	10	16	1017.51173929025	1	9139
A4483:250417579	PC_J07_ID2_mrg:250276269	PC_N57_ID2_mrg:250276279	2291	5	16	959.158934692114	2	9078
A3802:250417300	PC_I11_ID2_mrg:250276264	PC_N58_ID2_mrg:250276280	2074	1	17	942.776770509961	2	8969
E0955:250278000	PC_K55_ID2_mrg:250276291	PC_N58_ID2_mrg:250276280	3674	8	17	942.970917462775	1	9016
E0449:250283246	PC_J07_ID2_mrg:250276269	PC_N58_ID2_mrg:250276280	3433	5	17	993.255985513613	1	9153
A3432:250413226	PC_N58_ID2_mrg:250276280	PC_N58_ID2_mrg:250276280	1873	17	17	1562.91570672038	1	9108
A5761:250421001	PC_J07_ID2_mrg:250276269	PC_N58_ID2_mrg:250276280	2775	5	17	997.289959082271	1	9054
A0631:250416126	PC_I11_ID2_mrg:250276264	PC_N58_ID2_mrg:250276280	329	1	17	1028.12669846364	2	9143
A3477:250413253	PC_K55_ID2_mrg:250276291	PC_N58_ID2_mrg:250276280	1899	8	17	978.198011598062	2	9041
E0099:250277628	PC_K55_ID2_mrg:250276291	PC_N58_ID2_mrg:250276280	3260	8	17	1014.16961279697	2	9169
E2958:250272796	PC_K55_ID2_mrg:250276291	PC_N58_ID2_mrg:250276280	4683	8	17	999.278180366189	2	9159
A2811:250412727	PC_J14_ID2_mrg:250276270	PC_N58_ID2_mrg:250276280	1488	6	17	897.445537981774	2	8730
A3801:250417299	PC_I11_ID2_mrg:250276264	PC_N58_ID2_mrg:250276280	2073	1	17	972.957245788755	1	8949
E2330:250284055	PC_I11_ID2_mrg:250276264	PC_N58_ID2_mrg:250276280	4384	1	17	904.227100010408	2	8920
A2657:250442165	PC_N57_ID2_mrg:250276279	PC_N58_ID2_mrg:250276280	1393	16	17	1033.79459515128	2	9032
E0046:250277608	PC_N58_ID2_mrg:250276280	PC_N58_ID2_mrg:250276280	3238	17	17	1485.91653193067	1	8957
A2975:250412869	PC_N58_ID2_mrg:250276280	PC_N58_ID2_mrg:250276280	1606	17	17	1452.38930191391	1	9038
A5035:250421296	PC_N57_ID2_mrg:250276279	PC_N58_ID2_mrg:250276280	2490	16	17	1041.23798785805	1	9152
E1282:250310615	PC_N58_ID2_mrg:250276280	PC_N58_ID2_mrg:250276280	3821	17	17	1502.8031974069	1	9074
A1840:250416903	PC_N58_ID2_mrg:250276280	PC_N58_ID2_mrg:250276280	920	17	17	1478.40193508086	1	9036
A5335:250420814	PC_I11_ID2_mrg:250276264	PC_N58_ID2_mrg:250276280	2617	1	17	984.72083216751	1	9048
A0886:250416286	PC_N58_ID2_mrg:250276280	PC_N58_ID2_mrg:250276280	459	17	17	1481.16444500497	1	8945
A2790:250412715	PC_I11_ID2_mrg:250276264	PC_N58_ID2_mrg:250276280	1476	1	17	1022.88541553391	2	9119
E2573:250283694	PC_I11_ID2_mrg:250276264	PC_N58_ID2_mrg:250276280	4506	1	17	1026.784968773	1	9185
A5494:250420928	PC_I11_ID2_mrg:250276264	PC_N58_ID2_mrg:250276280	2699	1	17	973.914318266139	1	9025
E2981:250272815	PC_I11_ID2_mrg:250276264	PC_N58_ID2_mrg:250276280	4701	1	17	1048.60476663245	2	9169
B3724:250314842	PC_I11_ID2_mrg:250276264	PC_N58_ID2_mrg:250276280	3218	1	17	1015.64032517689	1	9175
A4575:250417659	PC_I11_ID2_mrg:250276264	PC_N58_ID2_mrg:250276280	2339	1	17	960.070666789143	1	9018
E1241:250310591	PC_N57_ID2_mrg:250276279	PC_N58_ID2_mrg:250276280	3798	16	17	1030.70951874226	2	9174
A4298:250417512	PC_I11_ID2_mrg:250276264	PC_N58_ID2_mrg:250276280	2219	1	17	989.155924434621	2	9004
