kid,nhet,kerr10,kerr12,nmaj,kerr01,kerr02,nmnr,kerr20,kerr21,er0,er1,er2,toter
E0170:250277659,27455,0,0,162024,0,0,4521,0,0,0,0,0,0
A3262:250413084,27455,0,0,162024,0,0,4521,0,0,0,0,0,0
E1916:250272266,27455,0,0,162024,0,0,4521,0,0,0,0,0,0
E2358:250284072,27455,0,0,162024,0,0,4521,0,0,0,0,0,0
A5277:250421382,27455,0,0,162024,0,0,4521,0,0,0,0,0,0
E0354:250283209,27455,0,0,162024,0,0,4521,0,0,0,0,0,0
A2283:250412413,27455,0,0,162024,0,0,4521,0,0,0,0,0,0
A1824:250416890,27455,0,0,162024,0,0,4521,0,0,0,0,0,0
A3297:250413115,27455,0,0,162024,0,0,4521,0,0,0,0,0,0
A0321:250415893,27455,0,0,162024,0,0,4521,0,0,0,0,0,0
E0716:250277868,27455,0,0,162024,0,0,4521,0,0,0,0,0,0
B3113:250283809,27455,0,0,162024,0,0,4521,0,0,0,0,0,0
A1764:250416865,27455,0,0,162024,0,0,4521,0,0,0,0,0,0
A0560:250416092,27455,0,0,162024,0,0,4521,0,0,0,0,0,0
A3679:250417234,27455,0,0,162024,0,0,4521,0,0,0,0,0,0
B3268:250273032,27455,0,0,162024,0,0,4521,0,0,0,0,0,0
E2960_2:250284503,27455,0,0,162024,0,0,4521,0,0,0,0,0,0
A1317:250416629,27455,0,0,162024,0,0,4521,0,0,0,0,0,0
E2959:250272797,27455,0,0,162024,0,0,4521,0,0,0,0,0,0
A1032:250416416,27455,0,0,162024,0,0,4521,0,0,0,0,0,0
E1356_1:250442014,27455,0,0,162024,0,0,4521,0,0,0,0,0,0
B3051:250272853,27455,0,0,162024,0,0,4521,0,0,0,0,0,0
E0628:250283104,27455,0,0,162024,0,0,4521,0,0,0,0,0,0
A0213:250415850,27455,0,0,162024,0,0,4521,0,0,0,0,0,0
E2417:250284096,27455,0,0,162024,0,0,4521,0,0,0,0,0,0
A1202:250416544,27455,0,0,162024,0,0,4521,0,0,0,0,0,0
A3108:250412996,27455,0,0,162024,0,0,4521,0,0,0,0,0,0
E2451:250284117,27455,0,0,162024,0,0,4521,0,0,0,0,0,0
E1835:250310734,27455,0,0,162024,0,0,4521,0,0,0,0,0,0
A3140:250413050,27754,0,0.000324277581609858,172883,0,5.20583284649156e-05,4995,0,0,5.20583284649156e-05,0.000324277581609858,0,8.75350140056022e-05
A2983:250412876,27754,0.000252215896807667,0,172883,5.78425871832395e-06,0,4995,0,0.0002002002002002,5.78425871832395e-06,0.000252215896807667,0.0002002002002002,4.37675070028011e-05
A3593:250413354,27754,0.000252215896807667,0.000324277581609858,172883,5.78425871832395e-06,5.20583284649156e-05,4995,0,0.0002002002002002,5.78425871832395e-05,0.000576493478417525,0.0002002002002002,0.000131302521008403
A2837:250412740,27754,0.000252215896807667,0,172883,5.78425871832395e-06,0,4995,0,0.0002002002002002,5.78425871832395e-06,0.000252215896807667,0.0002002002002002,4.37675070028011e-05
A3743:250417258,27754,0.000252215896807667,0.000360308424010953,172883,2.89212935916198e-05,5.78425871832395e-05,4995,0,0.000800800800800801,8.67638807748593e-05,0.000612524320818621,0.000800800800800801,0.000175070028011204
E2766:250272655,27754,0,0,172883,0,0,4995,0,0,0,0,0,0
E1248:250310594,27754,0.000252215896807667,0.000324277581609858,172883,5.78425871832395e-06,5.20583284649156e-05,4995,0,0.0002002002002002,5.78425871832395e-05,0.000576493478417525,0.0002002002002002,0.000131302521008403
A0439:250415984,27754,0,0,172883,0,0,4995,0,0,0,0,0,0
A3704:250417242,27754,0,0,172883,0,0,4995,0,0,0,0,0,0
A3325:250413135,27754,0.000252215896807667,0,172883,5.78425871832395e-06,0,4995,0,0.0002002002002002,5.78425871832395e-06,0.000252215896807667,0.0002002002002002,4.37675070028011e-05
E1416:250271909,27754,0.000252215896807667,0.000324277581609858,172883,5.78425871832395e-06,5.20583284649156e-05,4995,0,0.0002002002002002,5.78425871832395e-05,0.000576493478417525,0.0002002002002002,0.000131302521008403
A0551:250416055,27754,0,0,172883,0,0,4995,0,0,0,0,0,0
A4176:250417421,27754,0.000252215896807667,0.000324277581609858,172883,5.78425871832395e-06,5.20583284649156e-05,4995,0,0.0002002002002002,5.78425871832395e-05,0.000576493478417525,0.0002002002002002,0.000131302521008403
A0263:250415866,26558,0,0,164001,0,0,4832,0,0,0,0,0,0
E1873:250310758,28933,0,0,163809,0,0,5073,0,0,0,0,0,0
E2217:250272451,29012,0,0,164656,0,0,5096,0,0,0,0,0,0
E2353:250284068,29012,0,0,164656,0,0,5096,0,0,0,0,0,0
A4534:250417631,28933,0,0,163809,0,0,5073,0,0,0,0,0,0
A2648:250442157,28463,0,0,163383,0,0,5540,0,0,0,0,0,0
E2685:250283731,29715,0,0,161247,0,0,4970,0,0,0,0,0,0
E2773:250272657,29012,0,0,164656,0,0,5096,0,0,0,0,0,0
E2156:250272417,29715,0,0,161247,0,0,4970,0,0,0,0,0,0
A3717:250417248,29012,0,0,164656,0,0,5096,0,0,0,0,0,0
E2566:250283692,29012,0,0,164656,0,0,5096,0,0,0,0,0,0
B3390:250273095,29715,0,0,161247,0,0,4970,0,0,0,0,0,0
A5772:250421006,28463,0,0,163383,0,0,5540,0,0,0,0,0,0
A4200:250417433,29715,0,0,161247,0,0,4970,0,0,0,0,0,0
A1533:250416759,29012,0,0,164656,0,0,5096,0,0,0,0,0,0
A0859:250416266,28463,0,0,163383,0,0,5540,0,0,0,0,0,0
E0564:250283070,28933,0,0,163809,0,0,5073,0,0,0,0,0,0
E1601:250272038,28463,0,0,163383,0,0,5540,0,0,0,0,0,0
E2159:250272418,30224,0,0,163040,0,0,4725,0,0,0,0,0,0
A4368:250417540,28463,0,0,163383,0,0,5540,0,0,0,0,0,0
A0788:250416231,28463,0,0,163383,0,0,5540,0,0,0,0,0,0
A0944:250416357,28463,0,0,163383,0,0,5540,0,0,0,0,0,0
B3175:250283846,28933,0,0,163809,0,0,5073,0,0,0,0,0,0
A2883:250412797,26200,7.63358778625954e-05,0.000152671755725191,175007,0,2.28562286079985e-05,6915,0,0,2.28562286079985e-05,0.000229007633587786,0,4.80487406425078e-05
B3324:250273057,26200,0.000381679389312977,0.000114503816793893,175007,0,1.71421714559989e-05,6915,0,0,1.71421714559989e-05,0.00049618320610687,0,7.68779850280124e-05
A1029:250416413,26200,0.000305343511450382,3.81679389312977e-05,175007,0,5.71405715199963e-06,6915,0,0,5.71405715199963e-06,0.000343511450381679,0,4.80487406425078e-05
A2158:250417141,26200,0.000381679389312977,0.000114503816793893,175007,0,1.71421714559989e-05,6915,0,0,1.71421714559989e-05,0.00049618320610687,0,7.68779850280124e-05
A2583:250412605,26200,0,0.000458015267175573,175007,0,6.85686858239956e-05,6915,0,0,6.85686858239956e-05,0.000458015267175573,0,0.000115316977542019
E2979:250272813,26200,0.000305343511450382,0.000381679389312977,175007,0,5.71405715199963e-05,6915,0,0,5.71405715199963e-05,0.000687022900763359,0,0.000134536473799022
A1775:250416869,26200,7.63358778625954e-05,7.63358778625954e-05,175007,0,1.14281143039993e-05,6915,0,0,1.14281143039993e-05,0.000152671755725191,0,2.88292443855047e-05
A0081:250415743,28707,0.000104504127913053,0.000104504127913053,173189,7.50625039696516e-05,1.73221163006888e-05,4916,0,0,9.23846202703405e-05,0.000209008255826105,0,0.000106376805988047
E0342:250283205,26200,0.000381679389312977,0.000114503816793893,175007,0,1.71421714559989e-05,6915,0,0,1.71421714559989e-05,0.00049618320610687,0,7.68779850280124e-05
A5745:250420994,26200,0.000305343511450382,3.81679389312977e-05,175007,0,5.71405715199963e-06,6915,0,0,5.71405715199963e-06,0.000343511450381679,0,4.80487406425078e-05
