er0,er01,er02,er1,er10,er12,er2,er20,er21,k01,k02,k21,k20,fam
0.00396890477908617,0.00321448486240037,0.0007544199166858,0.505597500650872,0.272650351470971,0.232947149179901,0.020253164556962,0.00253164556962025,0.0177215189873418,0.0345193495152078,0.0300145851712213,0.184750035592626,0.187107830030453,164_1_Tuxpeno_El_Aguacatito_Mex_:250426647
0.00123903695245499,0.00119044726804499,4.85896844099998e-05,0.174456577201755,0.0997040514338198,0.0747525257679355,0.00621890547263682,0,0.00621890547263682,0.0117298633533348,0.0112101034214246,0.0749616070873761,0.0841389187253849,170_2_Tuxpeno_El_Aguacatito_Mex_:250358088
0.00827049952874647,0.00791705937794534,0.000353440150801131,0.239797991524932,0.134440123062634,0.105357868462298,0.0579190158892875,0.00410046130189646,0.0538185545873911,0.0185165665421915,0.0161025739606808,0.1083282275982,0.111270987665782,166_9_Tuxpeno_El_Aguacatito_Mex_:250358067
0.00115893655981272,0.0010662216350277,9.27149247850173e-05,0.217343259276492,0.113935093637315,0.103408165639176,0.00546719681908549,0.000497017892644135,0.00497017892644135,0.0165010156108513,0.0135398495967741,0.103326256192498,0.102624415254909,166_12_Tuxpeno_El_Aguacatito_Mex_:250358070
0.0352670854589148,0.0341709178295881,0.0010961676293267,0.204226321585903,0.116602422907489,0.0876238986784141,0.178171304662089,0.0108420672208168,0.167329237441272,0.0153200488820675,0.015390226965452,0.102756834690935,0.126110034621142,169_6_Tuxpeno_El_Aguacatito_Mex_:250358083
0.00216930683079407,0.00189183735243669,0.000277469478357381,0.581316998468606,0.300459418070444,0.280857580398162,0.00648854961832061,0.00152671755725191,0.0049618320610687,0.0301384972744455,0.0270317462854866,0.166600898135068,0.164138524311995,164_14_Tuxpeno_El_Aguacatito_Mex_:250426648
0.00450540648778534,0.00438025630756908,0.00012515018021626,0.199822333699117,0.110727909285677,0.0890944244134399,0.0145038167938931,0,0.0145038167938931,0.0154082962414834,0.0127916984208487,0.0952140681732405,0.0972202319803501,171_5_Tuxpeno_El_Aguacatito_Mex_:250358097
0.00103896103896104,0.000997402597402597,4.15584415584416e-05,0.288451840645487,0.149773071104387,0.138678769541099,0.00510204081632653,0.000255102040816327,0.0048469387755102,0.016927992914359,0.0139188190104191,0.10040487611671,0.0954392759172058,171_13_Tuxpeno_El_Aguacatito_Mex_:250358104
0.00605614401747969,0.0056049019142165,0.000451242103263193,0.242251267004535,0.13459589223793,0.107655374766604,0.0338612779901693,0.00327689787001638,0.0305843801201529,0.0168700895702709,0.0150595084519161,0.110762344978134,0.115360808128164,164_8_Tuxpeno_El_Aguacatito_Mex_:250358054
0.0016521260253326,0.00139126402133272,0.000260862003999884,0.264369666720335,0.14297214619224,0.121397520528095,0.00489596083231334,0,0.00489596083231334,0.0184711731411638,0.0165434140407287,0.107955416868209,0.116539645836037,170_1_Tuxpeno_El_Aguacatito_Mex_:250358087
0.00212808405932034,0.00192857617875906,0.000199507880561282,0.271591355599214,0.139960707269155,0.131630648330059,0.0125,0,0.0125,0.0342440205957371,0.0191359687974012,0.158345884355969,0.134863466701591,165_4_Tuxpeno_El_Aguacatito_Mex_:250358059
0.0019947579616357,0.00190197852155962,9.27794400760791e-05,0.273899768372289,0.148768161718256,0.125131606654032,0.00518754988028731,0.000399042298483639,0.00478850758180367,0.0188735450252981,0.0167885629429392,0.116407580753882,0.115099299419678,171_10_Tuxpeno_El_Aguacatito_Mex_:250358102
0.000854286439934428,0.000738842326429775,0.000115444113504652,0.480401621934736,0.246572697431937,0.2338289245028,0.00291290416545296,0.000582580833090591,0.00233032333236237,0.0257124982817002,0.0244366080621225,0.147153562489818,0.152666498822623,170_7_Tuxpeno_El_Aguacatito_Mex_:250426650
0.00216089254257193,0.00206694069289489,9.39518496770405e-05,0.358085186581229,0.183942706370147,0.174142480211082,0.0142412105028927,0.000890075656430797,0.0133511348464619,0.0215391181136595,0.017880628953018,0.126531934421509,0.124757499955009,169_11_Tuxpeno_El_Aguacatito_Mex_:250358085
0.02055617805847,0.0200468574921055,0.00050932056636447,0.208755426917511,0.119030390738061,0.0897250361794501,0.113661202185792,0.010655737704918,0.103005464480874,0.0124097596424275,0.0118955977728581,0.0800635995281325,0.0880021427798009,170_11_Tuxpeno_El_Aguacatito_Mex_:250358092
0.00174839068584598,0.00172852260987046,1.98680759755225e-05,0.195430436556508,0.0971032231742146,0.0983272133822929,0.00459159014016433,0,0.00459159014016433,0.0107114628472327,0.0109328228476577,0.071591944135209,0.0841969436291873,171_11_Tuxpeno_El_Aguacatito_Mex_:250358103
0.00118660157309466,0.00118660157309466,0,0.261000768133436,0.136179084823878,0.124821683309558,0,0,0,0.023986087659666,0.0165170165701468,0.127133971147158,0.121315012148035,170_12_Tuxpeno_El_Aguacatito_Mex_:250358093
0.0014683132751252,0.0014158735152993,5.24397598259e-05,0.257871491665479,0.131785154580425,0.126086337085055,0.0121278941565601,0.00330760749724366,0.00882028665931643,0.020449987247997,0.015461866480744,0.110703956950793,0.110850868245753,166_10_Tuxpeno_El_Aguacatito_Mex_:250358068
