pid,mr
PC_I11_ID2_mrg:250276264,0.0611365942006435
PC_I50_ID2_mrg:250276265,0.0595837508479956
PC_I52_ID1_1:250276205,0.0595806389374693
PC_I55_ID2_mrg:250276267,0.0507614845057975
PC_J13_ID1_1:250276216,0.063756822863829
PC_J14_ID2_mrg:250276270,0.0561482016269068
PC_J48_ID2_mrg:250276262,0.0627641234059238
PC_J50_ID1_1:250276220,0.0626614303585543
PC_K55_ID2_mrg:250276291,0.0607413815637973
PC_L12_ID1_1:250276229,0.051060227916327
PC_L12_ID2_mrg:250276272,0.0522583134689711
PC_L14_ID1_1:250276230,0.0530300672795056
PC_L48_ID2_mrg:250276273,0.075827923795535
PC_L56_ID1_1:250276233,0.0559957180111157
PC_M15_ID1_1:250276235,0.0630939859217168
PC_N04_ID1_1:250276239,0.059792248853261
PC_N07_ID1_1:250276240,0.0578348571321877
PC_N10_ID2_mrg:250276277,0.050185781058423
PC_N14_ID2_mrg:250276278,0.0671830363533388
PC_N57_ID2_mrg:250276279,0.0632184623427707
PC_N58_ID2_mrg:250276280,0.062596080237501
PC_O08_ID2_mrg:250276281,0.060623128963796
PC_O51_ID2_mrg:250276282,0.0483590895794564
PC_O59_ID2_mrg:250276284,0.0585910513900904
PC_I05_ID1_1:250276198,0.00370628543688112
PC_I06_ID1_1:250276199,0.000295631500003112
PC_I08_ID1_1:250276200,0.00266379541055436
PC_I58_ID1_1:250276208,0.00215033017370685
PC_I58_ID2_mrg:250276268,0.00217211354739129
PC_J04_ID1_1:250276210,0.00152172424738444
PC_J07_ID2_mrg:250276269,0.000550808163163693
PC_J12_ID1_1:250276215,0.00718228949481245
PC_J51_ID1_1:250276221,0.0117350145948604
PC_K02_ID1_1:250276222,0.00116074262632801
PC_K60_ID1_1:250276225,0.00103004238422137
PC_L06_ID2_mrg:250276271,0.00245840931581535
PC_L08_ID1_1:250276227,0.00260155720002738
PC_M05_ID1_1:250276234,0.000690844136849377
PC_M58_ID1_4:250276236,0.0020383013947583
PC_M59_ID1_1:250276237,0.00614913520006473
PC_N03_ID2_mrg:250276274,0.00156840290527967
PC_N07_ID2_mrg:250276276,0.000805984826324273
PC_N09_ID1_1:250276242,0.00225924704212904
PC_N13_ID1_1:250276246,0.000886894500009336
PC_N48_ID1_1:250276249,0.0101728355106334
PC_I11_ID1_1:250276201,0.0726537750586595
PC_I50_ID1_1:250276203,0.00106738531053755
PC_I53_ID1_1:250276206,0.0618149906953875
PC_J01_ID1_1:250276209,0.50241173065792
PC_J07_ID1_1:250276211,0.00413261717899087
PC_J08_ID1_1:250276213,0.00384009758951411
PC_J10_ID1_2:250276214,0.00034231015789834
PC_J14_ID1_1:250276217,0.0123978515369726
PC_K54_ID1_1:250276223,2.80071947371369e-05
PC_K55_ID1_1:250276224,0.0935378066009846
PC_L10_ID1_1:250276228,0.0372589047319711
PC_L48_ID1_1:250276231,0.00699557486323153
PC_N10_ID1_1:250276243,0.114340928469625
PC_N11_ID1_1:250276245,0.000239617110528838
PC_N14_ID1_1:250276247,0.211115122018012
PC_N56_ID1_1:250276250,0.00950066283694211
PC_N57_ID1_1:250276251,0.099693165622102
PC_N58_ID1_1:250276253,0.00359114474740622
PC_N60_ID1_1:250276255,0.137499766606711
PC_O08_ID1_1:250276256,0.0741350444692014
PC_O10_ID1_1:250276258,0.00708893217902199
PC_O51_ID1_1:250276259,0.071738873363913
PC_O59_ID1_1:250276261,0.00244284976318361
B3397:250273100,0.000805984826324273
B3721:250314839,0.000805984826324273
E1774:250310699,0.0628263616164508
A2835:250412739,0.0628263616164508
A4798:250422954,0.0628263616164508
A3309:250413125,0.000805984826324273
A3043:250412950,0.0628263616164508
E0205:250277674,0.000805984826324273
E1730:250272096,0.0628263616164508
A4651:250417683,0.0628263616164508
A1957:250416986,0.000805984826324273
A4452:250417569,0.0628263616164508
A0640:250416131,0.0628263616164508
A2435:250412489,0.000805984826324273
E0779:250277898,0.0628263616164508
A0024:250415720,0.000805984826324273
E0769:250284333,0.000805984826324273
E2673:250283726,0.0597020034479969
E2963:250272799,0.0628263616164508
E1792_1:250442019,0.0628263616164508
A2498:250412557,0.050185781058423
A3126:250413041,0.0928500743746616
A5837:250441767,0.11258892284329
A1270:250416608,0.050185781058423
B3054:250272856,0.050185781058423
A0013:250415712,0.050185781058423
A2436:250412490,0.050185781058423
A0738:250416178,0.050185781058423
E0958:250278003,0.050185781058423
A1416:250416686,0.050185781058423
A2185:250417159,0.050185781058423
E0471:250283035,0.050185781058423
A1089:250416485,0.0928500743746616
A2985:250412878,0.050185781058423
A3794:250417294,0.050185781058423
E2995:250272825,0.050185781058423
A2164:250417146,0.0928500743746616
E2786:250272672,0.050185781058423
A0035:250415726,0.0928500743746616
A3373:250413186,0.0986880185220915
A0862:250416268,0.0986880185220915
A5795:250441746,0.050185781058423
A2382:250412454,0.050185781058423
A2776:250412707,0.050185781058423
A1704:250416815,0.0928500743746616
A5830:250441762,0.0513683070584355
A2174:250441892,0.0928500743746616
A3314:250413128,0.050185781058423
E1923:250272269,0.0928500743746616
A2373:250412453,0.0928500743746616
A2723:250412680,0.050185781058423
A0156:250415787,0.050185781058423
E2715:250284461,0.050185781058423
E0774:250277896,0.0986880185220915
A0086:250441871,0.050185781058423
E2635:250284458,0.050185781058423
A1326:250416636,0.0928500743746616
A1398:250416674,0.050185781058423
A3571:250413336,0.0907588705009554
E1690:250272079,0.050185781058423
A0144:250441872,0.050185781058423
A2891:250412802,0.0513683070584355
E1762:250310691,0.0928500743746616
E1299:250310624,0.050185781058423
A4150:250417405,0.050185781058423
A0060:250441870,0.050185781058423
B3403:250273105,0.0928500743746616
A3988:250417326,0.0928500743746616
B3066:250272863,0.050185781058423
A5760:250421000,0.0928500743746616
B3495:250273187,0.050185781058423
A3283:250413102,0.0928500743746616
A0824:250416246,0.050185781058423
A5304:250420796,0.050185781058423
A2485:250412549,0.050185781058423
A3105:250412994,0.050185781058423
A5450:250420872,0.050185781058423
E1433:250271917,0.050185781058423
A1604:250416774,0.050185781058423
A5837_1:250441997,0.11258892284329
E1519:250271952,0.050185781058423
A5284:250421388,0.0928500743746616
E1496:250284367,0.050185781058423
E0711:250277866,0.0928500743746616
E0435:250283238,0.0928500743746616
E1087:250284347,0.050185781058423
A2309:250412430,0.0928500743746616
A0605:250416116,0.0928500743746616
A2032:250417020,0.0928500743746616
A2931:250412829,0.0928500743746616
A0939:250416353,0.0928500743746616
A0850:250416255,0.050185781058423
A2186:250441894,0.050185781058423
A5720:250420979,0.050185781058423
E1425:250271913,0.0928500743746616
A0704:250416167,0.050185781058423
E2286:250272477,0.0928500743746616
A0375:250415922,0.104656662911628
E2137:250272406,0.0675128988691317
E0244:250283156,0.0675128988691317
A5265:250421378,0.0595837508479956
A1490:250416749,0.0595837508479956
A2064:250417044,0.0595837508479956
A3617:250413365,0.0595837508479956
E2313:250284046,0.0595837508479956
A5079:250421318,0.0595837508479956
A4382:250417546,0.0595837508479956
A5881:250441784,0.0595837508479956
E2192:250272439,0.0507614845057975
A2729:250441907,0.0507614845057975
E0465:250283031,0.0675128988691317
A3726:250417251,0.0671830363533388
A3799:250417297,0.0675128988691317
E1386:250271897,0.0671830363533388
A2358:250412449,0.0675128988691317
A3765:250417277,0.0671830363533388
A2649:250442158,0.0671830363533388
A0435:250415983,0.114835722243314
A2194:250417163,0.0675128988691317
E2420:250284099,0.105350618959004
A0190:250415800,0.0671830363533388
A0627:250416124,0.0671830363533388
A4639:250417680,0.104656662911628
A2090:250417065,0.0671830363533388
A3123:250413007,0.0671830363533388
E2885:250272728,0.104656662911628
E0201:250277673,0.104656662911628
E2950:250272790,0.0675128988691317
E2757:250284515,0.0671830363533388
B3250:250283882,0.0671830363533388
A4138:250417400,0.0681695119901913
A1683:250416808,0.0671830363533388
E1370:250271889,0.0671830363533388
A2331:250412440,0.0671830363533388
A0477:250416010,0.104656662911628
A4892:250422993,0.0671830363533388
A3368:250413184,0.0671830363533388
A3776:250417282,0.0675128988691317
A4877:250422985,0.0671830363533388
A5771:250421005,0.0671830363533388
E2967:250272803,0.0675128988691317
E1380:250271893,0.0681695119901913
B3659:250314817,0.0671830363533388
A0571:250416097,0.0671830363533388
A1648:250416792,0.0675128988691317
A4055:250417376,0.1045352984011
A1040:250416420,0.0671830363533388
A2083:250417057,0.0675128988691317
B3700:250314834,0.0671830363533388
A0968:250416373,0.0675128988691317
A0211:250415848,0.0671830363533388
A0771:250416220,0.0671830363533388
A5785:250421009,0.0675128988691317
E0969:250278009,0.105350618959004
