kid,nhet,kerr10,kerr12,nmaj,kerr01,kerr02,nmnr,kerr20,kerr21,er0,er1,er2,toter
13FL991985:250307795,25346,0,0,156291,0,0,4662,0,0,0,0,0,0
14FL992027:250411323,25346,0,0,156291,0,0,4662,0,0,0,0,0,0
13FL990624:250294898,25346,0,0,156291,0,0,4662,0,0,0,0,0,0
13FL990907:250307160,25346,0,0,156291,0,0,4662,0,0,0,0,0,0
14FL991950:250411225,25346,0,0,156291,0,0,4662,0,0,0,0,0,0
14FL991959:250411264,25346,0,0,156291,0,0,4662,0,0,0,0,0,0
13FL991222:250305882,25346,0,0,156291,0,0,4662,0,0,0,0,0,0
14FL991908:250411194,25346,0,0,156291,0,0,4662,0,0,0,0,0,0
14FL992801:250412099,25346,0,0,156291,0,0,4662,0,0,0,0,0,0
13FL991394:MERGE,25346,0,0,156291,0,0,4662,0,0,0,0,0,0
13FL991809:250307571,25346,0,0,156291,0,0,4662,0,0,0,0,0,0
14FL990904:250410121,25346,0,0,156291,0,0,4662,0,0,0,0,0,0
13FL992428:250308305,25346,0,0,156291,0,0,4662,0,0,0,0,0,0
13FL991520:250306124,25346,0,0,156291,0,0,4662,0,0,0,0,0,0
13FL990130:250294344,25346,0,0,156291,0,0,4662,0,0,0,0,0,0
14FL992671:250411960,25346,0,0,156291,0,0,4662,0,0,0,0,0,0
14FL992295:250411577,25346,0,0,156291,0,0,4662,0,0,0,0,0,0
13FL991034:250307299,25346,0,0,156291,0,0,4662,0,0,0,0,0,0
14FL991543:250410842,25346,0,0,156291,0,0,4662,0,0,0,0,0,0
13FL992815:250308916,25346,0,0,156291,0,0,4662,0,0,0,0,0,0
14FL992940:250412219,25346,0,0,156291,0,0,4662,0,0,0,0,0,0
13FL992763:250308837,25346,0,0,156291,0,0,4662,0,0,0,0,0,0
13FL992997:250426850,25346,0,0,156291,0,0,4662,0,0,0,0,0,0
14FL992632:250411927,25346,0,0,156291,0,0,4662,0,0,0,0,0,0
14FL991343:250410595,25346,0,0,156291,0,0,4662,0,0,0,0,0,0
13FL992606:250308658,25346,0,0,156291,0,0,4662,0,0,0,0,0,0
13FL991807:250307569,25346,0,0,156291,0,0,4662,0,0,0,0,0,0
13FL991700:250306320,25346,0,0,156291,0,0,4662,0,0,0,0,0,0
13FL990268:250323672,25346,0,0,156291,0,0,4662,0,0,0,0,0,0
13FL990565:250294854,25346,0,0,156291,0,0,4662,0,0,0,0,0,0
13FL991684:250306304,25346,0,0,156291,0,0,4662,0,0,0,0,0,0
13FL991212:250305873,25346,0,0,156291,0,0,4662,0,0,0,0,0,0
13FL992850:250308946,25346,0,0,156291,0,0,4662,0,0,0,0,0,0
13FL991029:250307294,25346,0,0,156291,0,0,4662,0,0,0,0,0,0
14FL990864:250410055,25346,0,0,156291,0,0,4662,0,0,0,0,0,0
13FL991033:250307298,25346,0,0,156291,0,0,4662,0,0,0,0,0,0
14FL990072:250408014,25346,0,0,156291,0,0,4662,0,0,0,0,0,0
14FL992860:250412162,25346,0,0,156291,0,0,4662,0,0,0,0,0,0
14FL992194:250411481,25346,0,0,156291,0,0,4662,0,0,0,0,0,0
13FL992642:250308693,25346,0,0,156291,0,0,4662,0,0,0,0,0,0
13FL992917:250426774,25346,0,0,156291,0,0,4662,0,0,0,0,0,0
13FL992198:250308042,25346,0,0,156291,0,0,4662,0,0,0,0,0,0
13FL992135:MERGE,25346,0,0,156291,0,0,4662,0,0,0,0,0,0
14FL990047:250407994,25346,0,0,156291,0,0,4662,0,0,0,0,0,0
13FL990729:250295022,25346,0,0,156291,0,0,4662,0,0,0,0,0,0
13FL990831:250307056,25346,0,0,156291,0,0,4662,0,0,0,0,0,0
14FL991361:250410644,25346,0,0,156291,0,0,4662,0,0,0,0,0,0
13FL990008:250304338,25346,0,0,156291,0,0,4662,0,0,0,0,0,0
14FL992908:250412197,25346,0,0,156291,0,0,4662,0,0,0,0,0,0
13FL992664:250308713,25346,0,0,156291,0,0,4662,0,0,0,0,0,0
13FL992281:250308106,25346,0,0,156291,0,0,4662,0,0,0,0,0,0
13FL992335:250308185,25346,0,0,156291,0,0,4662,0,0,0,0,0,0
14FL990720:250409904,25346,0,0,156291,0,0,4662,0,0,0,0,0,0
14FL990166:250409266,25346,0,0,156291,0,0,4662,0,0,0,0,0,0
13FL991049:250307312,25346,0,0,156291,0,0,4662,0,0,0,0,0,0
14FL990301:250409425,25346,0,0,156291,0,0,4662,0,0,0,0,0,0
13FL991811:250307573,25346,0,0,156291,0,0,4662,0,0,0,0,0,0
13FL990187:250294393,25346,0,0,156291,0,0,4662,0,0,0,0,0,0
13FL990364:250294611,25346,0,0,156291,0,0,4662,0,0,0,0,0,0
14FL991057:250410283,25346,0,0,156291,0,0,4662,0,0,0,0,0,0
13FL990387:250294632,25346,0,0,156291,0,0,4662,0,0,0,0,0,0
14FL991934:250411214,25451,0.00035362068288083,7.85823739735177e-05,157471,4.44526293730274e-05,1.27007512494364e-05,4738,0,0,5.71533806224638e-05,0.000432203056854348,0,0.000106575722050517
13FL990476:250294744,25451,0.000275038308907312,3.92911869867589e-05,157471,1.27007512494364e-05,6.3503756247182e-06,4738,0,0,1.90511268741546e-05,0.000314329495894071,0,5.86166471277843e-05
13FL990047:250304376,25451,0.000275038308907312,3.92911869867589e-05,157471,0,6.3503756247182e-06,4738,0,0,6.3503756247182e-06,0.000314329495894071,0,4.79590749227326e-05
14FL991688:250410969,25451,0.000275038308907312,3.92911869867589e-05,157471,0,6.3503756247182e-06,4738,0,0,6.3503756247182e-06,0.000314329495894071,0,4.79590749227326e-05
13FL990984:MERGE,25451,0.000275038308907312,3.92911869867589e-05,157471,0,6.3503756247182e-06,4738,0,0,6.3503756247182e-06,0.000314329495894071,0,4.79590749227326e-05
13FL991808:250307570,25451,0.000275038308907312,3.92911869867589e-05,157471,1.27007512494364e-05,6.3503756247182e-06,4738,0,0,1.90511268741546e-05,0.000314329495894071,0,5.86166471277843e-05
13FL992479:250308352,25451,0.000275038308907312,3.92911869867589e-05,157471,0,6.3503756247182e-06,4738,0,0,6.3503756247182e-06,0.000314329495894071,0,4.79590749227326e-05
13FL990489:250294756,25451,0,3.92911869867589e-05,157471,1.27007512494364e-05,6.3503756247182e-06,4738,0,0,1.90511268741546e-05,3.92911869867589e-05,0,2.13151444101034e-05
14FL991338:250410590,25451,0,0,157471,0,0,4738,0,0,0,0,0,0
13FL992570:250308467,25451,0,3.92911869867589e-05,157471,0,6.3503756247182e-06,4738,0,0,6.3503756247182e-06,3.92911869867589e-05,0,1.06575722050517e-05
13FL991951:250307763,25451,0.000275038308907312,3.92911869867589e-05,157471,1.27007512494364e-05,6.3503756247182e-06,4738,0,0,1.90511268741546e-05,0.000314329495894071,0,5.86166471277843e-05
14FL992237:250411541,25451,0.000275038308907312,0,157471,0,0,4738,0,0,0,0.000275038308907312,0,3.73015027176809e-05
14FL990753:250409935,25451,0.000275038308907312,3.92911869867589e-05,157471,0,6.3503756247182e-06,4738,0,0,6.3503756247182e-06,0.000314329495894071,0,4.79590749227326e-05
14FL992740:250412049,25451,0.000275038308907312,0,157471,1.27007512494364e-05,0,4738,0,0,1.27007512494364e-05,0.000275038308907312,0,4.79590749227326e-05
13FL990247:250323651,25451,0.00035362068288083,0,157471,4.44526293730274e-05,0,4738,0,0,4.44526293730274e-05,0.00035362068288083,0,8.52605776404135e-05
14FL990833:250410030,25451,0.00035362068288083,0,157471,4.44526293730274e-05,0,4738,0,0,4.44526293730274e-05,0.00035362068288083,0,8.52605776404135e-05
13FL990964:250307205,25451,0.000275038308907312,3.92911869867589e-05,157471,0,6.3503756247182e-06,4738,0,0,6.3503756247182e-06,0.000314329495894071,0,4.79590749227326e-05
14FL990472:250409635,25451,0.000275038308907312,7.85823739735177e-05,157471,0,1.27007512494364e-05,4738,0,0,1.27007512494364e-05,0.00035362068288083,0,5.86166471277843e-05
14FL992961:250412232,25451,0.000275038308907312,3.92911869867589e-05,157471,1.27007512494364e-05,6.3503756247182e-06,4738,0,0,1.90511268741546e-05,0.000314329495894071,0,5.86166471277843e-05
14FL991591:250410910,25451,0.00035362068288083,3.92911869867589e-05,157471,5.71533806224638e-05,6.3503756247182e-06,4738,0,0,6.3503756247182e-05,0.000392911869867589,0,0.000106575722050517
14FL990005:250407967,26585,0,0,151380,0,0,4584,0,0,0,0,0,0
14FL992580:250411853,26585,0,0,151380,0,0,4584,0,0,0,0,0,0
13FL991834:250307594,26585,0,0,151380,0,0,4584,0,0,0,0,0,0
14FL991577:250410900,26585,0,0,151380,0,0,4584,0,0,0,0,0,0
14FL992617:250411911,26585,0,0,151380,0,0,4584,0,0,0,0,0,0
13FL990473:250294741,26585,0,0,151380,0,0,4584,0,0,0,0,0,0
13FL991857:250307645,26585,0,0,151380,0,0,4584,0,0,0,0,0,0
13FL990670:250294967,25336,0.000157878118092832,0.000118408588569624,156814,0,1.91309449411405e-05,4924,0,0,1.91309449411405e-05,0.000276286706662457,0,5.34547825993992e-05
13FL990707:250295002,25336,0.000434164824755289,0.000236817177139249,156814,1.27539632940936e-05,3.82618898822809e-05,4924,0,0.000203086921202275,5.10158531763746e-05,0.000670982001894537,0.000203086921202275,0.000138982434758438
13FL990427:250294669,25336,0,0,156814,1.27539632940936e-05,0,4924,0,0.000203086921202275,1.27539632940936e-05,0,0.000203086921202275,1.60364347798198e-05
13FL991210:250305871,26585,0,0,151380,0,0,4584,0,0,0,0,0,0
13FL992552:250308451,25336,0.000276286706662457,0.000118408588569624,156814,1.27539632940936e-05,1.91309449411405e-05,4924,0,0.000203086921202275,3.18849082352341e-05,0.000394695295232081,0.000203086921202275,8.55276521590387e-05
13FL991014:250307278,26585,0,0,151380,0,0,4584,0,0,0,0,0,0
13FL991194:250305856,25336,0.000434164824755289,0.000236817177139249,156814,1.27539632940936e-05,3.82618898822809e-05,4924,0,0.000203086921202275,5.10158531763746e-05,0.000670982001894537,0.000203086921202275,0.000138982434758438
14FL990893:250410081,25336,0.000434164824755289,0.000236817177139249,156814,3.18849082352341e-05,3.82618898822809e-05,4924,0,0.000203086921202275,7.0146798117515e-05,0.000670982001894537,0.000203086921202275,0.000155018869538258
14FL991449:250410759,26585,0,0,151380,0,0,4584,0,0,0,0,0,0
13FL990991:250307256,25336,0,0,156814,1.27539632940936e-05,0,4924,0,0.000203086921202275,1.27539632940936e-05,0,0.000203086921202275,1.60364347798198e-05
14FL992627:250411920,26585,0,0,151380,0,0,4584,0,0,0,0,0,0
13FL990158:250294371,25336,0.000276286706662457,0.000118408588569624,156814,4.46388715293277e-05,1.91309449411405e-05,4924,0,0.000406173842404549,6.37698164704682e-05,0.000394695295232081,0.000406173842404549,0.000117600521718678
13FL992699:250308776,25336,0.000276286706662457,0.000118408588569624,156814,4.46388715293277e-05,1.91309449411405e-05,4924,0,0.000406173842404549,6.37698164704682e-05,0.000394695295232081,0.000406173842404549,0.000117600521718678
14FL990230:250409326,26585,0,0,151380,0,0,4584,0,0,0,0,0,0
14FL990945:250410155,25336,0.000157878118092832,0.000118408588569624,156814,0,1.91309449411405e-05,4924,0,0,1.91309449411405e-05,0.000276286706662457,0,5.34547825993992e-05
14FL990558:250409704,25336,0.000276286706662457,0.000118408588569624,156814,4.46388715293277e-05,1.91309449411405e-05,4924,0,0.000406173842404549,6.37698164704682e-05,0.000394695295232081,0.000406173842404549,0.000117600521718678
13FL992072:MERGE,25336,0.000434164824755289,0.000236817177139249,156814,0,3.82618898822809e-05,4924,0,0,3.82618898822809e-05,0.000670982001894537,0,0.000122945999978618
13FL990202:250294404,26585,0,0,151380,0,0,4584,0,0,0,0,0,0
14FL990386:250409525,25336,0.000276286706662457,0.000118408588569624,156814,0,1.91309449411405e-05,4924,0,0,1.91309449411405e-05,0.000394695295232081,0,6.94912173792189e-05
14FL990364:250409505,26585,0,0,151380,0,0,4584,0,0,0,0,0,0
13FL990800:250307029,25336,0.000276286706662457,0.000118408588569624,156814,1.27539632940936e-05,1.91309449411405e-05,4924,0,0.000203086921202275,3.18849082352341e-05,0.000394695295232081,0.000203086921202275,8.55276521590387e-05
14FL990906:250410123,25336,0.000276286706662457,0.000118408588569624,156814,4.46388715293277e-05,1.91309449411405e-05,4924,0,0.000406173842404549,6.37698164704682e-05,0.000394695295232081,0.000406173842404549,0.000117600521718678
14FL990953:250410163,26585,0,0,151380,0,0,4584,0,0,0,0,0,0
13FL991492:250349623,25336,0.000276286706662457,0.000118408588569624,156814,1.27539632940936e-05,1.91309449411405e-05,4924,0,0.000203086921202275,3.18849082352341e-05,0.000394695295232081,0.000203086921202275,8.55276521590387e-05
13FL990735:250295028,26585,0,0,151380,0,0,4584,0,0,0,0,0,0
13FL990423:250294665,25336,0.000434164824755289,0.000236817177139249,156814,4.46388715293277e-05,3.82618898822809e-05,4924,0,0.000406173842404549,8.29007614116087e-05,0.000670982001894537,0.000406173842404549,0.000171055304318077
13FL991669:250306290,25336,0.000434164824755289,0.000236817177139249,156814,1.27539632940936e-05,3.82618898822809e-05,4924,0,0.000203086921202275,5.10158531763746e-05,0.000670982001894537,0.000203086921202275,0.000138982434758438
14FL991505:250410811,26585,0,0,151380,0,0,4584,0,0,0,0,0,0
13FL991381:250308599,25336,0,0,156814,1.27539632940936e-05,0,4924,0,0.000203086921202275,1.27539632940936e-05,0,0.000203086921202275,1.60364347798198e-05
13FL992547:250308446,25336,0.000434164824755289,0.000236817177139249,156814,0,3.82618898822809e-05,4924,0,0,3.82618898822809e-05,0.000670982001894537,0,0.000122945999978618
14FL990682:250409869,25336,0,0,156814,1.27539632940936e-05,0,4924,0,0.000203086921202275,1.27539632940936e-05,0,0.000203086921202275,1.60364347798198e-05
13FL992347:250308197,26585,0,0,151380,0,0,4584,0,0,0,0,0,0
14FL992160:250411455,26585,0,0,151380,0,0,4584,0,0,0,0,0,0
14FL991752:250411035,25336,0.000157878118092832,0.000118408588569624,156814,0,1.91309449411405e-05,4924,0,0,1.91309449411405e-05,0.000276286706662457,0,5.34547825993992e-05
14FL992058:250411350,26585,0,0,151380,0,0,4584,0,0,0,0,0,0
13FL992359:250308209,26585,0,0,151380,0,0,4584,0,0,0,0,0,0
14FL990710:250409895,25336,0.000276286706662457,0.000118408588569624,156814,0,1.91309449411405e-05,4924,0,0,1.91309449411405e-05,0.000394695295232081,0,6.94912173792189e-05
14FL990133:250409239,25336,0.000157878118092832,0.000118408588569624,156814,0,1.91309449411405e-05,4924,0,0,1.91309449411405e-05,0.000276286706662457,0,5.34547825993992e-05
14FL991906:250411193,26585,0,0,151380,0,0,4584,0,0,0,0,0,0
13FL991539:250306141,26585,0,0,151380,0,0,4584,0,0,0,0,0,0
13FL991057:250307320,26585,0,0,151380,0,0,4584,0,0,0,0,0,0
14FL990683:250409870,25336,0.000276286706662457,0.000118408588569624,156814,1.27539632940936e-05,1.91309449411405e-05,4924,0,0.000203086921202275,3.18849082352341e-05,0.000394695295232081,0.000203086921202275,8.55276521590387e-05
13FL991209:250305870,25336,0.000434164824755289,0.000236817177139249,156814,0,3.82618898822809e-05,4924,0,0,3.82618898822809e-05,0.000670982001894537,0,0.000122945999978618
13FL991648:250306271,25336,0.000276286706662457,0.000118408588569624,156814,0,1.91309449411405e-05,4924,0,0,1.91309449411405e-05,0.000394695295232081,0,6.94912173792189e-05
13FL991532:250306135,26585,0,0,151380,0,0,4584,0,0,0,0,0,0
13FL990954:250307198,25336,0.000276286706662457,0.000118408588569624,156814,0,1.91309449411405e-05,4924,0,0,1.91309449411405e-05,0.000394695295232081,0,6.94912173792189e-05
13FL992589:250308483,26585,0,0,151380,0,0,4584,0,0,0,0,0,0
13FL990301:250323703,25336,0.000276286706662457,0.000118408588569624,156814,0,1.91309449411405e-05,4924,0,0,1.91309449411405e-05,0.000394695295232081,0,6.94912173792189e-05
14FL992520:250411807,25336,0.000157878118092832,0.000118408588569624,156814,4.46388715293277e-05,1.91309449411405e-05,4924,0,0.000406173842404549,6.37698164704682e-05,0.000276286706662457,0.000406173842404549,0.000101564086938858
13FL991515:250306118,25336,0.000276286706662457,0.000118408588569624,156814,3.18849082352341e-05,1.91309449411405e-05,4924,0,0.000203086921202275,5.10158531763746e-05,0.000394695295232081,0.000203086921202275,0.000101564086938858
14FL990407:250409542,25336,0.000434164824755289,0.000236817177139249,156814,1.27539632940936e-05,3.82618898822809e-05,4924,0,0.000203086921202275,5.10158531763746e-05,0.000670982001894537,0.000203086921202275,0.000138982434758438
14FL990702:250409889,26585,0,0,151380,0,0,4584,0,0,0,0,0,0
14FL990490:250409651,26585,0,0,151380,0,0,4584,0,0,0,0,0,0
13FL990708:250295003,26585,0,0,151380,0,0,4584,0,0,0,0,0,0
13FL991255:250305916,25336,0.000434164824755289,0.000236817177139249,156814,3.18849082352341e-05,3.82618898822809e-05,4924,0,0.000203086921202275,7.0146798117515e-05,0.000670982001894537,0.000203086921202275,0.000155018869538258
13FL990665:250294964,25336,0.000434164824755289,0.000236817177139249,156814,1.27539632940936e-05,3.82618898822809e-05,4924,0,0.000203086921202275,5.10158531763746e-05,0.000670982001894537,0.000203086921202275,0.000138982434758438
14FL992081:250411400,25336,0.000434164824755289,0.000236817177139249,156814,4.46388715293277e-05,3.82618898822809e-05,4924,0,0.000406173842404549,8.29007614116087e-05,0.000670982001894537,0.000406173842404549,0.000171055304318077
13FL991374:250308591,25336,0.000434164824755289,0.000236817177139249,156814,1.27539632940936e-05,3.82618898822809e-05,4924,0,0.000203086921202275,5.10158531763746e-05,0.000670982001894537,0.000203086921202275,0.000138982434758438
14FL990117:250408051,26585,0,0,151380,0,0,4584,0,0,0,0,0,0
13FL991973:250307783,26585,0,0,151380,0,0,4584,0,0,0,0,0,0
14FL990907:250410124,26585,0,0,151380,0,0,4584,0,0,0,0,0,0
13FL990643:250294912,26585,0,0,151380,0,0,4584,0,0,0,0,0,0
13FL990636:250294906,26585,0,0,151380,0,0,4584,0,0,0,0,0,0
13FL992510:250308412,26585,0,0,151380,0,0,4584,0,0,0,0,0,0
13FL990754:250295046,25336,0.000434164824755289,0.000236817177139249,156814,1.27539632940936e-05,3.82618898822809e-05,4924,0,0.000203086921202275,5.10158531763746e-05,0.000670982001894537,0.000203086921202275,0.000138982434758438
13FL991442:250349575,26585,0,0,151380,0,0,4584,0,0,0,0,0,0
13FL990210:250294411,26585,0,0,151380,0,0,4584,0,0,0,0,0,0
13FL992110:MERGE,25336,0,0,156814,1.27539632940936e-05,0,4924,0,0.000203086921202275,1.27539632940936e-05,0,0.000203086921202275,1.60364347798198e-05
14FL991804:250411076,26585,0,0,151380,0,0,4584,0,0,0,0,0,0
14FL991272:250410532,26585,0,0,151380,0,0,4584,0,0,0,0,0,0
14FL992873:250412170,26585,0,0,151380,0,0,4584,0,0,0,0,0,0
14FL991026:250410254,25336,0.000434164824755289,0.000236817177139249,156814,1.27539632940936e-05,3.82618898822809e-05,4924,0,0.000203086921202275,5.10158531763746e-05,0.000670982001894537,0.000203086921202275,0.000138982434758438
14FL992783:250412084,25336,0.000276286706662457,0.000118408588569624,156814,0,1.91309449411405e-05,4924,0,0,1.91309449411405e-05,0.000394695295232081,0,6.94912173792189e-05
13FL992504:250308407,25336,0.000434164824755289,0.000236817177139249,156814,1.27539632940936e-05,3.82618898822809e-05,4924,0,0.000203086921202275,5.10158531763746e-05,0.000670982001894537,0.000203086921202275,0.000138982434758438
13FL991901:250307684,26585,0,0,151380,0,0,4584,0,0,0,0,0,0
13FL991846:250307636,25336,0.000157878118092832,0.000118408588569624,156814,1.27539632940936e-05,1.91309449411405e-05,4924,0,0.000203086921202275,3.18849082352341e-05,0.000276286706662457,0.000203086921202275,6.94912173792189e-05
14FL991527:250410831,25336,0.000434164824755289,0.000236817177139249,156814,1.27539632940936e-05,3.82618898822809e-05,4924,0,0.000203086921202275,5.10158531763746e-05,0.000670982001894537,0.000203086921202275,0.000138982434758438
13FL992959:250426816,25336,0.000434164824755289,0.000236817177139249,156814,3.18849082352341e-05,3.82618898822809e-05,4924,0,0.000203086921202275,7.0146798117515e-05,0.000670982001894537,0.000203086921202275,0.000155018869538258
13FL992411:250308289,26585,0,0,151380,0,0,4584,0,0,0,0,0,0
13FL990297:250323699,26585,0,0,151380,0,0,4584,0,0,0,0,0,0
14FL992161:250411456,25336,0.000276286706662457,0.000118408588569624,156814,1.27539632940936e-05,1.91309449411405e-05,4924,0,0.000203086921202275,3.18849082352341e-05,0.000394695295232081,0.000203086921202275,8.55276521590387e-05
14FL991411:250410692,26585,0,0,151380,0,0,4584,0,0,0,0,0,0
13FL992530:250308429,25336,0.000434164824755289,0.000236817177139249,156814,3.18849082352341e-05,3.82618898822809e-05,4924,0,0.000203086921202275,7.0146798117515e-05,0.000670982001894537,0.000203086921202275,0.000155018869538258
14FL992551:250411831,25336,0.000276286706662457,0.000118408588569624,156814,0,1.91309449411405e-05,4924,0,0,1.91309449411405e-05,0.000394695295232081,0,6.94912173792189e-05
14FL991089:250410314,26585,0,0,151380,0,0,4584,0,0,0,0,0,0
14FL990544:250409691,25336,0,0,156814,4.46388715293277e-05,0,4924,0,0.000406173842404549,4.46388715293277e-05,0,0.000406173842404549,4.81093043394592e-05
14FL990231:250409358,26585,0,0,151380,0,0,4584,0,0,0,0,0,0
13FL992831:250308931,25336,0,0,156814,0,0,4924,0,0,0,0,0,0
13FL990088:250304409,26585,0,0,151380,0,0,4584,0,0,0,0,0,0
13FL991131:250307418,25336,0.000434164824755289,0.000236817177139249,156814,0,3.82618898822809e-05,4924,0,0,3.82618898822809e-05,0.000670982001894537,0,0.000122945999978618
14FL992084:250411402,25336,0.000276286706662457,0.000118408588569624,156814,0,1.91309449411405e-05,4924,0,0,1.91309449411405e-05,0.000394695295232081,0,6.94912173792189e-05
13FL991959:250307771,25336,0.000157878118092832,0.000118408588569624,156814,1.27539632940936e-05,1.91309449411405e-05,4924,0,0.000203086921202275,3.18849082352341e-05,0.000276286706662457,0.000203086921202275,6.94912173792189e-05
13FL990510:250294775,25336,0.000276286706662457,0.000118408588569624,156814,0,1.91309449411405e-05,4924,0,0,1.91309449411405e-05,0.000394695295232081,0,6.94912173792189e-05
13FL992981:250426836,24791,0,0,160153,0,0,4858,0,0,0,0,0,0
13FL991086:250307378,24791,0.000201686095760558,4.03372191521117e-05,160153,5.61962623241525e-05,6.24402914712806e-06,4858,0,0.000617538081515027,6.24402914712806e-05,0.00024202331491267,0.000617538081515027,0.000100104319237943
13FL990236:250323641,25100,0,0,155495,0,0,4746,0,0,0,0,0,0
13FL992292:250308148,25100,0,0,155495,0,0,4746,0,0,0,0,0,0
13FL991693:250306313,24791,0.000121011657456335,0,160153,1.87320874413842e-05,0,4858,0,0.000411692054343351,1.87320874413842e-05,0.000121011657456335,0.000411692054343351,4.21491870475548e-05
13FL991525:250306129,25100,0,0,155495,0,0,4746,0,0,0,0,0,0
14FL991202:250410443,24791,8.06744383042233e-05,0,160153,4.37082040298964e-05,0,4858,0,0.000411692054343351,4.37082040298964e-05,8.06744383042233e-05,0.000411692054343351,5.79551321903879e-05
14FL992792:250412091,25100,0,0,155495,0,0,4746,0,0,0,0,0,0
13FL990929:250307178,25100,0,0,155495,0,0,4746,0,0,0,0,0,0
14FL990993:250410199,25100,0,0,155495,0,0,4746,0,0,0,0,0,0
13FL990089:250304410,24791,0,4.03372191521117e-05,160153,1.24880582942561e-05,6.24402914712806e-06,4858,0,0.000205846027171676,1.87320874413842e-05,4.03372191521117e-05,0.000205846027171676,2.63432419047218e-05
13FL991782:250307551,24791,0.000121011657456335,4.03372191521117e-05,160153,3.12201457356403e-05,6.24402914712806e-06,4858,0,0.000617538081515027,3.74641748827684e-05,0.000161348876608447,0.000617538081515027,6.84924289522766e-05
13FL991188:250307471,24791,0,0,160153,0,0,4858,0,0,0,0,0,0
14FL990616:250409784,25100,0,0,155495,0,0,4746,0,0,0,0,0,0
14FL990982:250410189,25100,0,0,155495,0,0,4746,0,0,0,0,0,0
14FL992996:250426642,25100,0,0,155495,0,0,4746,0,0,0,0,0,0
14FL990418:250409553,24791,0,4.03372191521117e-05,160153,3.12201457356403e-05,6.24402914712806e-06,4858,0,0.000617538081515027,3.74641748827684e-05,4.03372191521117e-05,0.000617538081515027,5.26864838094435e-05
13FL992420:250308299,25100,0,0,155495,0,0,4746,0,0,0,0,0,0
14FL992314:250411589,24791,0,4.03372191521117e-05,160153,1.24880582942561e-05,6.24402914712806e-06,4858,0,0.000205846027171676,1.87320874413842e-05,4.03372191521117e-05,0.000205846027171676,2.63432419047218e-05
14FL990220:250409316,24791,0.000201686095760558,4.03372191521117e-05,160153,3.74641748827684e-05,6.24402914712806e-06,4858,0,0.000205846027171676,4.37082040298964e-05,0.00024202331491267,0.000205846027171676,7.37610773332209e-05
14FL991232:250410466,25100,0,0,155495,0,0,4746,0,0,0,0,0,0
13FL992266:250308092,26715,0,0,153830,0,0,4218,0,0,0,0,0,0
13FL992493:250308396,25100,0,0,155495,0,0,4746,0,0,0,0,0,0
14FL991191:250410437,26715,0,0,153830,0,0,4218,0,0,0,0,0,0
14FL991370:250410653,25100,0,0,155495,0,0,4746,0,0,0,0,0,0
13FL990041:250304370,24791,0,4.03372191521117e-05,160153,1.24880582942561e-05,6.24402914712806e-06,4858,0,0.000205846027171676,1.87320874413842e-05,4.03372191521117e-05,0.000205846027171676,2.63432419047218e-05
14FL991299:250410557,25100,0,0,155495,0,0,4746,0,0,0,0,0,0
13FL992379:250308227,26715,0,0,153830,0,0,4218,0,0,0,0,0,0
14FL991526:250410830,26715,0,0,153830,0,0,4218,0,0,0,0,0,0
13FL990998:250307261,25100,0,0,155495,0,0,4746,0,0,0,0,0,0
14FL992150:250411448,25100,0,0,155495,0,0,4746,0,0,0,0,0,0
