proid	parent1	parent2	progeny	parent_1	parent_2	qq_uu	nloci
13FL991195:250305857	164_8_Tuxpeno_El_Aguacatito_Mex_:250358054	164_8_Tuxpeno_El_Aguacatito_Mex_:250358054	1004	1	1	4062.90809126595	24864
14FL991792:250411065	164_8_Tuxpeno_El_Aguacatito_Mex_:250358054	164_8_Tuxpeno_El_Aguacatito_Mex_:250358054	4014	1	1	4013.36412113543	24799
14FL992565:250411841	164_8_Tuxpeno_El_Aguacatito_Mex_:250358054	164_8_Tuxpeno_El_Aguacatito_Mex_:250358054	4587	1	1	3859.62390285351	24625
14FL991871:250411166	164_8_Tuxpeno_El_Aguacatito_Mex_:250358054	164_8_Tuxpeno_El_Aguacatito_Mex_:250358054	4082	1	1	3968.14034661787	24755
14FL990555:250409701	164_8_Tuxpeno_El_Aguacatito_Mex_:250358054	164_8_Tuxpeno_El_Aguacatito_Mex_:250358054	3021	1	1	3986.50825810589	24618
14FL992680:250411969	164_8_Tuxpeno_El_Aguacatito_Mex_:250358054	164_8_Tuxpeno_El_Aguacatito_Mex_:250358054	4682	1	1	3971.05761278149	24849
14FL991560:250410885	164_8_Tuxpeno_El_Aguacatito_Mex_:250358054	164_8_Tuxpeno_El_Aguacatito_Mex_:250358054	3869	1	1	4085.85218612429	25037
13FL991128:250307416	164_8_Tuxpeno_El_Aguacatito_Mex_:250358054	164_8_Tuxpeno_El_Aguacatito_Mex_:250358054	944	1	1	3753.56255771951	23761
13FL992429:MERGE	164_8_Tuxpeno_El_Aguacatito_Mex_:250358054	164_8_Tuxpeno_El_Aguacatito_Mex_:250358054	2055	1	1	3939.8290515573	24930
13FL991041:250307306	164_8_Tuxpeno_El_Aguacatito_Mex_:250358054	164_8_Tuxpeno_El_Aguacatito_Mex_:250358054	866	1	1	3795.75608169198	24092
13FL990311:250323711	164_8_Tuxpeno_El_Aguacatito_Mex_:250358054	164_8_Tuxpeno_El_Aguacatito_Mex_:250358054	265	1	1	3945.74603142191	24716
13FL991908:250307690	164_8_Tuxpeno_El_Aguacatito_Mex_:250358054	164_8_Tuxpeno_El_Aguacatito_Mex_:250358054	1614	1	1	3858.42089530112	24852
14FL990033:250407986	164_8_Tuxpeno_El_Aguacatito_Mex_:250358054	164_8_Tuxpeno_El_Aguacatito_Mex_:250358054	2585	1	1	4051.13254195754	24934
13FL990326:250323723	164_8_Tuxpeno_El_Aguacatito_Mex_:250358054	164_8_Tuxpeno_El_Aguacatito_Mex_:250358054	277	1	1	3953.23600055425	24913
14FL991395:250410677	164_8_Tuxpeno_El_Aguacatito_Mex_:250358054	164_8_Tuxpeno_El_Aguacatito_Mex_:250358054	3726	1	1	3907.1190718794	24622
14FL991169:250410417	164_8_Tuxpeno_El_Aguacatito_Mex_:250358054	164_8_Tuxpeno_El_Aguacatito_Mex_:250358054	3533	1	1	3937.04763882771	24901
14FL992177:250411466	164_8_Tuxpeno_El_Aguacatito_Mex_:250358054	164_8_Tuxpeno_El_Aguacatito_Mex_:250358054	4316	1	1	3925.5455070476	24875
14FL991352:250410634	164_8_Tuxpeno_El_Aguacatito_Mex_:250358054	164_8_Tuxpeno_El_Aguacatito_Mex_:250358054	3685	1	1	3881.57205694274	24750
14FL991138:250410390	164_8_Tuxpeno_El_Aguacatito_Mex_:250358054	164_8_Tuxpeno_El_Aguacatito_Mex_:250358054	3506	1	1	3876.96497609934	24476
13FL991468:250349600	164_8_Tuxpeno_El_Aguacatito_Mex_:250358054	164_8_Tuxpeno_El_Aguacatito_Mex_:250358054	1247	1	1	3806.53594690962	24720
13FL991438:250349573	164_8_Tuxpeno_El_Aguacatito_Mex_:250358054	164_8_Tuxpeno_El_Aguacatito_Mex_:250358054	1220	1	1	3800.31728128564	24865
14FL990718:250409902	164_8_Tuxpeno_El_Aguacatito_Mex_:250358054	164_8_Tuxpeno_El_Aguacatito_Mex_:250358054	3153	1	1	3986.77808738375	24637
13FL992330:250308180	164_8_Tuxpeno_El_Aguacatito_Mex_:250358054	164_8_Tuxpeno_El_Aguacatito_Mex_:250358054	1962	1	1	3975.63995087213	24768
14FL992804:250412102	164_8_Tuxpeno_El_Aguacatito_Mex_:250358054	164_8_Tuxpeno_El_Aguacatito_Mex_:250358054	4779	1	1	3774.67287656996	24612
13FL991168:250307453	164_8_Tuxpeno_El_Aguacatito_Mex_:250358054	164_8_Tuxpeno_El_Aguacatito_Mex_:250358054	980	1	1	3876.90832168417	23968
14FL990474:250409637	164_8_Tuxpeno_El_Aguacatito_Mex_:250358054	164_8_Tuxpeno_El_Aguacatito_Mex_:250358054	2958	1	1	3800.05763303699	24334
14FL992376:250411667	164_8_Tuxpeno_El_Aguacatito_Mex_:250358054	164_8_Tuxpeno_El_Aguacatito_Mex_:250358054	4450	1	1	3875.71429177119	24855
14FL990058:250408003	164_8_Tuxpeno_El_Aguacatito_Mex_:250358054	164_8_Tuxpeno_El_Aguacatito_Mex_:250358054	2602	1	1	3867.95098064881	24834
13FL991814:250307576	164_8_Tuxpeno_El_Aguacatito_Mex_:250358054	164_8_Tuxpeno_El_Aguacatito_Mex_:250358054	1534	1	1	3852.5892638101	24678
13FL992396:250308273	164_8_Tuxpeno_El_Aguacatito_Mex_:250358054	164_8_Tuxpeno_El_Aguacatito_Mex_:250358054	2024	1	1	3861.0537412601	24507
13FL990090:250304411	164_8_Tuxpeno_El_Aguacatito_Mex_:250358054	164_8_Tuxpeno_El_Aguacatito_Mex_:250358054	80	1	1	3292.70033589073	22422
13FL991265:250426769	164_8_Tuxpeno_El_Aguacatito_Mex_:250358054	164_8_Tuxpeno_El_Aguacatito_Mex_:250358054	1070	1	1	3953.34003125339	24871
14FL992624:250411917	164_8_Tuxpeno_El_Aguacatito_Mex_:250358054	164_8_Tuxpeno_El_Aguacatito_Mex_:250358054	4632	1	1	4059.57030266457	24905
14FL990711:250409896	164_8_Tuxpeno_El_Aguacatito_Mex_:250358054	164_8_Tuxpeno_El_Aguacatito_Mex_:250358054	3147	1	1	3761.88908828042	24069
13FL990234:250323639	164_8_Tuxpeno_El_Aguacatito_Mex_:250358054	164_8_Tuxpeno_El_Aguacatito_Mex_:250358054	194	1	1	3981.16655699055	24809
14FL992024:250411320	164_8_Tuxpeno_El_Aguacatito_Mex_:250358054	164_8_Tuxpeno_El_Aguacatito_Mex_:250358054	4203	1	1	4051.00639947437	24859
14FL991075:250410300	164_8_Tuxpeno_El_Aguacatito_Mex_:250358054	164_8_Tuxpeno_El_Aguacatito_Mex_:250358054	3449	1	1	3903.30940054351	24757
13FL990419:250294661	164_8_Tuxpeno_El_Aguacatito_Mex_:250358054	164_8_Tuxpeno_El_Aguacatito_Mex_:250358054	359	1	1	3698.15467391307	24208
14FL990549:250409695	164_8_Tuxpeno_El_Aguacatito_Mex_:250358054	164_8_Tuxpeno_El_Aguacatito_Mex_:250358054	3016	1	1	3721.79180008164	24831
14FL991203:250410444	164_8_Tuxpeno_El_Aguacatito_Mex_:250358054	164_8_Tuxpeno_El_Aguacatito_Mex_:250358054	3560	1	1	3987.02010237876	24833
13FL991373:250308590	164_8_Tuxpeno_El_Aguacatito_Mex_:250358054	164_8_Tuxpeno_El_Aguacatito_Mex_:250358054	1163	1	1	3841.93915671042	24693
14FL991393:250410675	164_8_Tuxpeno_El_Aguacatito_Mex_:250358054	164_8_Tuxpeno_El_Aguacatito_Mex_:250358054	3724	1	1	3948.13313739247	24776
14FL991859:250411156	164_8_Tuxpeno_El_Aguacatito_Mex_:250358054	164_8_Tuxpeno_El_Aguacatito_Mex_:250358054	4072	1	1	3889.55723203471	24637
14FL990782:250409958	164_8_Tuxpeno_El_Aguacatito_Mex_:250358054	164_8_Tuxpeno_El_Aguacatito_Mex_:250358054	3209	1	1	3704.69038760225	24271
13FL992639:250308690	164_8_Tuxpeno_El_Aguacatito_Mex_:250358054	164_8_Tuxpeno_El_Aguacatito_Mex_:250358054	2244	1	1	3600.16710761772	23268
14FL990725:250409908	164_8_Tuxpeno_El_Aguacatito_Mex_:250358054	164_8_Tuxpeno_El_Aguacatito_Mex_:250358054	3159	1	1	3903.3330139884	24569
13FL990060:250304387	164_8_Tuxpeno_El_Aguacatito_Mex_:250358054	164_8_Tuxpeno_El_Aguacatito_Mex_:250358054	56	1	1	3033.19326393451	24250
14FL990439:250409573	164_8_Tuxpeno_El_Aguacatito_Mex_:250358054	164_8_Tuxpeno_El_Aguacatito_Mex_:250358054	2927	1	1	4007.14884137	24918
14FL990160:250409260	164_8_Tuxpeno_El_Aguacatito_Mex_:250358054	164_8_Tuxpeno_El_Aguacatito_Mex_:250358054	2683	1	1	3998.74625149015	24894
14FL990743:250409926	164_8_Tuxpeno_El_Aguacatito_Mex_:250358054	164_8_Tuxpeno_El_Aguacatito_Mex_:250358054	3177	1	1	3867.2450407158	24259
13FL990385:250294629	164_8_Tuxpeno_El_Aguacatito_Mex_:250358054	164_8_Tuxpeno_El_Aguacatito_Mex_:250358054	328	1	1	3829.26498397542	24792
14FL991353:250410635	164_8_Tuxpeno_El_Aguacatito_Mex_:250358054	164_8_Tuxpeno_El_Aguacatito_Mex_:250358054	3686	1	1	3896.95370736797	24465
14FL992563:250411839	164_8_Tuxpeno_El_Aguacatito_Mex_:250358054	164_8_Tuxpeno_El_Aguacatito_Mex_:250358054	4585	1	1	4099.24909474436	24898
13FL992456:250308331	164_8_Tuxpeno_El_Aguacatito_Mex_:250358054	164_8_Tuxpeno_El_Aguacatito_Mex_:250358054	2080	1	1	3788.76663934167	23933
13FL992047:250307845	164_8_Tuxpeno_El_Aguacatito_Mex_:250358054	164_8_Tuxpeno_El_Aguacatito_Mex_:250358054	1734	1	1	3837.04431966689	24425
13FL992328:250308178	164_8_Tuxpeno_El_Aguacatito_Mex_:250358054	164_8_Tuxpeno_El_Aguacatito_Mex_:250358054	1960	1	1	3688.91346657745	24193
13FL992924:250426781	164_8_Tuxpeno_El_Aguacatito_Mex_:250358054	164_8_Tuxpeno_El_Aguacatito_Mex_:250358054	2492	1	1	3926.90945908734	24911
14FL991015:250410215	164_8_Tuxpeno_El_Aguacatito_Mex_:250358054	164_8_Tuxpeno_El_Aguacatito_Mex_:250358054	3398	1	1	4003.82882586748	25013
13FL992938:250426796	164_8_Tuxpeno_El_Aguacatito_Mex_:250358054	164_8_Tuxpeno_El_Aguacatito_Mex_:250358054	2505	1	1	3798.36392969671	24153
14FL991463:250410775	164_8_Tuxpeno_El_Aguacatito_Mex_:250358054	164_8_Tuxpeno_El_Aguacatito_Mex_:250358054	3790	1	1	3890.7608544857	24705
13FL991903:250307686	164_8_Tuxpeno_El_Aguacatito_Mex_:250358054	164_8_Tuxpeno_El_Aguacatito_Mex_:250358054	1610	1	1	3970.66994877012	24671
13FL992451:250308327	164_8_Tuxpeno_El_Aguacatito_Mex_:250358054	164_8_Tuxpeno_El_Aguacatito_Mex_:250358054	2076	1	1	3665.07616224763	23386
13FL990104:250304420	164_8_Tuxpeno_El_Aguacatito_Mex_:250358054	164_8_Tuxpeno_El_Aguacatito_Mex_:250358054	90	1	1	3670.85434011997	23441
14FL992730:250412041	164_8_Tuxpeno_El_Aguacatito_Mex_:250358054	164_8_Tuxpeno_El_Aguacatito_Mex_:250358054	4721	1	1	4071.15371465548	24935
13FL990752:250295044	164_8_Tuxpeno_El_Aguacatito_Mex_:250358054	164_8_Tuxpeno_El_Aguacatito_Mex_:250358054	623	1	1	3763.07257921277	24428
13FL991335:250308555	164_8_Tuxpeno_El_Aguacatito_Mex_:250358054	164_8_Tuxpeno_El_Aguacatito_Mex_:250358054	1129	1	1	3839.57756096977	24324
13FL990794:250307023	164_8_Tuxpeno_El_Aguacatito_Mex_:250358054	164_8_Tuxpeno_El_Aguacatito_Mex_:250358054	651	1	1	3780.10745891921	24164
13FL991705:250306325	164_8_Tuxpeno_El_Aguacatito_Mex_:250358054	164_8_Tuxpeno_El_Aguacatito_Mex_:250358054	1461	1	1	3681.41843109138	23722
13FL990403:250294646	164_8_Tuxpeno_El_Aguacatito_Mex_:250358054	164_8_Tuxpeno_El_Aguacatito_Mex_:250358054	344	1	1	3838.64797639901	24722
14FL991474:250410784	164_8_Tuxpeno_El_Aguacatito_Mex_:250358054	164_8_Tuxpeno_El_Aguacatito_Mex_:250358054	3799	1	1	3947.43031161049	24975
13FL990764:250295056	164_8_Tuxpeno_El_Aguacatito_Mex_:250358054	164_8_Tuxpeno_El_Aguacatito_Mex_:250358054	635	1	1	3811.05655852643	24867
14FL992767:250412071	164_8_Tuxpeno_El_Aguacatito_Mex_:250358054	164_8_Tuxpeno_El_Aguacatito_Mex_:250358054	4748	1	1	4054.34876727257	24882
13FL990956:250426768	164_8_Tuxpeno_El_Aguacatito_Mex_:250358054	164_8_Tuxpeno_El_Aguacatito_Mex_:250358054	792	1	1	3962.4299105798	24751
14FL991837:250411104	164_8_Tuxpeno_El_Aguacatito_Mex_:250358054	164_8_Tuxpeno_El_Aguacatito_Mex_:250358054	4053	1	1	3914.11713674346	24712
14FL991367:250410650	164_8_Tuxpeno_El_Aguacatito_Mex_:250358054	164_8_Tuxpeno_El_Aguacatito_Mex_:250358054	3699	1	1	4001.80321163207	24902
13FL992948:250426805	164_8_Tuxpeno_El_Aguacatito_Mex_:250358054	164_8_Tuxpeno_El_Aguacatito_Mex_:250358054	2514	1	1	3988.61185822039	24973
14FL990102:250408038	164_8_Tuxpeno_El_Aguacatito_Mex_:250358054	164_8_Tuxpeno_El_Aguacatito_Mex_:250358054	2637	1	1	3762.0300906918	24666
13FL992784:250308858	164_8_Tuxpeno_El_Aguacatito_Mex_:250358054	164_8_Tuxpeno_El_Aguacatito_Mex_:250358054	2378	1	1	3738.5517634545	24527
13FL991483:250349613	164_8_Tuxpeno_El_Aguacatito_Mex_:250358054	164_8_Tuxpeno_El_Aguacatito_Mex_:250358054	1260	1	1	4100.61244379047	25072
13FL991084:250307345	164_8_Tuxpeno_El_Aguacatito_Mex_:250358054	164_8_Tuxpeno_El_Aguacatito_Mex_:250358054	905	1	1	3479.9721256492	22278
13FL991537:MERGE	164_8_Tuxpeno_El_Aguacatito_Mex_:250358054	164_8_Tuxpeno_El_Aguacatito_Mex_:250358054	1311	1	1	3901.6289349334	24970
14FL992677:250411966	164_8_Tuxpeno_El_Aguacatito_Mex_:250358054	164_8_Tuxpeno_El_Aguacatito_Mex_:250358054	4679	1	1	3970.27021014615	24721
14FL990452:250409615	164_8_Tuxpeno_El_Aguacatito_Mex_:250358054	164_8_Tuxpeno_El_Aguacatito_Mex_:250358054	2938	1	1	3916.57653318425	24917
13FL991291:250305946	164_8_Tuxpeno_El_Aguacatito_Mex_:250358054	164_8_Tuxpeno_El_Aguacatito_Mex_:250358054	1091	1	1	3901.05723160321	24564
14FL990154:250409254	164_8_Tuxpeno_El_Aguacatito_Mex_:250358054	164_8_Tuxpeno_El_Aguacatito_Mex_:250358054	2677	1	1	3971.0780487287	24867
14FL992262:250411555	164_8_Tuxpeno_El_Aguacatito_Mex_:250358054	164_8_Tuxpeno_El_Aguacatito_Mex_:250358054	4372	1	1	3852.70321436994	24705
13FL990069:250304393	164_8_Tuxpeno_El_Aguacatito_Mex_:250358054	164_8_Tuxpeno_El_Aguacatito_Mex_:250358054	62	1	1	3679.2102183299	23419
13FL992673:250308720	164_8_Tuxpeno_El_Aguacatito_Mex_:250358054	164_8_Tuxpeno_El_Aguacatito_Mex_:250358054	2273	1	1	3891.12436835433	24693
14FL991414:250410695	164_8_Tuxpeno_El_Aguacatito_Mex_:250358054	164_8_Tuxpeno_El_Aguacatito_Mex_:250358054	3743	1	1	3894.31618533577	24895
14FL991236:250410468	164_8_Tuxpeno_El_Aguacatito_Mex_:250358054	164_8_Tuxpeno_El_Aguacatito_Mex_:250358054	3584	1	1	3906.67452520586	24847
13FL991204:250305865	164_8_Tuxpeno_El_Aguacatito_Mex_:250358054	164_8_Tuxpeno_El_Aguacatito_Mex_:250358054	1012	1	1	3834.96248522418	24529
13FL992070:MERGE	164_8_Tuxpeno_El_Aguacatito_Mex_:250358054	164_8_Tuxpeno_El_Aguacatito_Mex_:250358054	1749	1	1	4067.86460252837	25014
14FL990932:250410143	164_8_Tuxpeno_El_Aguacatito_Mex_:250358054	164_8_Tuxpeno_El_Aguacatito_Mex_:250358054	3326	1	1	4014.22492515044	24624
14FL991726:250411020	164_8_Tuxpeno_El_Aguacatito_Mex_:250358054	164_8_Tuxpeno_El_Aguacatito_Mex_:250358054	3971	1	1	4056.4977296139	24943
13FL990265:250323668	164_8_Tuxpeno_El_Aguacatito_Mex_:250358054	164_8_Tuxpeno_El_Aguacatito_Mex_:250358054	223	1	1	3885.40154719159	24844
14FL992293:250411575	164_8_Tuxpeno_El_Aguacatito_Mex_:250358054	164_8_Tuxpeno_El_Aguacatito_Mex_:250358054	4392	1	1	3929.1478673812	24628
14FL992432:250411710	164_8_Tuxpeno_El_Aguacatito_Mex_:250358054	164_8_Tuxpeno_El_Aguacatito_Mex_:250358054	4489	1	1	3893.23851139133	24727
14FL990012:250407970	164_8_Tuxpeno_El_Aguacatito_Mex_:250358054	164_8_Tuxpeno_El_Aguacatito_Mex_:250358054	2569	1	1	4093.71164452508	24977
13FL991847:250307637	164_8_Tuxpeno_El_Aguacatito_Mex_:250358054	167_8_Tuxpeno_El_Aguacatito_Mex_:250358075	1564	1	3	2505.37661943103	24583
13FL992900:250308982	164_8_Tuxpeno_El_Aguacatito_Mex_:250358054	167_8_Tuxpeno_El_Aguacatito_Mex_:250358075	2469	1	3	2363.15102978174	24688
14FL991118:250410341	164_8_Tuxpeno_El_Aguacatito_Mex_:250358054	167_8_Tuxpeno_El_Aguacatito_Mex_:250358075	3490	1	3	2648.32752766069	25011
13FL991112:250307401	164_8_Tuxpeno_El_Aguacatito_Mex_:250358054	167_8_Tuxpeno_El_Aguacatito_Mex_:250358075	930	1	3	2282.24315289872	23480
14FL990198:250409295	164_8_Tuxpeno_El_Aguacatito_Mex_:250358054	167_8_Tuxpeno_El_Aguacatito_Mex_:250358075	2718	1	3	2487.05376323225	24804
13FL990129:250294343	164_8_Tuxpeno_El_Aguacatito_Mex_:250358054	167_8_Tuxpeno_El_Aguacatito_Mex_:250358075	110	1	3	2432.21985553602	24418
13FL991664:250306285	164_8_Tuxpeno_El_Aguacatito_Mex_:250358054	167_8_Tuxpeno_El_Aguacatito_Mex_:250358075	1422	1	3	2077.916979447	23129
14FL990288:250409412	164_8_Tuxpeno_El_Aguacatito_Mex_:250358054	167_8_Tuxpeno_El_Aguacatito_Mex_:250358075	2802	1	3	2600.05396471263	25013
13FL991494:250349625	164_8_Tuxpeno_El_Aguacatito_Mex_:250358054	167_8_Tuxpeno_El_Aguacatito_Mex_:250358075	1271	1	3	2628.34789519865	25121
14FL991518:250410823	164_8_Tuxpeno_El_Aguacatito_Mex_:250358054	167_8_Tuxpeno_El_Aguacatito_Mex_:250358075	3838	1	3	2475.13449815292	24872
14FL990385:250409524	164_8_Tuxpeno_El_Aguacatito_Mex_:250358054	167_8_Tuxpeno_El_Aguacatito_Mex_:250358075	2879	1	3	2472.00024524418	24828
13FL992545:250308444	164_8_Tuxpeno_El_Aguacatito_Mex_:250358054	167_8_Tuxpeno_El_Aguacatito_Mex_:250358075	2158	1	3	2397.68342966927	24244
13FL991405:250349545	164_8_Tuxpeno_El_Aguacatito_Mex_:250358054	167_8_Tuxpeno_El_Aguacatito_Mex_:250358075	1193	1	3	2529.75470124564	24972
13FL992619:250308670	164_8_Tuxpeno_El_Aguacatito_Mex_:250358054	167_8_Tuxpeno_El_Aguacatito_Mex_:250358075	2225	1	3	2340.33168580272	24207
14FL990898:250410085	167_8_Tuxpeno_El_Aguacatito_Mex_:250358075	167_8_Tuxpeno_El_Aguacatito_Mex_:250358075	3302	3	3	3756.21452646366	24630
14FL991258:250410519	164_8_Tuxpeno_El_Aguacatito_Mex_:250358054	167_8_Tuxpeno_El_Aguacatito_Mex_:250358075	3602	1	3	2520.728117471	24890
14FL990886:250410074	164_8_Tuxpeno_El_Aguacatito_Mex_:250358054	167_8_Tuxpeno_El_Aguacatito_Mex_:250358075	3291	1	3	2392.53163595869	24748
14FL990739:250409922	167_8_Tuxpeno_El_Aguacatito_Mex_:250358075	167_8_Tuxpeno_El_Aguacatito_Mex_:250358075	3173	3	3	3706.59993883897	24083
13FL991202:250305863	164_8_Tuxpeno_El_Aguacatito_Mex_:250358054	167_8_Tuxpeno_El_Aguacatito_Mex_:250358075	1010	1	3	2521.82136540252	24810
14FL992639:250411934	164_8_Tuxpeno_El_Aguacatito_Mex_:250358054	167_8_Tuxpeno_El_Aguacatito_Mex_:250358075	4647	1	3	2477.15037236224	24744
13FL990503:MERGE	164_8_Tuxpeno_El_Aguacatito_Mex_:250358054	167_8_Tuxpeno_El_Aguacatito_Mex_:250358075	428	1	3	2585.69694487478	25008
13FL991612:250306237	164_8_Tuxpeno_El_Aguacatito_Mex_:250358054	167_8_Tuxpeno_El_Aguacatito_Mex_:250358075	1377	1	3	2401.381677533	24035
14FL991554:250410850	164_8_Tuxpeno_El_Aguacatito_Mex_:250358054	167_8_Tuxpeno_El_Aguacatito_Mex_:250358075	3865	1	3	2477.22293177028	24893
13FL991428:250349563	164_8_Tuxpeno_El_Aguacatito_Mex_:250358054	167_8_Tuxpeno_El_Aguacatito_Mex_:250358075	1211	1	3	2441.42003347798	24632
14FL992493:250411782	164_8_Tuxpeno_El_Aguacatito_Mex_:250358054	167_8_Tuxpeno_El_Aguacatito_Mex_:250358075	4530	1	3	2604.46372847837	25075
14FL992989:250426636	164_8_Tuxpeno_El_Aguacatito_Mex_:250358054	167_8_Tuxpeno_El_Aguacatito_Mex_:250358075	4896	1	3	2344.47864117031	24667
13FL992877:250308961	164_8_Tuxpeno_El_Aguacatito_Mex_:250358054	167_8_Tuxpeno_El_Aguacatito_Mex_:250358075	2450	1	3	2109.47247937103	23849
14FL991332:250410586	164_8_Tuxpeno_El_Aguacatito_Mex_:250358054	167_8_Tuxpeno_El_Aguacatito_Mex_:250358075	3668	1	3	2464.5586148958	24964
13FL991527:250306131	164_8_Tuxpeno_El_Aguacatito_Mex_:250358054	167_8_Tuxpeno_El_Aguacatito_Mex_:250358075	1302	1	3	2402.34535821982	24505
13FL991631:250306256	164_8_Tuxpeno_El_Aguacatito_Mex_:250358054	167_8_Tuxpeno_El_Aguacatito_Mex_:250358075	1395	1	3	2356.0820191614	24323
14FL991856:250411152	167_8_Tuxpeno_El_Aguacatito_Mex_:250358075	167_8_Tuxpeno_El_Aguacatito_Mex_:250358075	4070	3	3	3832.7164351633	24639
14FL991340:250410592	164_8_Tuxpeno_El_Aguacatito_Mex_:250358054	167_8_Tuxpeno_El_Aguacatito_Mex_:250358075	3674	1	3	2536.58771722964	24889
14FL991923:250411204	167_8_Tuxpeno_El_Aguacatito_Mex_:250358075	167_8_Tuxpeno_El_Aguacatito_Mex_:250358075	4120	3	3	3706.17764441009	24647
14FL990764:250409943	164_8_Tuxpeno_El_Aguacatito_Mex_:250358054	167_8_Tuxpeno_El_Aguacatito_Mex_:250358075	3194	1	3	2307.87378220936	24162
13FL991156:250307441	164_8_Tuxpeno_El_Aguacatito_Mex_:250358054	167_8_Tuxpeno_El_Aguacatito_Mex_:250358075	968	1	3	2423.29817272032	24079
13FL990031:250304361	164_8_Tuxpeno_El_Aguacatito_Mex_:250358054	167_8_Tuxpeno_El_Aguacatito_Mex_:250358075	30	1	3	2279.69003345397	24207
14FL992191:250411478	164_8_Tuxpeno_El_Aguacatito_Mex_:250358054	167_8_Tuxpeno_El_Aguacatito_Mex_:250358075	4328	1	3	2523.4776095089	25083
13FL992705:250308782	164_8_Tuxpeno_El_Aguacatito_Mex_:250358054	167_8_Tuxpeno_El_Aguacatito_Mex_:250358075	2304	1	3	2141.19144182087	22599
14FL990942:250410152	164_8_Tuxpeno_El_Aguacatito_Mex_:250358054	167_8_Tuxpeno_El_Aguacatito_Mex_:250358075	3335	1	3	2498.75680250694	24741
13FL990300:250323702	164_8_Tuxpeno_El_Aguacatito_Mex_:250358054	167_8_Tuxpeno_El_Aguacatito_Mex_:250358075	256	1	3	2376.83553191138	24467
13FL992708:250308784	164_8_Tuxpeno_El_Aguacatito_Mex_:250358054	167_8_Tuxpeno_El_Aguacatito_Mex_:250358075	2306	1	3	2647.04441856863	24998
14FL992077:250411396	164_8_Tuxpeno_El_Aguacatito_Mex_:250358054	167_8_Tuxpeno_El_Aguacatito_Mex_:250358075	4248	1	3	2513.94826153375	25011
13FL992349:250308199	167_8_Tuxpeno_El_Aguacatito_Mex_:250358075	167_8_Tuxpeno_El_Aguacatito_Mex_:250358075	1981	3	3	3823.52062770149	24146
13FL992157:MERGE	164_8_Tuxpeno_El_Aguacatito_Mex_:250358054	167_8_Tuxpeno_El_Aguacatito_Mex_:250358075	1825	1	3	2615.09649269822	25130
14FL992290:250411572	164_8_Tuxpeno_El_Aguacatito_Mex_:250358054	167_8_Tuxpeno_El_Aguacatito_Mex_:250358075	4389	1	3	2555.98590069597	24900
13FL991454:250349586	164_8_Tuxpeno_El_Aguacatito_Mex_:250358054	167_8_Tuxpeno_El_Aguacatito_Mex_:250358075	1233	1	3	2220.96016324734	23884
13FL992879:250308962	164_8_Tuxpeno_El_Aguacatito_Mex_:250358054	167_8_Tuxpeno_El_Aguacatito_Mex_:250358075	2451	1	3	2241.49356604183	24105
14FL991876:250411170	164_8_Tuxpeno_El_Aguacatito_Mex_:250358054	167_8_Tuxpeno_El_Aguacatito_Mex_:250358075	4086	1	3	2372.18872992114	24506
13FL991514:250306117	164_8_Tuxpeno_El_Aguacatito_Mex_:250358054	167_8_Tuxpeno_El_Aguacatito_Mex_:250358075	1290	1	3	2543.63844285481	24937
14FL991279:250410539	164_8_Tuxpeno_El_Aguacatito_Mex_:250358054	167_8_Tuxpeno_El_Aguacatito_Mex_:250358075	3622	1	3	2495.999056368	24812
13FL990288:250323690	164_8_Tuxpeno_El_Aguacatito_Mex_:250358054	167_8_Tuxpeno_El_Aguacatito_Mex_:250358075	244	1	3	2367.43996700784	24279
13FL990087:250304408	164_8_Tuxpeno_El_Aguacatito_Mex_:250358054	167_8_Tuxpeno_El_Aguacatito_Mex_:250358075	77	1	3	2197.88278088739	23565
13FL991415:250349553	164_8_Tuxpeno_El_Aguacatito_Mex_:250358054	167_8_Tuxpeno_El_Aguacatito_Mex_:250358075	1201	1	3	2493.35442137246	24764
14FL991143:250410393	164_8_Tuxpeno_El_Aguacatito_Mex_:250358054	167_8_Tuxpeno_El_Aguacatito_Mex_:250358075	3509	1	3	2537.99637203722	25011
13FL992918:250426775	164_8_Tuxpeno_El_Aguacatito_Mex_:250358054	167_8_Tuxpeno_El_Aguacatito_Mex_:250358075	2486	1	3	2423.55253354811	24399
14FL990575:250409754	164_8_Tuxpeno_El_Aguacatito_Mex_:250358054	167_8_Tuxpeno_El_Aguacatito_Mex_:250358075	3041	1	3	2481.52188887732	24894
13FL991919:250307700	164_8_Tuxpeno_El_Aguacatito_Mex_:250358054	167_8_Tuxpeno_El_Aguacatito_Mex_:250358075	1623	1	3	2341.84883224006	24444
13FL992018:250307822	164_8_Tuxpeno_El_Aguacatito_Mex_:250358054	167_8_Tuxpeno_El_Aguacatito_Mex_:250358075	1711	1	3	2478.92449196064	24729
13FL992089:MERGE	164_8_Tuxpeno_El_Aguacatito_Mex_:250358054	167_8_Tuxpeno_El_Aguacatito_Mex_:250358075	1764	1	3	2625.71544033398	25075
14FL991558:250410883	164_8_Tuxpeno_El_Aguacatito_Mex_:250358054	167_8_Tuxpeno_El_Aguacatito_Mex_:250358075	3867	1	3	2568.82396392865	25063
