proid	parent1	parent2	progeny	parent_1	parent_2	qq_uu	nloci
14FL992816:250412109	167_13_Tuxpeno_El_Aguacatito_Mex_:250358078	171_8_Tuxpeno_El_Aguacatito_Mex_:250358100	4785	17	20	2721.77798497298	25077
14FL992837:250412117	170_12_Tuxpeno_El_Aguacatito_Mex_:250358093	171_8_Tuxpeno_El_Aguacatito_Mex_:250358100	4793	19	20	2743.43916422756	25074
14FL991991:250411293	167_13_Tuxpeno_El_Aguacatito_Mex_:250358078	171_8_Tuxpeno_El_Aguacatito_Mex_:250358100	4176	17	20	2583.91141049292	24829
14FL992605:250411901	168_2_Tuxpeno_El_Aguacatito_Mex_:250358079	171_8_Tuxpeno_El_Aguacatito_Mex_:250358100	4616	18	20	2559.75385250815	25109
14FL992336:250411604	168_2_Tuxpeno_El_Aguacatito_Mex_:250358079	171_8_Tuxpeno_El_Aguacatito_Mex_:250358100	4420	18	20	2648.63900320466	25135
14FL990873:250410061	167_12_Tuxpeno_El_Aguacatito_Mex_:250358077	171_8_Tuxpeno_El_Aguacatito_Mex_:250358100	3278	16	20	2596.27731648525	24855
13FL990580:250294866	167_12_Tuxpeno_El_Aguacatito_Mex_:250358077	171_8_Tuxpeno_El_Aguacatito_Mex_:250358100	484	16	20	2574.30327053784	24741
14FL990103:250408039	168_2_Tuxpeno_El_Aguacatito_Mex_:250358079	171_8_Tuxpeno_El_Aguacatito_Mex_:250358100	2638	18	20	2531.70061091663	25040
14FL991001:250410206	168_2_Tuxpeno_El_Aguacatito_Mex_:250358079	171_8_Tuxpeno_El_Aguacatito_Mex_:250358100	3389	18	20	2521.10081702865	24957
14FL990424:250409559	168_2_Tuxpeno_El_Aguacatito_Mex_:250358079	171_8_Tuxpeno_El_Aguacatito_Mex_:250358100	2913	18	20	2577.75561362912	25001
13FL991246:250305906	168_2_Tuxpeno_El_Aguacatito_Mex_:250358079	171_8_Tuxpeno_El_Aguacatito_Mex_:250358100	1052	18	20	2163.64927822248	23523
13FL990475:250294743	167_12_Tuxpeno_El_Aguacatito_Mex_:250358077	171_8_Tuxpeno_El_Aguacatito_Mex_:250358100	406	16	20	2504.52630781234	24642
13FL992683:250308729	168_2_Tuxpeno_El_Aguacatito_Mex_:250358079	171_8_Tuxpeno_El_Aguacatito_Mex_:250358100	2282	18	20	2455.2604863126	24767
13FL992638:250308689	167_12_Tuxpeno_El_Aguacatito_Mex_:250358077	171_8_Tuxpeno_El_Aguacatito_Mex_:250358100	2243	16	20	2225.43565867921	23384
14FL991498:250410806	168_2_Tuxpeno_El_Aguacatito_Mex_:250358079	171_8_Tuxpeno_El_Aguacatito_Mex_:250358100	3821	18	20	2537.30315727243	25053
14FL990691:250409878	171_8_Tuxpeno_El_Aguacatito_Mex_:250358100	171_8_Tuxpeno_El_Aguacatito_Mex_:250358100	3129	20	20	3917.88026135052	24674
13FL991455:250349587	168_2_Tuxpeno_El_Aguacatito_Mex_:250358079	171_8_Tuxpeno_El_Aguacatito_Mex_:250358100	1234	18	20	2278.63443409418	24392
13FL990199:250294402	167_12_Tuxpeno_El_Aguacatito_Mex_:250358077	171_8_Tuxpeno_El_Aguacatito_Mex_:250358100	168	16	20	2263.15995943457	23639
14FL991416:250410697	167_12_Tuxpeno_El_Aguacatito_Mex_:250358077	171_8_Tuxpeno_El_Aguacatito_Mex_:250358100	3745	16	20	2678.1431457473	25071
14FL990046:250407993	168_2_Tuxpeno_El_Aguacatito_Mex_:250358079	171_8_Tuxpeno_El_Aguacatito_Mex_:250358100	2592	18	20	2554.24062418221	25087
13FL991830:250307591	168_2_Tuxpeno_El_Aguacatito_Mex_:250358079	171_8_Tuxpeno_El_Aguacatito_Mex_:250358100	1548	18	20	2353.4451795389	24409
14FL991182:250410429	167_12_Tuxpeno_El_Aguacatito_Mex_:250358077	171_8_Tuxpeno_El_Aguacatito_Mex_:250358100	3545	16	20	2529.09832426724	24983
14FL991929:250411209	167_12_Tuxpeno_El_Aguacatito_Mex_:250358077	171_8_Tuxpeno_El_Aguacatito_Mex_:250358100	4125	16	20	2568.2065638049	24796
13FL992999:250426851	168_2_Tuxpeno_El_Aguacatito_Mex_:250358079	171_8_Tuxpeno_El_Aguacatito_Mex_:250358100	2560	18	20	2456.89520762104	24624
14FL992156:250411453	167_12_Tuxpeno_El_Aguacatito_Mex_:250358077	171_8_Tuxpeno_El_Aguacatito_Mex_:250358100	4303	16	20	2564.12192752022	24958
14FL992968:250412238	167_12_Tuxpeno_El_Aguacatito_Mex_:250358077	171_8_Tuxpeno_El_Aguacatito_Mex_:250358100	4880	16	20	2526.19088870766	24874
13FL992231:250308066	168_2_Tuxpeno_El_Aguacatito_Mex_:250358079	171_8_Tuxpeno_El_Aguacatito_Mex_:250358100	1886	18	20	2429.59120051528	24658
14FL990593:250409767	167_12_Tuxpeno_El_Aguacatito_Mex_:250358077	171_8_Tuxpeno_El_Aguacatito_Mex_:250358100	3053	16	20	2580.25100087786	24820
14FL992280:250411566	167_12_Tuxpeno_El_Aguacatito_Mex_:250358077	171_8_Tuxpeno_El_Aguacatito_Mex_:250358100	4383	16	20	2580.28484351741	24839
13FL991839:250307599	167_12_Tuxpeno_El_Aguacatito_Mex_:250358077	171_8_Tuxpeno_El_Aguacatito_Mex_:250358100	1556	16	20	2398.58401878931	24716
13FL991949:250307761	167_12_Tuxpeno_El_Aguacatito_Mex_:250358077	171_8_Tuxpeno_El_Aguacatito_Mex_:250358100	1653	16	20	2632.21631551491	24895
13FL991687:250306307	167_13_Tuxpeno_El_Aguacatito_Mex_:250358078	171_8_Tuxpeno_El_Aguacatito_Mex_:250358100	1443	17	20	2669.6554606781	24937
13FL992358:250308208	168_2_Tuxpeno_El_Aguacatito_Mex_:250358079	171_8_Tuxpeno_El_Aguacatito_Mex_:250358100	1990	18	20	2458.32983166868	24703
13FL992887:250308970	167_12_Tuxpeno_El_Aguacatito_Mex_:250358077	171_8_Tuxpeno_El_Aguacatito_Mex_:250358100	2458	16	20	2088.88228794361	22957
13FL990452:250294723	168_2_Tuxpeno_El_Aguacatito_Mex_:250358079	171_8_Tuxpeno_El_Aguacatito_Mex_:250358100	388	18	20	2522.79784755849	24790
14FL990367:250409508	167_13_Tuxpeno_El_Aguacatito_Mex_:250358078	171_8_Tuxpeno_El_Aguacatito_Mex_:250358100	2864	17	20	2635.96791286562	24956
14FL992785:250412085	167_13_Tuxpeno_El_Aguacatito_Mex_:250358078	171_8_Tuxpeno_El_Aguacatito_Mex_:250358100	4762	17	20	2668.53210742315	24999
14FL990889:250410077	167_13_Tuxpeno_El_Aguacatito_Mex_:250358078	171_8_Tuxpeno_El_Aguacatito_Mex_:250358100	3294	17	20	2689.4296225597	24962
14FL991530:250410833	167_13_Tuxpeno_El_Aguacatito_Mex_:250358078	171_8_Tuxpeno_El_Aguacatito_Mex_:250358100	3848	17	20	2618.47045079246	25016
14FL992965:250412236	167_13_Tuxpeno_El_Aguacatito_Mex_:250358078	171_8_Tuxpeno_El_Aguacatito_Mex_:250358100	4878	17	20	2628.46842308647	24891
13FL992354:250308204	167_13_Tuxpeno_El_Aguacatito_Mex_:250358078	171_8_Tuxpeno_El_Aguacatito_Mex_:250358100	1986	17	20	2623.96606397882	24879
14FL992071:250411391	167_13_Tuxpeno_El_Aguacatito_Mex_:250358078	171_8_Tuxpeno_El_Aguacatito_Mex_:250358100	4243	17	20	2680.95034399458	25123
13FL990440:250294713	167_12_Tuxpeno_El_Aguacatito_Mex_:250358077	171_8_Tuxpeno_El_Aguacatito_Mex_:250358100	379	16	20	2475.80236916197	24814
14FL990788:250409994	168_2_Tuxpeno_El_Aguacatito_Mex_:250358079	171_8_Tuxpeno_El_Aguacatito_Mex_:250358100	3214	18	20	2488.26364905158	24945
13FL990356:250294604	167_12_Tuxpeno_El_Aguacatito_Mex_:250358077	171_8_Tuxpeno_El_Aguacatito_Mex_:250358100	304	16	20	2561.94121300401	24815
14FL991903:250411191	168_2_Tuxpeno_El_Aguacatito_Mex_:250358079	171_8_Tuxpeno_El_Aguacatito_Mex_:250358100	4107	18	20	2144.05251039995	23279
14FL990455:250409620	167_13_Tuxpeno_El_Aguacatito_Mex_:250358078	171_8_Tuxpeno_El_Aguacatito_Mex_:250358100	2941	17	20	2613.18973331397	24762
14FL991840:250411138	168_2_Tuxpeno_El_Aguacatito_Mex_:250358079	171_8_Tuxpeno_El_Aguacatito_Mex_:250358100	4056	18	20	2604.19515049401	25027
14FL992417:250411699	167_13_Tuxpeno_El_Aguacatito_Mex_:250358078	171_8_Tuxpeno_El_Aguacatito_Mex_:250358100	4478	17	20	2579.97202662678	24929
13FL990673:250294970	167_13_Tuxpeno_El_Aguacatito_Mex_:250358078	171_8_Tuxpeno_El_Aguacatito_Mex_:250358100	551	17	20	2626.98357788058	24790
13FL990873:250307126	168_2_Tuxpeno_El_Aguacatito_Mex_:250358079	171_8_Tuxpeno_El_Aguacatito_Mex_:250358100	722	18	20	2115.86521359967	22688
14FL992853:250412156	168_2_Tuxpeno_El_Aguacatito_Mex_:250358079	171_8_Tuxpeno_El_Aguacatito_Mex_:250358100	4801	18	20	2572.91294699991	24960
14FL990529:250409678	167_13_Tuxpeno_El_Aguacatito_Mex_:250358078	171_8_Tuxpeno_El_Aguacatito_Mex_:250358100	2999	17	20	2515.98674981543	24543
14FL991770:250411050	167_13_Tuxpeno_El_Aguacatito_Mex_:250358078	171_8_Tuxpeno_El_Aguacatito_Mex_:250358100	3999	17	20	2677.73348958662	25032
13FL990755:250295048	167_13_Tuxpeno_El_Aguacatito_Mex_:250358078	171_8_Tuxpeno_El_Aguacatito_Mex_:250358100	626	17	20	2487.98609306664	24514
14FL992199:250411485	167_13_Tuxpeno_El_Aguacatito_Mex_:250358078	171_8_Tuxpeno_El_Aguacatito_Mex_:250358100	4335	17	20	2620.65270169084	24892
13FL991219:250305880	167_13_Tuxpeno_El_Aguacatito_Mex_:250358078	171_8_Tuxpeno_El_Aguacatito_Mex_:250358100	1027	17	20	2610.49729856014	24866
13FL990393:250294637	167_13_Tuxpeno_El_Aguacatito_Mex_:250358078	171_8_Tuxpeno_El_Aguacatito_Mex_:250358100	335	17	20	2557.63122415286	24767
13FL991968:250307778	167_13_Tuxpeno_El_Aguacatito_Mex_:250358078	171_8_Tuxpeno_El_Aguacatito_Mex_:250358100	1670	17	20	2633.60305042666	24897
13FL990849:250307072	167_13_Tuxpeno_El_Aguacatito_Mex_:250358078	171_8_Tuxpeno_El_Aguacatito_Mex_:250358100	699	17	20	2471.91310221882	24087
14FL991576:250410899	170_12_Tuxpeno_El_Aguacatito_Mex_:250358093	171_8_Tuxpeno_El_Aguacatito_Mex_:250358100	3881	19	20	2623.68903205931	24785
13FL990227:250323633	167_13_Tuxpeno_El_Aguacatito_Mex_:250358078	171_8_Tuxpeno_El_Aguacatito_Mex_:250358100	188	17	20	2586.26387890638	25040
13FL990168:250294378	167_13_Tuxpeno_El_Aguacatito_Mex_:250358078	171_8_Tuxpeno_El_Aguacatito_Mex_:250358100	144	17	20	2495.69603000244	24527
13FL991466:250349598	167_13_Tuxpeno_El_Aguacatito_Mex_:250358078	171_8_Tuxpeno_El_Aguacatito_Mex_:250358100	1245	17	20	2565.229335523	24508
14FL992601:250411866	171_8_Tuxpeno_El_Aguacatito_Mex_:250358100	171_8_Tuxpeno_El_Aguacatito_Mex_:250358100	4612	20	20	4082.18095220807	24862
13FL992932:250426791	167_13_Tuxpeno_El_Aguacatito_Mex_:250358078	171_8_Tuxpeno_El_Aguacatito_Mex_:250358100	2500	17	20	2590.45578045204	24682
13FL992526:250308426	167_13_Tuxpeno_El_Aguacatito_Mex_:250358078	171_8_Tuxpeno_El_Aguacatito_Mex_:250358100	2141	17	20	2569.05201146776	24754
13FL990498:250294766	167_12_Tuxpeno_El_Aguacatito_Mex_:250358077	171_8_Tuxpeno_El_Aguacatito_Mex_:250358100	425	16	20	2337.59807689115	24904
13FL991007:250307270	171_8_Tuxpeno_El_Aguacatito_Mex_:250358100	171_8_Tuxpeno_El_Aguacatito_Mex_:250358100	832	20	20	3903.29183979924	24068
14FL991247:250410509	167_13_Tuxpeno_El_Aguacatito_Mex_:250358078	171_8_Tuxpeno_El_Aguacatito_Mex_:250358100	3594	17	20	2773.50386193766	25094
14FL992010:250411306	171_8_Tuxpeno_El_Aguacatito_Mex_:250358100	171_8_Tuxpeno_El_Aguacatito_Mex_:250358100	4189	20	20	3960.29640905006	24953
14FL990672:250409830	167_13_Tuxpeno_El_Aguacatito_Mex_:250358078	171_8_Tuxpeno_El_Aguacatito_Mex_:250358100	3114	17	20	2658.66554146946	25032
13FL991967:250307777	167_13_Tuxpeno_El_Aguacatito_Mex_:250358078	171_8_Tuxpeno_El_Aguacatito_Mex_:250358100	1669	17	20	2556.94509945632	24806
14FL990069:250408012	171_8_Tuxpeno_El_Aguacatito_Mex_:250358100	171_8_Tuxpeno_El_Aguacatito_Mex_:250358100	2611	20	20	4082.9327880039	25021
13FL992458:250308333	171_8_Tuxpeno_El_Aguacatito_Mex_:250358100	171_8_Tuxpeno_El_Aguacatito_Mex_:250358100	2082	20	20	3748.87694167179	23992
14FL991976:250411277	167_13_Tuxpeno_El_Aguacatito_Mex_:250358078	171_8_Tuxpeno_El_Aguacatito_Mex_:250358100	4162	17	20	2686.88060350044	25105
13FL991411:250349549	167_13_Tuxpeno_El_Aguacatito_Mex_:250358078	171_8_Tuxpeno_El_Aguacatito_Mex_:250358100	1197	17	20	2670.20182387795	24979
14FL990662:250409822	168_2_Tuxpeno_El_Aguacatito_Mex_:250358079	171_8_Tuxpeno_El_Aguacatito_Mex_:250358100	3106	18	20	2493.13114796732	24902
13FL990583:250294868	170_12_Tuxpeno_El_Aguacatito_Mex_:250358093	171_8_Tuxpeno_El_Aguacatito_Mex_:250358100	486	19	20	2459.23106158289	24710
14FL992088:250411405	167_13_Tuxpeno_El_Aguacatito_Mex_:250358078	171_8_Tuxpeno_El_Aguacatito_Mex_:250358100	4257	17	20	2703.88285245516	25020
14FL991004:250410207	167_13_Tuxpeno_El_Aguacatito_Mex_:250358078	171_8_Tuxpeno_El_Aguacatito_Mex_:250358100	3390	17	20	2670.93464141104	25084
13FL991045:250307308	170_12_Tuxpeno_El_Aguacatito_Mex_:250358093	171_8_Tuxpeno_El_Aguacatito_Mex_:250358100	868	19	20	2505.99095656453	24017
13FL991152:250307437	170_12_Tuxpeno_El_Aguacatito_Mex_:250358093	171_8_Tuxpeno_El_Aguacatito_Mex_:250358100	964	19	20	2338.44655453916	23176
13FL991360:250308577	167_13_Tuxpeno_El_Aguacatito_Mex_:250358078	171_8_Tuxpeno_El_Aguacatito_Mex_:250358100	1151	17	20	2368.02822458251	24416
13FL990688:250294983	170_12_Tuxpeno_El_Aguacatito_Mex_:250358093	171_8_Tuxpeno_El_Aguacatito_Mex_:250358100	564	19	20	2462.94639629119	25122
14FL990639:250409802	168_2_Tuxpeno_El_Aguacatito_Mex_:250358079	171_8_Tuxpeno_El_Aguacatito_Mex_:250358100	3086	18	20	2502.83587988015	24801
13FL991838:250307598	168_2_Tuxpeno_El_Aguacatito_Mex_:250358079	171_8_Tuxpeno_El_Aguacatito_Mex_:250358100	1555	18	20	1797.60191477885	24778
13FL992343:250308193	168_2_Tuxpeno_El_Aguacatito_Mex_:250358079	171_8_Tuxpeno_El_Aguacatito_Mex_:250358100	1975	18	20	2460.26539692325	24758
13FL991559:250306158	170_12_Tuxpeno_El_Aguacatito_Mex_:250358093	171_8_Tuxpeno_El_Aguacatito_Mex_:250358100	1329	19	20	2328.01894531937	23859
13FL991305:250308531	168_2_Tuxpeno_El_Aguacatito_Mex_:250358079	171_8_Tuxpeno_El_Aguacatito_Mex_:250358100	1105	18	20	2358.40029958091	24499
14FL991019:250410249	168_2_Tuxpeno_El_Aguacatito_Mex_:250358079	171_8_Tuxpeno_El_Aguacatito_Mex_:250358100	3401	18	20	2507.73850391778	25048
14FL992880:250412175	170_12_Tuxpeno_El_Aguacatito_Mex_:250358093	171_8_Tuxpeno_El_Aguacatito_Mex_:250358100	4820	19	20	1942.91583682814	21549
14FL990025:250407980	168_2_Tuxpeno_El_Aguacatito_Mex_:250358079	171_8_Tuxpeno_El_Aguacatito_Mex_:250358100	2579	18	20	2589.44198813164	25084
14FL991149:250410398	168_2_Tuxpeno_El_Aguacatito_Mex_:250358079	171_8_Tuxpeno_El_Aguacatito_Mex_:250358100	3514	18	20	2530.50389400565	25052
14FL992593:250411860	168_2_Tuxpeno_El_Aguacatito_Mex_:250358079	171_8_Tuxpeno_El_Aguacatito_Mex_:250358100	4606	18	20	2607.16369707679	25062
14FL992916:250412205	168_2_Tuxpeno_El_Aguacatito_Mex_:250358079	171_8_Tuxpeno_El_Aguacatito_Mex_:250358100	4848	18	20	2502.03954346511	24824
14FL992995:250426641	168_2_Tuxpeno_El_Aguacatito_Mex_:250358079	171_8_Tuxpeno_El_Aguacatito_Mex_:250358100	4901	18	20	2496.70294978107	24966
13FL990855:250307078	170_12_Tuxpeno_El_Aguacatito_Mex_:250358093	171_8_Tuxpeno_El_Aguacatito_Mex_:250358100	705	19	20	2419.27670834609	24018
14FL992936:250412218	168_2_Tuxpeno_El_Aguacatito_Mex_:250358079	171_8_Tuxpeno_El_Aguacatito_Mex_:250358100	4861	18	20	2413.05219253275	24541
13FL992584:250308479	168_2_Tuxpeno_El_Aguacatito_Mex_:250358079	171_8_Tuxpeno_El_Aguacatito_Mex_:250358100	2192	18	20	2569.85764367376	25030
14FL990159:250409259	171_8_Tuxpeno_El_Aguacatito_Mex_:250358100	171_8_Tuxpeno_El_Aguacatito_Mex_:250358100	2682	20	20	4098.74745145049	24986
13FL992577:250308473	168_2_Tuxpeno_El_Aguacatito_Mex_:250358079	171_8_Tuxpeno_El_Aguacatito_Mex_:250358100	2186	18	20	2412.10862331845	24616
13FL991517:250306120	168_2_Tuxpeno_El_Aguacatito_Mex_:250358079	171_8_Tuxpeno_El_Aguacatito_Mex_:250358100	1293	18	20	2391.41005497288	24670
14FL991800:250411072	168_2_Tuxpeno_El_Aguacatito_Mex_:250358079	171_8_Tuxpeno_El_Aguacatito_Mex_:250358100	4021	18	20	2434.75169834739	24824
13FL990560:250294850	168_2_Tuxpeno_El_Aguacatito_Mex_:250358079	171_8_Tuxpeno_El_Aguacatito_Mex_:250358100	469	18	20	2435.02760986262	24765
14FL992346:250411610	170_12_Tuxpeno_El_Aguacatito_Mex_:250358093	171_8_Tuxpeno_El_Aguacatito_Mex_:250358100	4426	19	20	2475.94170062877	24802
14FL990411:250409546	168_2_Tuxpeno_El_Aguacatito_Mex_:250358079	171_8_Tuxpeno_El_Aguacatito_Mex_:250358100	2900	18	20	2550.6701395881	24997
13FL992094:MERGE	168_2_Tuxpeno_El_Aguacatito_Mex_:250358079	171_8_Tuxpeno_El_Aguacatito_Mex_:250358100	1769	18	20	2575.30651729498	25077
14FL991375:250410658	168_2_Tuxpeno_El_Aguacatito_Mex_:250358079	171_8_Tuxpeno_El_Aguacatito_Mex_:250358100	3707	18	20	2471.59439705104	24760
13FL990046:250304375	168_2_Tuxpeno_El_Aguacatito_Mex_:250358079	171_8_Tuxpeno_El_Aguacatito_Mex_:250358100	44	18	20	2177.83601128758	23752
14FL991622:250410923	168_2_Tuxpeno_El_Aguacatito_Mex_:250358079	171_8_Tuxpeno_El_Aguacatito_Mex_:250358100	3905	18	20	2509.51695438199	25005
13FL992788:250308862	170_12_Tuxpeno_El_Aguacatito_Mex_:250358093	171_8_Tuxpeno_El_Aguacatito_Mex_:250358100	2382	19	20	2705.78812521288	25051
14FL991401:250410682	168_2_Tuxpeno_El_Aguacatito_Mex_:250358079	171_8_Tuxpeno_El_Aguacatito_Mex_:250358100	3731	18	20	2520.67485629409	24763
13FL992623:250308673	168_2_Tuxpeno_El_Aguacatito_Mex_:250358079	171_8_Tuxpeno_El_Aguacatito_Mex_:250358100	2228	18	20	2356.0930949504	24283
14FL992657:250411950	168_2_Tuxpeno_El_Aguacatito_Mex_:250358079	171_8_Tuxpeno_El_Aguacatito_Mex_:250358100	4663	18	20	2379.43320867293	24550
14FL991334:250410587	170_12_Tuxpeno_El_Aguacatito_Mex_:250358093	171_8_Tuxpeno_El_Aguacatito_Mex_:250358100	3669	19	20	2574.9974222269	24680
14FL990624:250409791	168_2_Tuxpeno_El_Aguacatito_Mex_:250358079	171_8_Tuxpeno_El_Aguacatito_Mex_:250358100	3077	18	20	2481.46599704727	24864
13FL991785:250307554	168_2_Tuxpeno_El_Aguacatito_Mex_:250358079	171_8_Tuxpeno_El_Aguacatito_Mex_:250358100	1512	18	20	2456.24281571069	24699
13FL992741:250308814	168_2_Tuxpeno_El_Aguacatito_Mex_:250358079	171_8_Tuxpeno_El_Aguacatito_Mex_:250358100	2336	18	20	2283.26889927275	24071
14FL992248:250411550	168_2_Tuxpeno_El_Aguacatito_Mex_:250358079	171_8_Tuxpeno_El_Aguacatito_Mex_:250358100	4367	18	20	2472.17246823343	24850
13FL992149:MERGE	168_2_Tuxpeno_El_Aguacatito_Mex_:250358079	171_8_Tuxpeno_El_Aguacatito_Mex_:250358100	1820	18	20	2693.30686672369	25147
14FL991882:250411174	168_2_Tuxpeno_El_Aguacatito_Mex_:250358079	171_8_Tuxpeno_El_Aguacatito_Mex_:250358100	4090	18	20	2526.5411183315	24963
14FL990983:250410190	168_2_Tuxpeno_El_Aguacatito_Mex_:250358079	171_8_Tuxpeno_El_Aguacatito_Mex_:250358100	3373	18	20	2245.70452801108	23860
13FL990062:MERGE	168_2_Tuxpeno_El_Aguacatito_Mex_:250358079	171_8_Tuxpeno_El_Aguacatito_Mex_:250358100	58	18	20	2578.40613160133	25060
13FL991581:250306178	170_12_Tuxpeno_El_Aguacatito_Mex_:250358093	171_8_Tuxpeno_El_Aguacatito_Mex_:250358100	1349	19	20	2402.45687145355	23944
14FL991315:250410572	168_2_Tuxpeno_El_Aguacatito_Mex_:250358079	171_8_Tuxpeno_El_Aguacatito_Mex_:250358100	3654	18	20	2470.17846269397	24894
13FL992032:250307832	170_12_Tuxpeno_El_Aguacatito_Mex_:250358093	171_8_Tuxpeno_El_Aguacatito_Mex_:250358100	1721	19	20	2141.62349837807	22883
13FL992853:250308947	168_2_Tuxpeno_El_Aguacatito_Mex_:250358079	171_8_Tuxpeno_El_Aguacatito_Mex_:250358100	2436	18	20	2329.66578028634	24319
13FL991396:250308613	170_12_Tuxpeno_El_Aguacatito_Mex_:250358093	171_8_Tuxpeno_El_Aguacatito_Mex_:250358100	1185	19	20	2549.13171624106	24854
13FL992378:250308226	168_2_Tuxpeno_El_Aguacatito_Mex_:250358079	171_8_Tuxpeno_El_Aguacatito_Mex_:250358100	2008	18	20	2573.10835155731	25009
13FL990530:250294792	168_2_Tuxpeno_El_Aguacatito_Mex_:250358079	171_8_Tuxpeno_El_Aguacatito_Mex_:250358100	448	18	20	2383.86690463552	24275
13FL990260:250323663	170_12_Tuxpeno_El_Aguacatito_Mex_:250358093	171_8_Tuxpeno_El_Aguacatito_Mex_:250358100	218	19	20	2628.65909004261	24942
13FL991020:250307284	168_2_Tuxpeno_El_Aguacatito_Mex_:250358079	171_8_Tuxpeno_El_Aguacatito_Mex_:250358100	845	18	20	2357.87878618095	24118
14FL991951:250411226	168_2_Tuxpeno_El_Aguacatito_Mex_:250358079	171_8_Tuxpeno_El_Aguacatito_Mex_:250358100	4142	18	20	2479.96031996629	24964
14FL992100:250411414	168_2_Tuxpeno_El_Aguacatito_Mex_:250358079	171_8_Tuxpeno_El_Aguacatito_Mex_:250358100	4264	18	20	2462.17830315026	24789
13FL991385:250308603	168_2_Tuxpeno_El_Aguacatito_Mex_:250358079	171_8_Tuxpeno_El_Aguacatito_Mex_:250358100	1175	18	20	2511.91452744629	24855
13FL990289:250323691	168_2_Tuxpeno_El_Aguacatito_Mex_:250358079	171_8_Tuxpeno_El_Aguacatito_Mex_:250358100	245	18	20	2524.00987860043	24921
13FL991976:250307786	171_8_Tuxpeno_El_Aguacatito_Mex_:250358100	171_8_Tuxpeno_El_Aguacatito_Mex_:250358100	1678	20	20	4087.65969898504	24727
14FL991784:250411061	168_2_Tuxpeno_El_Aguacatito_Mex_:250358079	171_8_Tuxpeno_El_Aguacatito_Mex_:250358100	4010	18	20	2611.39367048511	25128
13FL992164:MERGE	168_2_Tuxpeno_El_Aguacatito_Mex_:250358079	171_8_Tuxpeno_El_Aguacatito_Mex_:250358100	1832	18	20	2564.33820498115	25143
13FL992478:250308351	170_12_Tuxpeno_El_Aguacatito_Mex_:250358093	171_8_Tuxpeno_El_Aguacatito_Mex_:250358100	2100	19	20	2662.20442905219	25055
13FL991306:250308532	168_2_Tuxpeno_El_Aguacatito_Mex_:250358079	171_8_Tuxpeno_El_Aguacatito_Mex_:250358100	1106	18	20	2446.99499543208	24807
13FL992805:250308909	170_12_Tuxpeno_El_Aguacatito_Mex_:250358093	171_8_Tuxpeno_El_Aguacatito_Mex_:250358100	2398	19	20	2257.45373534257	22180
13FL990262:250323665	170_12_Tuxpeno_El_Aguacatito_Mex_:250358093	171_8_Tuxpeno_El_Aguacatito_Mex_:250358100	220	19	20	2595.69142535677	24964
13FL992766:250308841	170_12_Tuxpeno_El_Aguacatito_Mex_:250358093	171_8_Tuxpeno_El_Aguacatito_Mex_:250358100	2361	19	20	2657.24123535535	25041
13FL990802:250307031	168_2_Tuxpeno_El_Aguacatito_Mex_:250358079	171_8_Tuxpeno_El_Aguacatito_Mex_:250358100	659	18	20	2306.38401605692	23806
14FL990126:250409231	168_2_Tuxpeno_El_Aguacatito_Mex_:250358079	171_8_Tuxpeno_El_Aguacatito_Mex_:250358100	2656	18	20	2576.10569664604	25091
14FL990274:250409400	170_12_Tuxpeno_El_Aguacatito_Mex_:250358093	171_8_Tuxpeno_El_Aguacatito_Mex_:250358100	2790	19	20	2627.41954871879	24871
14FL990855:250410047	171_8_Tuxpeno_El_Aguacatito_Mex_:250358100	171_8_Tuxpeno_El_Aguacatito_Mex_:250358100	3264	20	20	4002.46352298209	24787
14FL991675:250410958	168_2_Tuxpeno_El_Aguacatito_Mex_:250358079	171_8_Tuxpeno_El_Aguacatito_Mex_:250358100	3940	18	20	2495.27454974857	24911
14FL992167:250411461	168_2_Tuxpeno_El_Aguacatito_Mex_:250358079	171_8_Tuxpeno_El_Aguacatito_Mex_:250358100	4311	18	20	2446.75675394393	24987
14FL991312:250410569	171_8_Tuxpeno_El_Aguacatito_Mex_:250358100	171_8_Tuxpeno_El_Aguacatito_Mex_:250358100	3651	20	20	3889.69464523243	24857
13FL990593:250294874	170_12_Tuxpeno_El_Aguacatito_Mex_:250358093	171_8_Tuxpeno_El_Aguacatito_Mex_:250358100	490	19	20	2346.79212468432	23838
14FL990096:250408036	171_8_Tuxpeno_El_Aguacatito_Mex_:250358100	171_8_Tuxpeno_El_Aguacatito_Mex_:250358100	2635	20	20	3963.86839530092	24865
14FL992509:250411798	170_12_Tuxpeno_El_Aguacatito_Mex_:250358093	171_8_Tuxpeno_El_Aguacatito_Mex_:250358100	4544	19	20	2673.24760312752	25014
13FL991336:250426676	168_2_Tuxpeno_El_Aguacatito_Mex_:250358079	171_8_Tuxpeno_El_Aguacatito_Mex_:250358100	1130	18	20	2632.92875455615	25062
14FL991434:250410714	168_2_Tuxpeno_El_Aguacatito_Mex_:250358079	171_8_Tuxpeno_El_Aguacatito_Mex_:250358100	3762	18	20	2518.9553970407	24944
14FL992385:250411675	171_8_Tuxpeno_El_Aguacatito_Mex_:250358100	171_8_Tuxpeno_El_Aguacatito_Mex_:250358100	4458	20	20	3894.86688820089	24895
13FL992517:250308417	170_12_Tuxpeno_El_Aguacatito_Mex_:250358093	171_8_Tuxpeno_El_Aguacatito_Mex_:250358100	2133	19	20	2624.56499502904	24959
