kid,nhet,kerr10,kerr12,nmaj,kerr01,kerr02,nmnr,kerr20,kerr21
E0916:250277986,9818,0.371766143817478,0.285394173966185,86080,0.000697026022304833,0.0325511152416357,1390,0.000719424460431655,0
E2513:250283674,10410,0.354755043227666,0.273294908741595,91171,0.000712946002566606,0.0312050981123384,1476,0.002710027100271,0.00338753387533875
A2080:250417054,7625,0.391344262295082,0.320262295081967,65945,0.00012131321555842,0.0370308590492077,1092,0,0
E0257:250283162,10982,0.330449826989619,0.260426151884903,95803,0.0010229324760185,0.0298529273613561,1559,0.00128287363694676,0.00449005772931366
A5143:250421345,10374,0.365914786967419,0.286581839213418,89678,0.000289926180334084,0.0331519436205089,1580,0.00253164556962025,0.00443037974683544
A4483:250417579,7276,0.376992853216053,0.304150632215503,63845,0.000250606938679615,0.0346620722061242,975,0,0.0041025641025641
A3802:250417300,6023,0.393823675909015,0.330068072389175,54254,0.000184318206952483,0.0366424595421536,839,0,0
E0955:250278000,11462,0.347670563601466,0.270982376548595,95547,0.00059656504128858,0.0325075617235497,1502,0.00066577896138482,0.00066577896138482
E0449:250283246,9786,0.352135704067035,0.292254240752095,89060,0.000763530204356614,0.0321131821244105,1414,0,0.000707213578500707
A5761:250421001,7033,0.394710649793829,0.312526660031281,63494,0.000173244716036161,0.0346174441679529,936,0,0
A0631:250416126,8859,0.374082853595214,0.292019415283892,77341,0.000310314063691962,0.0334492701154627,1242,0.00161030595813205,0.000805152979066023
A3477:250413253,8030,0.380448318804483,0.299003735990037,68299,0.000746716642996237,0.0351542482320385,1027,0.000973709834469328,0
E0099:250277628,11503,0.347126836477441,0.273059201947318,95689,0.000532976622182278,0.0328250896132262,1467,0,0.00136332651670075
E2958:250272796,11173,0.359437930725857,0.274769533697306,92624,0.000863707030575229,0.0331447572983244,1469,0,0.00408441116405718
A2811:250412727,6466,0.399938137952366,0.341014537581194,54797,0.000383232658722193,0.0402394291658302,735,0,0
A3801:250417299,5944,0.401076716016151,0.316958277254374,53146,0.000282241372822037,0.0354495164264479,852,0,0
E2330:250284055,7749,0.408310749774164,0.335140018066847,70215,0.000598162785729545,0.0369863989176102,1141,0.00175284837861525,0.00262927256792287
A2657:250442165,6612,0.388233514821537,0.313672111312765,68631,0.000218560125890633,0.0302195800731448,1290,0,0
A5035:250421296,9211,0.346325046140484,0.270437520356096,94096,0.000541999659921782,0.0264729637816698,1827,0.00218938149972633,0
A5335:250420814,7618,0.386321869257023,0.320819112627986,67332,0.00031188736410622,0.0362977484702667,1148,0.000871080139372822,0.000871080139372822
A2790:250412715,8958,0.380665327081938,0.291471310560393,79160,0.000391611925214755,0.0329838302172815,1324,0.000755287009063444,0
E2573:250283694,11796,0.345964733808071,0.255764665988471,102867,0.00239143748724081,0.0293291337357948,1684,0.00178147268408551,0.0142517814726841
A5494:250420928,7150,0.386713286713287,0.313286713286713,63253,0.000363619116879832,0.0354133400787314,1016,0,0
E2981:250272815,11334,0.341185812599259,0.263984471501676,98383,0.000701340678775805,0.030411758128945,1663,0,0.00481058328322309
B3724:250314842,11231,0.344849078443594,0.261419285905084,99815,0.00136252066322697,0.0294144166708411,1734,0.00173010380622837,0.00980392156862745
A4575:250417659,7138,0.386382740263379,0.314373774166433,65205,0.000444751169388851,0.0344145387623648,1075,0,0.00186046511627907
E1241:250310591,10981,0.334486840907021,0.246243511519898,108500,0.000838709677419355,0.0249216589861751,2146,0.000465983224603914,0.00419384902143523
A4298:250417512,7309,0.384867970994664,0.31139690792174,64836,0.000385588253439447,0.0351039545931273,1063,0,0
E2307:250284042,12416,0.349629510309278,0.252013530927835,105057,0.000504488039825999,0.0297838316342557,1750,0.000571428571428571,0
B3453:250273159,8801,0.385183501874787,0.298716054993751,81217,0.00120664392922664,0.0323700703054779,1279,0.00156372165754496,0
