file,err1,err2,size
largedata/sim1//res_100_srate0.csv,0.2618,0.2501,100
largedata/sim1//res_10_srate0.csv,0.7415,0.5567,10
largedata/sim1//res_11_srate0.csv,0.7193,0.5291,11
largedata/sim1//res_12_srate0.csv,0.692,0.4942,12
largedata/sim1//res_13_srate0.csv,0.6678,0.4679,13
largedata/sim1//res_14_srate0.csv,0.6392,0.4354,14
largedata/sim1//res_15_srate0.csv,0.6093,0.4192,15
largedata/sim1//res_16_srate0.csv,0.5827,0.3869,16
largedata/sim1//res_17_srate0.csv,0.5428,0.3637,17
largedata/sim1//res_18_srate0.csv,0.5132,0.3375,18
largedata/sim1//res_19_srate0.csv,0.4799,0.3239,19
largedata/sim1//res_20_srate0.csv,0.4528,0.3179,20
largedata/sim1//res_21_srate0.csv,0.4188,0.2928,21
largedata/sim1//res_22_srate0.csv,0.394,0.2839,22
largedata/sim1//res_23_srate0.csv,0.3805,0.2775,23
largedata/sim1//res_24_srate0.csv,0.3673,0.2767,24
largedata/sim1//res_25_srate0.csv,0.3446,0.2698,25
largedata/sim1//res_26_srate0.csv,0.3275,0.2631,26
largedata/sim1//res_27_srate0.csv,0.3244,0.2661,27
largedata/sim1//res_28_srate0.csv,0.3092,0.2553,28
largedata/sim1//res_29_srate0.csv,0.3128,0.2635,29
largedata/sim1//res_30_srate0.csv,0.301,0.2544,30
largedata/sim1//res_31_srate0.csv,0.3014,0.2631,31
largedata/sim1//res_32_srate0.csv,0.2934,0.2558,32
largedata/sim1//res_33_srate0.csv,0.2863,0.2505,33
largedata/sim1//res_34_srate0.csv,0.2886,0.2558,34
largedata/sim1//res_35_srate0.csv,0.2874,0.2567,35
largedata/sim1//res_36_srate0.csv,0.2829,0.2524,36
largedata/sim1//res_37_srate0.csv,0.2811,0.2512,37
largedata/sim1//res_38_srate0.csv,0.2794,0.2511,38
largedata/sim1//res_39_srate0.csv,0.289,0.2611,39
largedata/sim1//res_40_srate0.csv,0.2787,0.2533,40
largedata/sim1//res_41_srate0.csv,0.2852,0.2571,41
largedata/sim1//res_42_srate0.csv,0.2789,0.2521,42
largedata/sim1//res_43_srate0.csv,0.2805,0.2563,43
largedata/sim1//res_44_srate0.csv,0.2734,0.251,44
largedata/sim1//res_45_srate0.csv,0.2791,0.2579,45
largedata/sim1//res_46_srate0.csv,0.2805,0.2566,46
largedata/sim1//res_47_srate0.csv,0.2825,0.2587,47
largedata/sim1//res_48_srate0.csv,0.2696,0.2473,48
largedata/sim1//res_49_srate0.csv,0.2773,0.2582,49
largedata/sim1//res_50_srate0.csv,0.2698,0.2476,50
largedata/sim1//res_51_srate0.csv,0.27,0.252,51
largedata/sim1//res_52_srate0.csv,0.2726,0.2518,52
largedata/sim1//res_53_srate0.csv,0.27,0.2486,53
largedata/sim1//res_54_srate0.csv,0.2708,0.2522,54
largedata/sim1//res_55_srate0.csv,0.2751,0.2557,55
largedata/sim1//res_56_srate0.csv,0.271,0.2509,56
largedata/sim1//res_57_srate0.csv,0.2735,0.2564,57
largedata/sim1//res_58_srate0.csv,0.2635,0.2455,58
largedata/sim1//res_59_srate0.csv,0.2689,0.2512,59
largedata/sim1//res_60_srate0.csv,0.272,0.2544,60
largedata/sim1//res_61_srate0.csv,0.2678,0.2505,61
largedata/sim1//res_62_srate0.csv,0.2756,0.2578,62
largedata/sim1//res_63_srate0.csv,0.2625,0.2443,63
largedata/sim1//res_64_srate0.csv,0.2651,0.2488,64
largedata/sim1//res_65_srate0.csv,0.2614,0.245,65
largedata/sim1//res_66_srate0.csv,0.2577,0.2412,66
largedata/sim1//res_67_srate0.csv,0.267,0.2526,67
largedata/sim1//res_68_srate0.csv,0.2739,0.2559,68
largedata/sim1//res_69_srate0.csv,0.2713,0.2555,69
largedata/sim1//res_70_srate0.csv,0.2623,0.2468,70
largedata/sim1//res_71_srate0.csv,0.2698,0.2538,71
largedata/sim1//res_72_srate0.csv,0.2607,0.2453,72
largedata/sim1//res_73_srate0.csv,0.2633,0.2473,73
largedata/sim1//res_74_srate0.csv,0.2696,0.2546,74
largedata/sim1//res_75_srate0.csv,0.2636,0.2479,75
largedata/sim1//res_76_srate0.csv,0.2667,0.2512,76
largedata/sim1//res_77_srate0.csv,0.265,0.2464,77
largedata/sim1//res_78_srate0.csv,0.2636,0.2477,78
largedata/sim1//res_79_srate0.csv,0.2618,0.2472,79
largedata/sim1//res_80_srate0.csv,0.257,0.2427,80
largedata/sim1//res_81_srate0.csv,0.2535,0.2379,81
largedata/sim1//res_82_srate0.csv,0.2592,0.2452,82
largedata/sim1//res_83_srate0.csv,0.2664,0.2533,83
largedata/sim1//res_84_srate0.csv,0.2689,0.2559,84
largedata/sim1//res_85_srate0.csv,0.2611,0.2474,85
largedata/sim1//res_86_srate0.csv,0.2594,0.2443,86
largedata/sim1//res_87_srate0.csv,0.2595,0.2447,87
largedata/sim1//res_88_srate0.csv,0.2618,0.2477,88
largedata/sim1//res_89_srate0.csv,0.2599,0.2438,89
largedata/sim1//res_90_srate0.csv,0.2591,0.2443,90
largedata/sim1//res_91_srate0.csv,0.2468,0.2331,91
largedata/sim1//res_92_srate0.csv,0.2616,0.2503,92
largedata/sim1//res_93_srate0.csv,0.2572,0.2444,93
largedata/sim1//res_94_srate0.csv,0.2609,0.2487,94
largedata/sim1//res_95_srate0.csv,0.2543,0.2402,95
largedata/sim1//res_96_srate0.csv,0.2603,0.2482,96
largedata/sim1//res_97_srate0.csv,0.2507,0.2386,97
largedata/sim1//res_98_srate0.csv,0.2531,0.2413,98
largedata/sim1//res_99_srate0.csv,0.2559,0.2451,99
